Subject,Subject.1,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
84,,1a,PE,1,0.05,1,5,"The eraser costs $0.05, and the pencil costs $1.05. I figured this out by first finding the difference between the price of the pencil ($x$) and the eraser ($x-d$). This difference was stated as being $1, so x=1+x-d => d = 1/2. Since .10 is equal to $x-d$, we have 0.10=0.50, which gives a value for d of 0.05 or 5 cents.",0,,0,,It seems straightforward; the banana costs ninety cents.,1,I am 100% confident in my response.,1,I'm 100% sure of my response to this question because it's basic arithmetic.,0.49,I think that roughly half the respondents might get the answer right since there's an element of surprise involved here. My guess is approximately 49%.,0.75,"Given that this problem doesn't have any unexpected twists like the first one, I believe the majority of participants will solve it correctly - around 75%."
85,,1b,BM,1,45,1,45,45 cents,1,10,1,10,10 cents.,0.8,80%,1,100%,0.7,70%,0.85,85%
86,,2b,PE,1,0.05,0,1.1,"$.05 (Because if the pencil cost $1 more than the eraser and the pencil and eraser cost a combined $1.10, then the eraser must cost five cents)",1,0.9,0,2,"$.90 (My logic is subtraction; I figured it out by finding that if a magazine, which costs $2, was taken away from the total price, then only the banana remains)",1,100% (My confidence level is high because I made no assumptions and used simple arithmetic subtraction; there was no need for estimation or extrapolation.),1,"100% (I am very confident because my answer is based on arithmetic operations, and the results could be verified through mathematical calculation)",0.75,"75% (Although most people should be able to figure out that the answer is five cents through addition and subtraction, I can imagine that some might incorrectly estimate instead or just guess without thinking at all. Maybe even less people will solve it as compared with previous question due to increased complexity).",0.8,80% (I suppose most people would use arithmetic reasoning rather than mental heuristics like availability or representativeness)
87,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.8,I would guess around 80%.,0.95,At least 95%. It's obvious.
88,,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$.10,0.9,90,1,100,0.3,30,0.6,60
89,,1b,BM,0,2,0,2.9,"This seems like an arithmetic problem that I should be able to solve, but I can't seem to get the correct answer no matter how I work through it. I know that the magazine cost is two dollars more than the banana, so if we divide $2 by 3 for three parts of the total, then each part should be $0.67, making the cost of the banana $2.67. But when added to the cost of the magazine ($4.67), this adds up to $7.34 rather than $2.90. My intuition says that this means that I have made a mistake somewhere along the way, because these numbers just don't make sense with regard to the original statement of the problem. After thinking about this for quite some time, I still can't seem to get a plausible solution.",0,1.1,1,10,"The eraser costs ten cents, because $1.10 - $1 = .10 or $.10 = 10 cents",0.05,"5% - Although my answer here indicates low confidence, my previous explanation describes my frustration in trying to arrive at an accurate result, and therefore would imply somewhat greater certainty despite the lack thereof.",0.95,95%,0.8,"30%. Given that only 80% of respondents were able to solve the pencil/eraser question, which was far simpler to work out mathematically, I assume that many more people will struggle with this one as well. This conclusion is supported by my own difficulty with finding a plausible solution, so my estimate is actually rather optimistic.",0.8,80%
90,,2b,PE,1,5,0,2,"The eraser costs 5 cents and the pencil costs $1.05. This was calculated by subtracting $1 from the total price, which results in 10 cents, and then dividing the total price by 2.",1,90,0,2.9,"90 cents, because $2 + 90 cents = $2.90.",0.7,"70% sure. It seemed like there should be only one answer, but two answers were possible.",1,100% sure.,0.65,"I think 65%, because some people would get confused between the difference in prices and the actual prices of items.",0.85,"85%, based on an assumption that most people could solve this kind of problem."
91,,1a,PE,1,0.05,0,1,Eraser costs $0.05 cents (One Dollar = $1.00; Pencil=$1 + Eraser).,1,0.9,0,2,Banana Costs $0.90 Cents (Magazine = $2 + Banana).,0.95,I am 95% Confident about my answer above.,0.85,I am 85% confident with this answer.,0.45,45%,0.6,60%
92,,1b,BM,0,1,0,1,$1 for banana and $1.90 for magazine so total cost of banana is $1.,1,0.1,1,10,.10 cents (10 cents),0.99,99%,0.9,90%,0.6,60%,0.75,75%
93,,1a,PE,0,0.1,0,1,.10 cents (the pencil is then $1.00),1,0.9,1,0.9,$0.90 cents,0.75,75%,0.8,80%,0.65,65%,0.5,50%
94,,2a,BM,1,0.45,1,0.45,$.45 (The answer provided is correct.),1,0.1,0,2,"$0.10 (Correct answer, but was this problem easier or harder than the first? It seems intuitive to assume that each item only costs a dime more. Maybe because we are so accustomed to the concept of cents, that even though the magazine example states “the magazine costs $2 more than the banana”, we don’t really consider $2 as a monetary unit, rather the sum of two units - one dollar and ten cents, hence our instinctive response to the second question).",0.9,"90% (Confidence reported can be considered high, which might suggest that this individual used conscious processing strategies.)",0.95,"95% (Confidence remains high for the participant, possibly due to confirmation bias.)",0.7,70% (This guess seems optimistic. Most people tend to think other individuals do worse than themselves. This participant might be exhibiting positive illusions or self-enhancement bias. Or perhaps they believe most people will be able to use basic math operations?),0.8,"80% (Again, a relatively high estimate by the participant might reflect overconfidence or an inflated self-evaluation.)"
95,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,0.85,"85%. I think I did it right, and it's still a relatively simple equation",0.75,"75%. I'm pretty sure about it, but since this seems like an easy question I want to allow for a small margin of error",0.9,"If they read and interpreted the instructions properly, then probably around 90%",0.65,"Maybe around 65%, considering there may be some that didn't answer truthfully or misread the question"
96,,2a,BM,0,75,0,75,"75 cents (thought about it for a few seconds, wrote down answer without double checking)",1,10,1,10,"Immediately wrote 10 cents down on my paper. I felt like it was so obvious that I didn't think twice. My hand just flew down there before I even knew what happened. Afterward, I double checked the math and felt better.",0.65,65%,0.95,95%,0.3,30%,0.8,80%. This one seemed more intuitive than the other. Maybe because I remembered hearing something similar somewhere.
97,,2b,PE,0,10,0,10,Eraser costs 10 cents. I got it by trying out various amounts and found it fit the description perfectly.,1,0.9,1,0.9,Banana costs $.90. I calculated it by subtracting magazine's cost from total cost.,0.98,98%. Only little bit confused if there is another correct way but my method must be correct because it fits perfectly as per given information.,1,100%. I am sure about it.,-0.4,"Not very sure but let's say around 30-40%, since many people ignore first statement thinking they can assume whatever price they want for pencil, making their calculations incorrect. So I think not all can handle such situation wisely and come up with perfect answer.",0.02,"I think about 50-70 % will give right answer, because some might forget that they already have spent $2 on magazine before buying banana, so they will get wrong answer. But those who keep track of money will surely solve it right."
98,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,1,100,0.6,60,0.75,75
99,,1b,BM,0,2.9,0,0.9,"This one’s pretty simple actually- if you add two numbers together and their total is $2.90, then subtracting any amount will give you the price of one of the things. For example, if we take off the cost of the magazine ($2) from $2.90 we get $0.90 which is the price of the banana.",1,0.1,0,1.1,"The eraser costs $.10, if the question says that a pencil and eraser together cost $1.10, that means that you must pay $1.10 for both together, not each individually.",0.87,87%,0.85,85%,0.6,60%,0.55,55%
100,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.3,30,0.75,75
101,,2a,BM,0,0.9,0,0.9,The banana costs .90 cents.,1,0.1,1,0.1,.10 cents.,1,100%.,1,100%.,0.5,50%.,0.3,30%.
102,,1b,BM,0,2.9,0,2.9,"Hmm, so we have $2.90 total minus the $2 magazine equals $0.90 for the banana? No, wait -- it has to be less because the difference between the two is only $2, but then it isn't adding up for me anymore. Let me see again. If I add the $2 and the $0.90 together, then I don't get $2.90 like I need to, so maybe the banana actually costs a little bit more than that. Is there a typo somewhere here? Maybe it was supposed to say something different about how much the magazine costs relative to the banana. Yeah, this one feels wrong somehow.",1,10,1,10,"10 cents. Most people tend to forget that if you subtract the 1 dollar from the 1.10, it leaves you with 10 cents for the eraser, but my immediate response was still the right one because I saw how it equaled out.",0.4,"Only about 40%. I wasn't expecting the numbers to work out this way after doing some simple addition and subtraction. There seems like something missing from this question or maybe I just completely misunderstood what they were asking me to do with these numbers. Either way, I can't say that I feel super secure about my answer right now.",0.8,"80%. I'm pretty confident, but then again maybe there's something more complicated about the problem than I thought. Maybe there's an additional step to get to the final answer. But as far as what I know about subtraction and addition...I feel good about it.",-0.4,"Well, considering I didn't solve it right myself, I would guess less than half -- probably around 30-40%. This seemed like a tricky question at first glance, and even though I tried to work through it logically, it still didn't add up for me. So I wouldn't be surprised if many other people felt similarly confused when trying to figure out the correct answer here.",-0.9,"I would hope at least 80-90% solve it right. It's a pretty easy question if they just take their time or think through it before impulsively putting down the first thing that comes to mind. People rush too much in the name of saving time; sometimes it can make them do things without thinking clearly, which could result in incorrect answers on these kinds of questions."
103,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,0.95,95,0.9,90,0.25,25,0.5,50
104,,1a,PE,1,0.05,0,0.15,"Eraser: $.05, Pencil: $.10 + $.05 = $.15",1,0.9,0,2.9,"Banana: $.90 - $2.00 = -$1.10; So, I assume they meant that the magazine costs $.20 more than the banana. In which case, Banana: $2.90 - $.20 = $2.70; Magazine: $.20 + $2.70 = $2.90.",1,100,0.6,"60; Because, I originally answered incorrectly and then figured out where my mistake was.",0.9,90%,0.5,50%.
105,,1b,BM,0,2.9,0,0.9,banana = 2.90 - 2.00; banana = .90 or ninety cents.,1,0.1,1,0.1,.10 or ten cents.,1,100%.,0.95,95%,0.85,85%,0.9,90%
106,,2a,BM,0,0.9,0,0.9,.90 cents,1,0.1,1,0.1,$.10,0.8,80%,0.9,90%,0.65,65%,0.8,80%
107,,1a,PE,0,0.1,0,0.1,.10 (They chose this answer because they are subtracting the price of the eraser from the pencil instead of adding them.),1,0.9,1,0.9,$0.90,0.9,90%,0.75,75%,0.05,5%,0.6,60%
108,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.85,85%,1,100%,0.45,45%,0.75,75%
109,,1b,BM,1,0.45,1,0.45,The banana costs $0.45,1,0.1,1,0.1,.10 (cents) or .1 dollars,0.98,98%,0.95,95%,,I believe around half would answer this correctly as well because some will miscalculate as they did previously but many may have learned their lesson and get this one right.,0.5,50%
110,,1a,PE,0,0.1,0,0.1,.10 cents,1,0.9,1,0.9,.90 cents,0.65,65%,0.78,78%,0.3,30%,0.4,40%
111,,2a,BM,1,0.45,0,1.05,"I'm pretty sure it costs $.45 but when I first read the question, my mind immediately thought $1.05 for the magazine.",1,0.1,1,0.1,$.10,0.9,"90%, I had to think about it for a few minutes after writing down my first answer before coming up with this one.",1,100%,0.0295,"I would hope at least 85%. I feel like this one is an easy trap to fall into since the question states that the magazine costs $2 more rather than ""the total is $2.90 with the magazine being $2 more."" But then again, maybe people see that the difference in price is .95, so they add .95 + $2 which comes out to be $2.95 and say no way could a banana cost over a dollar... or something along those lines. Either way I think it could go either way depending on whether or not people pick up on the phrasing of the question. So to sum it up, I'm really not sure.",0.9,"At least 85%. Again, this question has similar wording as the first one did except for the order things were written in, which is probably why most people answered it correctly. Once again though, I feel like the answer might vary because some people might forget that there was even an eraser after seeing the price of the pencil while others may understand the question just fine and figure out the correct solution right away. It also depends on how attentive they were when reading the question. If they weren't paying close enough attention, then they might think that the total is $1.00 rather than $1.10. But if they did pay attention, then they should be able to figure it out with ease since all they need to do is subtract the cost of the pencil from the total price given at the beginning of the question. So based off those possibilities, I would say around 90%."
112,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.95,95%,0.85,85%
113,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.99,99%,1,100%,0.3,30%,0.5,50%
114,,1b,BM,0,90,0,90,90 cents,1,0.1,1,0.1,$0.10,1,100%,0.98,98%,0.5,50%,0.75,75%
115,,1a,PE,1,5,1,5,Eraser costs 5 cents,1,90,1,90,Banana costs 90 cents,1,100%,0.65,65%,0.7,70%,0.4,40%
116,,2a,BM,0,0.4,0,0.4,.40 cents,1,0.1,1,0.1,0.10 cents,0.98,98%,1,100%,0.5,50%,0.8,80%
117,,1b,BM,0,0.7,0,4,The banana costs .70 cents. (4),1,10,0,5,10 cents. (5),0.98,I am about 98% percent sure that I am correct.,0.04,85%. (4),0.03,Maybe half of all participants answered this question correctly. So that would be about 50%. (3),0.03,50% (3)
118,,1a,PE,0,0.1,0,0.1,.10 cents,1,0.9,1,0.9,.90 cents,0.89,89%,0.95,95%,0.5,50%,0.7,70%
119,,2b,PE,1,0.05,0,1.05,Eraser = $.05; Pencil = $1.05,1,90,1,90,90 cents,0.99,99%,0.9,90%,0.6,60%,0.4,40%
120,,2a,BM,0,0.9,0,0.9,0.90$,1,0.1,1,0.1,0.10$,1,100%,1,100%,0.5,50%,0.6,60%
121,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,0.75,75,0.95,95,0.85,85
122,,2a,BM,0,0.9,0,0.9,Banana cost 0.90 dollars.,1,0.1,1,0.1,Eraser cost 0.10 dollars.,0.95,I am 95 percent confident in my answer.,0.95,I am 95 percent confident in my answer.,-0.7,I think 50-70 % will solve it correctly.,-0.95,80-95%.
123,,1b,BM,0,0.5,0,2,Banana costs fifty cents (0.50). The Magazine will then be priced at two dollars ($2.00).,1,0.1,1,0.1,Ten cents (0.10),0.95,I am around ninety five percent (95%) certain with my response.,1,100%,0.7,Approximately seventy percent (70%) have got the correct answer for this problem.,0.8,80%
124,,2b,PE,1,0.05,0,1.05,Eraser=$0.05; Pencil=$1.05,1,0.9,1,0.9,$0.90,0.85,85%,0.95,95%,0.6,60%,0.7,70%
125,,1b,BM,0,1.45,0,2,"$1.45; [after second prompt] The banana costs $1.45. [After third prompt:] Oh, I see where my error is. My first inclination was that if the magazine was $2, then the banana must be $0.90... but since it's $2 *more* than the banana, then the banana is really only $1 and the magazine costs $2. So the answer should be $.90 and $2. That's why it wasn't adding up! Thank you for asking again. :)",1,0.1,1,0.1,$.10,0.02,"Now I am certain that my answer is correct because the difference between the two items equals $0.55, not $1.05 like I mistakenly calculated earlier. If I had paid more attention to detail in the wording of the question instead of immediately assuming $2 to mean one dollar per item, I wouldn't have made such an easy mistake. This time, I double checked every step of the process.",1,"I'm 100% certain that I answered correctly, if that's what you mean.",0.02,"Based on what little I know about math abilities across all demographics, I would estimate about 75%. People may rush through the question or misunderstand the phrase ""two dollars more"" as being equivalent to ""$2 each"", but they might also get lucky with some basic division skills if they assume that both items must be whole numbers. But if someone doesn't understand what ""$2 more than"" means, then they will likely give an incorrect response and lose out on any chance at winning the gift card.",0.95,"If they're paying attention and thinking about it, everyone can get that question correct because you clearly stated ""The pencil costs one dollar"". You provided enough information for them to make a decision. However, not everyone pays attention or thinks through their logic and just goes with their initial answer, so I would estimate around 90% at least, probably closer to 95%."
126,,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$.10,0.95,95%,0.95,95%,0.75,75%,0.95,95%
127,,1a,PE,0,0.1,0,0.1,$.10 (the first number I came up with),1,0.9,1,0.9,$.90 (I double checked by subtracting magazine cost from total cost.),0.75,"75% (I feel pretty good about it, but maybe I made a mistake?)",1,100% (no doubt at all),0.0005,33% (I know some will just add $1 to $.05 instead of solving for X first.),0.75,"75% (many have difficulty with this type of question, or they don't bother to check their work.)"
128,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90,0.8,80,0.6,60,0.7,70
129,,2a,BM,1,0.45,1,0.45,$.45. If I subtract 2 from the total then I'll know how much the banana costs. So 2.90-2 = .90 / 2 = .45.,1,0.1,1,0.1,$.10. Since the pencil already costs $1 then the remaining .10 has to be for the eraser since no other items are listed.,1,100%. That's why I used the term 'so'.,1,"100%. If anything, I feel like I overthought my reasoning for the banana question but this one is straightforward.",0.015,"70%. Some might try and round to an even number which would result in them being wrong. For example, if they think the answer is .50 they would go up to $1.00 for the magazine so that it costs twice as much and end up with $1.50 which isn't the correct solution.",0.9,"90%. It seems more obvious than the previous question. However, some might still make a mistake and try to round or do something else unnecessary."
130,,1a,PE,0,0.1,0,1,"Eraser Costs .10 cents, Pencil would be $1.00 plus tax.",1,0.9,0,2,"Banana Costs .90 cents, Magasine would be $2.00 plus tax",1,100 percent,1,100 percent,0.35,35 Percent,0.75,75 Percent
131,,1a,PE,1,0.05,0,1,Eraser is $.05 (Answer 1),1,0.9,0,95,Banana is $.90 (Answer 2).  Confident level: 95%.,0.95,95%.,0.95,95%.,0.8,"About 80%, but I expect this study will find it's higher since many would have learned about such puzzles before.",0.6,"For those that haven’t heard similar problems before, less than half.  For others maybe around 60%."
132,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.8,80,0.6,60,0.7,70,0.4,40
133,,1a,PE,0,0.1,0,0.1,.10,1,0.9,1,0.9,0.90,0.9,90%,0.75,75%,0.99,99%,0.8,80%
134,,1b,BM,0,0.9,0,0.9,$0.90 cents,1,0.1,1,0.1,$.10 cents,1,100%,1,100%,1,Close to 100%.,1,I guess close to 100%.
135,,1b,BM,0,1.45,0,1.45,Banana would cost $1.45 and Magazine for $1.45,1,10,1,10,10 cents.,0.98,98%.,1,I am 100% confident that my answer is correct.,0,I think less than 70% of people will get the correct answer as there might be few who would consider $0 as an option,0.9,I think close to 90% of people will give the right answer.
136,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%.,0.7,70%,0.85,85%
137,,2b,PE,0,1,0,0.1,"Well, let's see. The pencil cost $1 more, so it must be $1 and the eraser would be $.10.",1,90,1,0.9,"90 cents, or .90 dollars",1,"100%, again I've checked my answer with pen and paper and still get the same answer.",1,100%. I was certain of my response after double checking it in my head.,0.75,"Probably around 75%. It may seem obvious that they're looking for a fraction or decimal, but this problem requires a bit of logic.",0.5,I think about 50%. The problem is set up to trick some into using the total price when asked specifically for just the banana.
138,,1b,BM,0,,0,,"If I were to calculate based on the information provided, first I would see if I could set up an equation or do something where I had variables for each part.",0,,0,,Ten cents. The eraser itself only cost a dime.,0.7,"This time, I am less sure - only around 70%. That's because math questions like these aren't always as straightforward as they appear initially. I don't want to be wrong about this one either though!",0.8,I am about 80 percent certain my answer is correct because that's what we learn when doing this kind of word problem at school. But I will check again.,0.4,It depends on their educational background. I'd say at least 60 percent will probably answer correctly while another 40 may make mistakes due to confusion over the phrasing or lack of experience with such problems.,0.011,Well over half would get it right. Maybe even as many as 95%. It seems so intuitive that they can just subtract $1 from $1.10 and figure out the eraser is a nickel cheaper than the total amount due.
139,,1b,BM,0,90,0,90,90 cents.,0,,0,,It doesn't say how much the pencil costs.,,Pretty certain.,,"Not very, because I was looking for information that wasn't there.",,"At least half, since I solved this one.",0.75,75%
140,,1a,PE,1,0.05,1,0.05,"Eraser costs $.05 cents; the difference between $1 and $.05 is $.95, which equals $1 when added to the $.05",1,0.9,1,0.9,Banana costs $.90 cents,0.98,98%. I can see the logic behind this problem,1,100%,0.7,70%,0.9,90%
141,,1a,PE,0,0.1,0,0.1,.10 cents,1,90,1,90,90 cents,1,100%,0.99,99%,0.2,20%,0.3,30%
142,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.75,75%,1,100%,0.6,60%,0.9,90%
143,,2a,BM,1,45,0,2,"The banana costs 45 cents, the magazine would then be 2 dollars and 45 cents. I figured this out by guessing the banana's price, then figuring how much the magazine could be with a difference of 2 dollars.  It took me several attempts and some guessing to figure it out.",0,1.1,0,1.1,"Ten cents because one dollar minus ten cents equals ninety cents. Then you take the total amount that both items cost, which is $1.10, and subtract the pencil's cost, leaving ten cents for the eraser.",0.8,80%,1,100%,0.65,65%,0.95,95%
144,,1a,PE,1,5,1,5,5 cents,1,90,1,90,90 cents,0.9,90%,0.9,90%,0.6,60%,0.65,65%
145,,1b,BM,0,50,0,50,"50 cents. (If the magazine is $2 more, then $2 goes towards the mag and 50 cents for the banana).",1,0.1,1,0.1,"$.10 cents (I figured that if I subtracted the price of the pencil from the total, it would show how much the eraser would cost.)",1,100%. (This is simple addition.),1,100%,0.75,"75% (Again, this is another easy math problem.)",-0.6,"50-60%. (Since I have always been pretty good at math problems, I assume others might struggle.)"
146,,2b,PE,1,5,0,1.05,5 cents for the eraser and $1.05 for the pencil,1,90,1,0.9,"90 cents, because when you add the prices together you have to include the decimal points (in this case .9) instead of simply adding whole numbers.",0.9,90%,0.8,80%,0.5,50%,0.75,75%
147,,2b,PE,0,1,0,1.1,"This question seems contradictory at first because normally you would assume that the eraser would be less expensive than the pencil. But if the eraser was free then the pencil would be $1, which would mean they cost $1.10 all together. That makes the most sense, so the eraser must be free.",1,0.9,1,0.9,The Banana costs $.90.,0.85,85%.,1,100%.,0.4,Only people who actually thought about the logic behind it solved it right. So maybe around 40%.,0.95,I think most people answered this question correctly. Maybe about 95%.
148,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,0.82,82%,0.87,87%,0.4,40%,0.95,95%
149,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90%,0.95,95%,0.6,60%,0.75,75%
150,,1b,BM,0,2,0,2,"Ah...this one needs some calculations. Let's see now. If magazine costs $2 more, then let me subtract that $2 from the total amount of $2.90. This makes $0.90 left for the banana. But we should also find out how much the magazine costs by adding back those two dollars. And that would be $2 + $2 = $4. Okay, so the final answer is $4 for the magazine and $0.90 for the banana, making up a total of $4.90, which actually contradicts with the original price given. Wait...I must have done something wrong! Hang on, let me think again...Oh yeah, the magazine and banana together only cost $2.90 and that includes both prices, right! So if the magazine costs $2 more, I should simply add those two instead of subtracting to get the correct figure. That would mean the",0,1,1,0.1,It says the pencil already cost $1 so that means the eraser only costs $0.10 or ten cents.,0.5,"Oh my God, after all this mental gymnastics, I am still not even sure about my final answer. I guess I am just around 50% certain about it.",1,"I am totally sure about it, so I put down 100%.",0.5,"Considering I myself made an error in calculation and the fact that this type of problems generally seems less obvious than the previous one, I think maybe about half or so will get it right. So, approximately 50%.",0.9,"I believe at least 90%, if not more of the people will solve this one correctly since the answer was very straight forward."
151,,1b,BM,1,0.45,1,0.45,"$0.45 cents.  Again, if there weren't any outside forces influencing the cost, this should be right.",1,0.1,1,0.1,$.10.,0.99,"Well over 85%, maybe even close to 99%.",0.99,"99%.  I could be wrong if my original information was wrong, but otherwise that's correct isn't it?",-0.7,"Not sure, but I have faith that most can solve these simple problems. Maybe 60-70%.",0.95,"I think probably at least 95%, but maybe only because most people would take it for granted as I did unless they thought about other options like ""one for free."""
152,,1a,PE,0,0.1,0,1.1,"Eraser = .10, Pencil = 1.00; Total = $1.10",1,0.9,0,2.9,"Banana = .90, Magazine = 2.00; Total = $2.90",0.95,95%,0.99,99%,0.4,40%,0.8,80%
153,,1a,PE,0,0.1,0,0.1,.10 cents (answer not true),1,0.9,1,0.9,.90 cents (correct answer),0.99,99%,0.8,80%,0.5,50%,0.6,60%
154,,2a,BM,1,0.45,0,2.9,"$.45 cents, because if I subtract $2 from $2.90 that gives me the price of the banana.",0,2,0,0.5,"It's the same situation. The eraser must cost ten cents. If the pencil was $2 and the total was $2.50 then the eraser would be $0.50, but the difference is always ten cents less than the first item.",0.85,85%,0.85,85%,0.5,I would guess around 50%.,0.95,"I think maybe even more because they are probably just copying off the first one or their answer might be influenced by what I put down last time. So, perhaps 95%, or at least higher than before."
155,,1b,BM,1,0.45,1,0.45,"$0.45, since if the mag was $2 then it would leave .90 but since its two dollars over that would be .45",1,0.1,1,0.1,"$.10 cents because the pencil costs a dollar, so that leaves .10 cents for the eraser",0.7,70%,0.7,70%,0.7,70%,0.6,60%
156,,2b,PE,0,10,0,10,The eraser costs 10 cents.,1,90,1,90,90 cents,,I’m extremely certain that my answer is correct.,1,100%,0.001,"Less than 50%.  This question catches people off-guard as they tend to think the pencil costs $1 and therefore, the eraser must be free or some other small amount like .10 cents.  They don’t consider the additional one dollar needed for the pairing total.",0.75,75%
157,,1b,BM,0,0.15,0,1.5,"First instinct would be $.15 cents, but then my second thoughts were that maybe since the pencil cost less than the eraser that the same principle would apply here--the banana actually costing $1 and the magazine $1.90. So, I went back to .15 cents because even though I felt like I had done it wrong the first time I knew there couldn't really be two correct answers. But then in case that still wasn't right, I decided to put down the amount which is closest to $2 for each item and add them together--$1.40 and $1.50, making the banana cost $1.50. I'm not confident at all in this answer (and would like to know the actual answer.)",1,0.1,1,0.1,"$.10 cents (I thought it was a trick question, but then I figured out the difference.)",0.01,"1% - only because it seemed like the least worst option from several possibilities (although one doesn't seem ""right"" per se).",0.011,"67% (because there's always a chance that someone screwed up the price on this item, although I did see this on another website for sale for $1.10.)",0.5,"Less than 50%. A lot of folks might make my initial mistake, but then those who took their time would likely end up with the second possible solution so many more people will guess incorrectly than those solving it on their first try.",-0.8,"I'd guess only 50-80% because a lot of people probably wouldn't think through the problem as carefully as necessary to figure it out. They might just assume it was some kind of joke or wording game and give up after their first attempt, whereas if they stuck with it longer, they could have discovered the solution."
158,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.6,60%,0.7,70%
159,,2a,BM,1,0.45,1,0.45,$.45 cents (typed .45 in box),1,0.1,1,0.1,$.10 cents,0.75,75%,0.85,85%.,0.5,50%.,0.6,60%.
160,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.95,95,0.95,95,0.5,50,0.75,75
161,,1b,BM,0,,0,,"Bananas usually don't sell for even amounts of money, so that can't be right.",1,10,1,10,10 cents.,0.75,75%.,0.95,95%.,0.6,"40%, if I am correct; otherwise 60% because they would assume their first answer was incorrect.",0.8,80%
162,,1b,BM,0,0.9,0,0.9,Bananas are .90 or niney cents,1,0.1,1,0.1,.10 or ten cents,1,100 percent,0.95,95 percent,0.7,I would expect around 70 percent to be right with that one.,0.65,"I think 65 percent of people answer correctly, but I don't know about those taking an online survey!"
163,,2a,BM,1,0.45,1,0.45,".45 cents, because that's what's left from a two dollar bill (you could think it out but that would take more time)",1,0.1,0,1.1,".10 cents, they must mean .10 dollars! It clearly says $1.10 and since the pencil is one dollar I can only assume they meant the ten to be a tenth of a dollar.",0.75,75%,0.95,95%,0.45,Maybe like 45%,0.95,"I think 99.5%, because people should know better than to mistake a penny for a dime. That would just be stupid, but I'm going to go with 95%."
164,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90,1,100,0.75,75,0.6,60
165,,2a,BM,1,45,0,2.9,The banana would be 45 cents as it only leaves a difference of $2 between them if their sum was $2.90,1,10,1,10,10 cents since it is complementary to the price of the pencil,0.85,"85% because I am certain but since it was an open question, someone else might think of something different even if unlikely",1,100% as this situation seems straightforward,0.7,"Maybe around 70%, I suppose there can always be outliers",0.95,Probably more than 95%. It is quite clear cut.
166,,2a,BM,0,40,0,2.5,"Banana: 40 cents, Magazine: 2.50 dollars.",0,,0,,Eraser: ten cents,1,100 percent!,1,100%.,0.95,95%,0.85,85%.
167,,1a,PE,0,0.9,0,0.9,.90,1,0.9,1,0.9,.90,0.75,75,0.95,95,0.8,80,0.95,95
168,,1a,PE,1,0.05,0,1.05,"Eraser = $0.05, Pencil = $1.05",1,0.9,1,0.9,Banana = $0.90,1,Confidence rating: 100%,1,Confidence rating: 100%,0.5,Estimate that around 50% of people will get this right,0.5,Estimate that around 50% of people will get this right
169,,1a,PE,0,0.1,0,0.1,.10,1,0.9,1,0.9,$.90,0.8,80,0.95,95,0.65,65,0.75,75
