Subject,Subject.1,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
94,,2a,BM,1,0.45,0,2,Banana is 0.45 cents (or 45 cents) because I did (Price of Mag+Banana)=Magazine Price + Magazine Price - Banana Price or Solving for Banana Price = 2.9 - 2 + 2.,1,0.1,1,10,Eraser is 0.1 cents (or 10 cents).,1,100 %,1,100%,0.97,Maybe around 97 %,0.75,I would say around 75%.
95,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,0.97,97,0.95,95,0.8,80,0.6,60
96,,2a,BM,1,0.45,0,0.5,"The banana costs $0.45, and the magazine $2.45.  You get this by setting up the equation as x+y=$2.90 and x-y=$2, so 2x=$5, thus x=$2.50 for the magazine and $0.50 for the banana.",0,1,1,0.1,It is impossible because if the pencil costs $1 and the total cost is $1.10 there is no way the eraser can cost anything more or less than 10 cents! So it costs $.10.,0.85,I'm pretty certain about that; so around 85%.,0.97,"My maths was right on the spot, but I double checked; so perhaps I am 97% confident.",0.2,Since most people will respond with an unthoughtful answer without any calculation; perhaps less then 20%.,0.01,"If they do it like the last question and just subtracting automatically and carelessly, I would say about 30%, since 90¢ needs 10¢ to be reached when taking away $1."
97,,2b,PE,1,5,1,5,5 cents (correct),1,90,1,90,90 cents (correct),0.99,99%,0.95,95%,0.5,50%,0.75,75%
98,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.9,90%,0.8,80%
99,,1b,BM,1,45,1,45,45 cents,1,10,1,10,10 cents,0.7,70,1,100,0.6,60,0.95,95
100,,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.9,90%,1,100%,0.75,75%,0.85,85%
101,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.87,87%,1,100%,0.6,60%,0.75,75%
102,,1b,BM,0,2.9,0,2.4,"First off, we have a combined cost of $2.90. The magazine itself is stated as costing $2. That means there are .90 remaining for the banana. Since this is less than one dollar, then the original question had the magazine as being too expensive, or else the participant has misunderstood its intent. If we accept that the magazine is supposed to be priced at $1 cheaper than initially given, however, then the banana costs .40 and the corrected magazine price would thusly become $2.40.",1,0.1,1,0.1,"The eraser would cost $0.10, since the total price was listed as being a combination of both objects' costs.",0.8,80 percent certain; I rechecked my work three times but was forced to reconsider whether I understood the prompt as intended when providing an answer.,1,I am 100 percent sure that my answer is correct.,0.65,"Perhaps around 65%. It's difficult for me to accurately estimate that, though.",0.8,80%.
103,,2b,PE,1,0.05,0,1.05,The eraser costs $.05 and the pencil costs $1.05.,1,0.9,1,0.9,The banana costs $.90.,0.8,I am only about 80% confident.,1,I am 100% confident.,-0.8,"This one is slightly trickier than the first but should still be solvable by many. I would say around 60%-80%. It depends on whether or not someone considers that since the eraser cannot be free then there has to be some money allocated for it in the equation even though it wasn’t explicitly stated as such. So, if someone takes into account that both objects need monetary value associated with them in order to total up to the final cost then they may solve it right away. If not, then they might struggle.",0.009,"I believe that around 70% or so of people answered it correctly because while most people can figure out that if a magazine ($2.00) + banana($x) = $2.90; then they would probably see that x must equal $.90. However, there may still be some people who think too far into the situation and believe it's tricky."
104,,1a,PE,0,10,0,1.1,"Eraser=10¢, Pencil=$1+10¢=$1.10",1,90,1,90,Banana=90¢,0.98,I'm pretty certain about this one. So maybe around 98%?,0.97,"Same as last time, pretty certain; 97%.",0.5,"50%, maybe less.",0.75,Hmm.. This one seems easier than the first. Let's go with 75%.
105,,1b,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.95,95,1,100,0.75,75,0.99,99
106,,2a,BM,0,0.9,0,0.9,"The banana costs $0.90, because if the magazine is $2 more than the banana, that means the difference between their prices must equal $2. So if $2=$1.00, then $2-$1.00 would be equal to $0.90 for the price of the banana.",1,0.1,1,0.1,"Oh... um.. well the eraser would only have to cover $0.10 cents to make up for the difference in total price. I don't know though, maybe the initial question was wrong?",0.95,"95%, I am almost totally certain about the answer being correct, but there might still be something wrong.",0.1,"Well since my previous answer is likely incorrect, I am uncertain at 10%, because I can't think of anything else to put here.",0.9,"I think most people should be able to solve it right with ease, so I'm going to say around 90%.",0.25,"This time around I doubt many people will get it right, probably under 25% based on my past experiences with such problems."
107,,1a,PE,1,0.05,0,1,"$.05 (because if it was a penny, then the other side would be $1.06, which isn’t 1 dollar more.)",1,0.9,1,0.9,"$0.90. Because you take away two dollars, leaving ninety cents for the banana.",0.98,"98%, because there may have been a slight rounding error in my answer.",1,100% because its just basic arithmetic.,0.0005,"40%, I imagine that at least some people will simply subtract the .10 cents off the price, which gives them an answer of .90 instead of .05.",0.75,"75%. This one is pretty obvious, I think only people who aren't paying attention would get this wrong."
108,,2b,PE,0,,0,,Ten cents.,1,0.9,1,0.9,$.90,,"Totally sure, like over ninety-five percent sure.",0.97,I'm about 97 percent positive on that answer.,,Umm… I’d say around like forty or fifty percent of the people who solve these problems would get the right answer.,0.85,I think 85%.
109,,1b,BM,0,2,0,2,To solve this I think the question is worded weirdly but firstly the price difference between the magazine and the banana is $2 which was said at the start of the question so subtracting 2 from the total makes sense since that would leave the cost of the banana.,1,10,1,10,"10 cents because if the pencil cost $1 alone, then when you buy both the eraser and pencil for $1.10, that means the eraser costs 10 cents.",0.8,80%,1,100%,,Maybe half of the group because of how confusing it might seem like if they don’t understand what the question says or like if there's a language barrier or something,0.75,75%
110,,1a,PE,0,0.1,0,0.1,.10 cents or ten cents.,0,,0,,The banana would be ninety cents.,1,I am 100% certain.,,Once again I am totally certain that my answer is correct.,0.45,45%,,Probably somewhere near eighty percent.
111,,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,1,100%,1,100%,0.8,80%,0.6,60%
112,,2b,PE,0,0.1,0,80,"Based on previous problems like this, my gut reaction is to say that the eraser costs .10 cents; however, doing math correctly, we can see that the pencil must actually cost $1.05 while the eraser costs $.05.  It seems odd that something as small as an eraser could cost $.05 instead of $.10 so perhaps that's why most people would have said that the eraser cost $.10. But in fact, after checking my calculations, I realize that if both items together cost $1.10, then one item must cost $1.05 while the other costs $.05. This type of question requires some thought, so although most people might initially answer $.10, they should correct themselves to be consistent with their understanding of basic arithmetic. (confidence score=80%)",1,0.9,0,0.1,$.90 ($.90 - $2 = -$.10),0.8,"I am fairly confident in my revised response given above, but because it required some analysis and correction, I feel only about 80% certain in the answer being correct. (confidence score=80%)",1,I am 100% positive that this answer is correct.  (confidence score=100%),0.5714,"Although this is essentially the same kind of question as the banana and magazine, people may need more time or deeper processing of this information, which could lead to many incorrect responses. I think probably no more than half will get it right based on initial reactions alone without further reflection.  And after reflection, maybe slightly less than 60%, since there is still the oddity factor of an eraser costing only $0.05 even if it is consistent with the math involved here. (confidence score = 57.14%)",0.7,At least half of the population was able to solve this problem correctly. I would guess approximately 70%.
113,,2b,PE,1,0.05,1,0.05,"$0.05, again I assume that they won't round it because the eraser might come in fractions of cents.",1,0.9,0,0.1,"$.90 cents, I think its .10 more than it actually is.",1,"I am totally positive that is right, so 100%.",0.75,I am pretty sure that is the right answer at 75%.,0.6,"Again I want to believe people will think logically and answer right so I choose 60%, although its probably less.",0.5,"50%, I would like to be hopeful about other people’s abilities but also aware many just round numbers down and forget things don’t always round to their nearest integer."
114,,1b,BM,1,0.45,1,0.45,$0.45,1,10,1,10,10 cents,0.75,75%,0.95,95%,0.6,60%,0.85,85%
115,,1a,PE,0,0.1,0,0.1,.10,1,0.9,1,0.9,0.90,1,100%,1,100%,0.8,80%,0.65,65%
116,,2a,BM,1,0.45,1,0.45,"$0.45, because the magazine would then be $2.45 ($2 + $0.45).  I know it’s a trick question so I checked that answer with some scratch paper first.",1,10,1,10,"Oh god, another trick one!  Let me think about it a bit…. Ok, it must be 10 cents because the pencil is already a dollar!",0.75,"I feel like it has a low margin for error, but who really knows unless they run the experiment themselves?  So…75%.",0.9,"Well, that one was more straightforward than the last so I think my answer of 10 cents is correct.  Still, things can go wrong even if it seems pretty straightforward.  So let’s say I’m 90% certain on this one?",-0.8,"If they understood the trick of adding the prices instead of subtracting them, which wasn’t necessarily obvious without thinking it through or knowing the solution already, probably something around 60-80% would get it right?",-0.95,"Not every problem is solved with the same thoughtfulness as the next, but it doesn’t take too long to see why this question has a very specific answer.  Therefore I believe quite a lot of people – maybe between 85-95% – got this right without problems."
117,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.8,80,1,100,0.75,75,0.85,85
118,,1a,PE,0,0.9,0,0.9,.90 (or nine cents),1,0.9,1,0.9,$0.90 (or ninety cents),1,I'm about 100% confident.,0.99,99% Confident,0.85,I'd say at least 85%. It's such an obvious solution; I can't see why anyone would have trouble solving this one.,0.6,"I'd estimate about 60%, because it involves subtraction rather than simple addition or multiplication like the last question did."
119,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.7,70,1,100,0.45,45,0.85,85
120,,2a,BM,1,45,1,45,"The banana costs 45 cents, because 1 dollar less than the total price minus 2 dollars for the magazine equals 45 cents for the banana.",0,1.1,0,1,It costs ten cents. You don't need to subtract one from one to determine the cost of the eraser; it simply says the price together is $1.10 and that the pencil itself already costs $1.,0.8,"I'm about 80% certain in my response. I feel like if this was an exam question then it might be considered wrong, but I can't think of any other reasonable answer that fits within what the question describes.",1,I'm 100% certain about this question because it specifically states both objects' prices separately.,0.7,"I want to say around 70%, since many people could make the mistake that I did initially, but once they see that their first response isn't logically valid, then they would have likely re-read the problem carefully enough to understand it.",0.95,"Given how clearly the second question was stated with no room for ambiguity, I'd say at least 95%."
121,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90%,1,100%,0.2,20%,0.75,75%
122,,2a,BM,0,75,0,2,"75 cents, because the magazine would then be worth $2.25 and it would fit the description of ""costing $2 more.""",0,,0,,"This seems to follow the pattern from the last question, so my first response is ten cents.",0.95,"95%, I am positive that the solution fits the given problem constraints but still there might have been an error while doing this exercise which was not identified by me yet.",0.75,"75%. The value could be slightly different due to some unidentified errors on my part or due to rounding, otherwise it appears correct.",0.45,"45%. Many people just think about half of the price or less since they only consider whole numbers as possible solutions. However, if one looks at the question carefully and uses some logical thinking, he should be able to arrive at the right answer.",0.3,"30%, most likely lower than for the previous question because the solution isn't an exact match with the last question but still quite obvious."
123,,1b,BM,0,90,0,90,"Ooh! That one made me pause because you have to think about it more. So if you add that extra two dollars for the mag-a-zine, then the banana should be 90 cents.",1,10,1,10,10 cents. It says it right there.,0.7,"Hmm..about 70%, I don't know, sometimes I can mess up easy problems still.",0.85,"I'm pretty sure, 85%.",0.4,"Um..hah, maybe less than half or something? I bet some people who do math everyday will get it though, so maybe like 40% would be fairer?",0.95,"Oh jeez, umm...probably like 95%, since it really was just given."
124,,2b,PE,1,0.05,0,1.05,"This question seems weirdly written at first but if you break down the information given, the eraser costs $0.05 and the pencil then costs $1.05.",1,0.9,1,0.9,$0.90,0.98,My confidence is high again since I made sure my answer was consistent with the numbers provided. 98%,1,100%,-0.48,"For this question, I expect that there might be some confusion as to how it's worded or misinterpreting the meaning of 'more'. But I'm thinking maybe only about half of the people who got the previous question right will also solve this one correctly. So approximately 47-48%.",0.95,I think probably most will get it right since they've done some basic arithmetic before. Maybe around 95% would answer it right?
125,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.8,80,1,100,0.6,60,0.95,95
126,,2a,BM,0,75,0,2,"75 cents. I used this formula (B + M = 2.9) - (M - 2) to find a possible value for B, which would be the value of the banana. When that value is found, I will substitute it in my original equation to determine if the answer is valid by making sure all values fall into real number ranges and checking both sides of the equation to confirm they still equal one another.",1,0.1,1,0.1,$.10. The eraser cannot possibly cost more than the pencil when the two items together cost less than the price of the pencil. Using basic reasoning allows for an immediate understanding that the eraser can be no pricier than a dime.,1,100%,1,"100%. Again, there is no room for uncertainty given the logic behind my answer.",0.4,"40%. Since it's only necessary to use basic algebra to solve it and because the majority of those taking a survey such as this have likely had at least high school math, I think approximately forty percent might know how to solve the problem even if they didn't do so due to carelessness or some other reason.",0.6,"85%, assuming all participants can count to ten cents or higher. If not, then perhaps 60%."
127,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90,0.8,80,0.75,75,0.7,70
128,,1a,PE,1,5,0,1.1,"5 cents, since if the eraser is 5 cents, then the pencil will be 60 cents (5 cents plus $1), for a total cost of $1.10.",1,90,0,2.9,"90 cents, since if the magazine is 2 dollars, then the banana must be 90 cents, for a total cost of 2.90 dollars.",0.95,"95% (I did say that I am ""pretty sure"")",1,I am totally sure - 100% confidence. This one was quite straightforward.,0.75,"Around 75%, since I imagine most adults know how to solve such simple problems with algebra, but some may just guess randomly",0.85,"More than 85%. Again, the majority of adults should know how to do simple subtraction."
129,,2a,BM,1,0.45,1,0.45,.45 cents,0,,0,,"It doesn’t cost anything, since you said the pencil already cost one dollar. So it would be free.",1,"I am totally sure that my response is correct, so I choose 100%.",0.99,"99%, because I know it is possible the store would sell them separately as well as combined at a discount price, or even individually without any reduction.",0.004,"About 80%.  Some may say the banana only cost $.40, but they didn’t take into consideration that you need two dollars for the magazine, so it cancels out anyone who may think $.40 is possible.  Of course I could be wrong myself though.  Ha ha!",0.011,Probably 30%.  Many would figure there is no way both items are sold for only $1.10 if they were purchased alone.
130,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.5,50%,0.6,60%
131,,1a,PE,1,0.05,0,1.05,"Eraser: $.05, Pencil: $1.05",1,0.9,1,0.9,Banana: $.90,0.89,89%.,1,100%,0.65,Maybe about 65%.,,I feel like most of them would get that right since it’s only simple subtraction.
132,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.98,98%,0.8,80%,0.75,75%,0.3,30%
133,,1a,PE,1,0.05,1,0.05,"$0.05, because if the pencil costs $1 more than the eraser then $1 - .95 = $0.05",1,0.9,1,0.9,$.90 because 2.90-2 = .90 cents,1,I am totally sure at 100% confident.,1,Totally sure with a confidence level of 100%.,0.6,I believe that about 60% of people answered correctly.,0.85,"I feel like most people answer these problems right. So, let me say about 85% are correct."
134,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90,0.95,95,0.6,60,0.95,95
135,,1b,BM,0,10,0,10,10 cents,1,0.1,1,0.1,.10 cents,0.5,50%,1,100%,0.6,60%,0.8,80%
136,,2b,PE,0,1,0,1,"The pencil is $1 so the eraser would be $.10 but that can't be right since it states that ""The pencil costs $1 more than the eraser"" so then the eraser would be $-$.90 and the pencil would be $1.",1,0.9,1,0.9,$.90,,"Not at all, because it is a contradicting statement.",0.95,95%,,This time I really don't know.,-0.9,I think about 85-90%. Most people can solve easy addition/subtraction.
137,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.7,70,1,100,0.3,30,0.75,75
138,,1b,BM,0,2.9,0,2.9,"As with the first problem, my answer depends on how one interprets ""together."" If we assume the items would cost $2.90 when bought together - which seems most reasonable, as buying them separately would allow vendors to charge slightly higher prices for each due to transactional convenience - then the calculation is straightforward. Let B equal the cost of the banana; then the magazine will cost B+$2. So the sum of their costs is: B + (B+$2) = $4.90, however this cannot match the total of $2.90 stated above unless there was a printing mistake! We know the real solution is that the difference in the prices of the items must be $0.90 not $2 (so the actual prices are Banana: $1.45, Magazine: $1.45), so if you assumed the initial figure of $2.90 is correct I'm afraid your response won",0,1.1,1,10,"The answer to this problem may depend on the wording or context, so I'd like to clarify: When you say 'together' do you mean that buying each item individually would amount to $1.10, or rather that if one were to buy both items at once the total cost would be $1.10? If it is the latter (the former is clearly impossible), then since the pencil already costs $1 the eraser must be 10 cents. That being said, in most real-world situations, buying two things at once will result in a slight discount as compared to their individual prices - perhaps due to bulk purchase, or bundling by sellers trying to boost sales of less desirable goods (like the eraser). It has been suggested that we can expect such discounts especially when the items being sold have very different values (in terms of the money they cost): see e.g. Hsee, C. K., &",0.015,"My confidence level is quite low here, as the question has two possible interpretations (assuming ""together"" means either concurrently or combined price). If concurrently, my answer stands; but if we consider the items combined then it would seem plausible for them to cost more than $3 given typical retail practices. Furthermore, since I can't determine how other respondents interpreted the prompt, I cannot say what percentage might get it right. Based on the commonality of misconceptions regarding these types of problems (again, see Hsee & Zhang), though, I'd wager that most people will erroneously assume the combined price is being asked about and give an incorrect estimate of around $1.50 each.",0.85,85,-0.2,"I'd guess that maybe only ~15-20% of participants will solve the problem correctly, given the same reasoning issues as before. But without knowing how many were exposed to such problems beforehand, any estimate could be far off base.",0.1,"I think that around 20% of people answered the question correctly (i.e. with the answer '10 cents'), but without knowing what percentage of participants had previously heard/learned about such problems it's hard for me to say with confidence. The misperception regarding these types of problems seems to be well known among researchers in cognitive psychology and decision making (a good overview is given here http://en.wikipedia.org/wiki/Subadditivity_effect )."
139,,1b,BM,0,,0,,"Banana is seventy cents, that's two dollars for the magazine minus the two dollars.",0,,0,,"Eraser costs ten cents, one dollar for pencil and ten cents makes a dollar eleven cents.",0.98,98%,1,100%,0.8,About 80 or so %.,0.95,I would say close to 95%.
140,,1a,PE,0,0.1,0,0.85,$.10 (I originally thought that it was .25 + .85 but then realized that the .85 price for the pencil did not account for a dollar increase).,1,0.9,1,0.9,$.90 (this one was pretty simple so I did not second guess myself).,0.95,"95% (I am relatively certain, unless I misunderstood the problem entirely).",1,100%,0.5,"50%, as a lot of people do not see past the initial assumption.",0.85,"85%, as this question is easier than the first."
141,,1a,PE,0,0.1,0,1.1,The eraser cost .10 cents (or $0.10) and the pencil cost $1.00 ($1 + .10 = $1.10).,1,0.9,1,0.9,$0.90 for the banana.,0.95,I'm 95% certain.,0.7,My confidence is at 70%.,0.9,I believe at least 90%.,0.8,I would say that around 80% of people answered it right.
142,,2b,PE,0,1.05,0,1.05,"The eraser costs five cents and the pencil costs $1.05 (or $1.05). I determined this answer with simple algebra; i.e., by expressing the equation for x as x + x + $.05 = $1.10 and solving for x in terms of dollars and then interpreting the result. This method resulted in x being equal to $0.05 for the eraser, and the total price of both items minus that equals $1.05.",1,0.9,1,0.9,The banana costs $.90 (or $0.9) as we don't usually include cents in an answer if a dollar amount can represent it correctly).,1,"100%. As a professional engineer, I often deal with such problems and am familiar with this type of solution method, which is taught early in algebra classes, as well as used in my daily work.",0.9,"100%. I know that two items whose combined cost is known, and one item's cost is also known, allows me to determine the other item's cost by subtracting its price from the total sum. In this case, I determined that the banana costs $0.90 ($2.90 - $2 = $0.90 or 90 cents), thus am certain of my response.",0.25,"Perhaps no more than 25%. Most might assume that they can divide the cost of one item by the difference between their combined cost, but those who cannot or do not immediately recognize that this results in an improper fraction would likely assume the eraser cost ten cents and thus be incorrect in their thinking. Even those who know they should solve for x and have experience in doing so may not recall exactly why they would do that in this specific case and may also arrive at the wrong answer.",0.9,"90%, but probably many would say higher, assuming that only those who made the mistake of assuming that the banana had to cost either ten or twenty cents will have gotten this incorrect. Most will likely consider those responders simply having ""made arithmetic mistakes."""
143,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.65,I think at least half the participants would solve this correctly if they slow down enough to give it thought. Let’s say 65%.,0.7,"Again, I imagine about 2/3 or maybe even more get this one right. Let’s go with 70%."
144,,1a,PE,0,10,0,10,"I think 10 cents, because if you take one from the pencil then it would equal a dollar, but I am not completely sure.",1,0.9,1,0.9,It's $.90 for the banana.  No thought process necessary.,0.75,"75%, just seems logical, although my initial guess was lower.",1,"100%, no doubt about that.",-0.7,60-70%.,0.9,"Over 90%, because there is only one right answer."
145,,1b,BM,1,0.45,1,0.45,$.45 (This answer requires recognizing the arithmetic sequence of numbers associated with subtracting an increasing amount each time: $2 - $2.45 = -$.45),1,0.1,0,1.1,"$.10 (This answer implies that the price of the eraser has not been changed by adding the pencil's cost; in other words, 10 cents plus $1 remains at $1.10.)",0.93,93,0.98,98,0.6,60,0.5,50
146,,2b,PE,1,0.05,1,0.05,$.05 (this answer is correct),1,90,0,10,"90 cents (because they forgot that the cost of the magazine was included in the total, so the actual cost of the banana should be only 10 cents)",0.95,95% – only missing five percent because there might be another mistake here!,0.6,60%.  I remember the question said “together” but then I thought about what my husband had paid for magazines recently.  So maybe that threw me off.,0.95,About 95%.  It was easier to see how the amounts were distributed between objects this time compared to last time when I wasn’t paying as close of attention to the question.,,Less than half of people probably got it right.  They added instead of subtracted because of confusion with the words “and” and “together”.  It’s a tricky question if someone doesn’t pay careful attention to wording.
147,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.8,80%,0.85,85%,0.01,"Maybe 40-50%. I feel like more people got that wrong than did on the last one because you can only get .10 if you add the pencil to the eraser so people might think it's backwards when it says ""the pencil costs $1 more"".",0.8,"I'm going to guess about 80%, but I could be totally off"
148,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.95,95,0.98,98,0.65,65,0.97,97
149,,2b,PE,0,1,0,1.1,"Let's see... if the pencil costs $1 more, that means the eraser is worth .10.  So $1.00 plus .10 equals $1.10.",1,90,1,0.9,90 cents or .90,0.9,"I feel fairly certain about my answer, so I will say maybe 90%.",1,"I feel very sure, like 100%.  It's pretty straightforward!",0.5,I don't think a lot of people can do basic math these days.  I'll be generous and go with 50%.,0.75,"If they have basic math skills, which most people do, I would say at least 75% would solve it correctly."
150,,1b,BM,0,2,0,0,Let me see...the difference in their prices is $2. So if I subtract that $2 from the magazine price ($2) then we can get the banana price at $2 - $2 = $0.,1,10,0,1.1,The eraser cost 10 cents as it's already included in the initial $1.10.,0.75,"About 75%, although this one feels more difficult.",0.9,90%,0.6,Less than the first question...probably around 60% or so.,-0.9,Around 80-90%.
151,,1b,BM,0,,0,,The banana costs forty cents.,0,,0,,The eraser cost ten cents.,0.9,90,0.9,90,0.7,I think most people get that right so 70%.,0.5,50%
152,,1a,PE,0,0.1,0,1.1,Eraser = .10 cents and Pencil= 1 dollar; Total= $1.10 cents.,1,90,1,90,90 cents,1,100%.,0.99,99%. It seems pretty clear-cut if the previous question was correct.,0.75,I'm assuming most people have the same logic as me so around 75%? Maybe less though... I don't know.,0.75,"Again, probably around 75%. This is still pretty intuitive."
153,,1a,PE,0,0.1,0,1,"Eraser = .10, Pencil = 1.00",1,0.9,1,0.9,Banana costs $.90 cents.,0.95,Confidence level: 95%,1,"I am quite certain I am correct on this one, too - so 100%.",0.3,I would estimate that about 30% of people could solve it without guidance or assistance.,0.65,"This time, perhaps as high as 65% can answer this question without difficulty."
154,,2a,BM,1,0.45,1,0.45,"Banana cost $.45, because if we say the banana costs x then the magazine would be priced as x+2 and given that the total cost is $2.90 we can create following equation: x + (x + 2) = 2.9 => x = .45 or $0.45",1,0.1,1,0.1,Eraser cost $0.10 because if the pencil cost $1 and they together cost $1.10 then eraser should be $0.10,0.95,95%,0.95,95%,0.8,80%,0.75,75%
155,,1b,BM,1,0.45,0,3.45,Banana costs $.45 and Magazine costs $3.45,1,10,1,10,10 cents.,1,100%.,1,100%.,0.9,90%.,0.67,67%.
156,,2b,PE,1,0.05,1,0.05,0.05,1,0.9,1,0.9,0.90,0.85,85,1,100,0.75,75,0.5,50
157,,1b,BM,0,0.15,0,0.15,fifteen cents ($0.15),1,0.1,1,0.1,ten cents ($0.10),0.75,75%,1,100%,0.5,50%,0.9,90%
158,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.75,75%,0.99,99%,0.4,40%,0.5,50%
159,,2a,BM,0,2.5,0,2.9,"The magazine costs $2.50 and the banana costs $.40 because $2.50 (magazine) is $2 more than $.40 (banana), making the total $2.90",0,,0,,"This one doesn't make sense if I interpret it literally -- I know erasers usually aren't that expensive, especially not when included in the price with a pencil. I feel like I'm missing something or the question is wrong, which makes it hard for me to answer with confidence.",1,100%,0.85,"Maybe around 85%, because I don't think it could be right but I've also never seen a question set up this way.",0.6,"I would say less than 20% get this problem right, but most of my friends can solve this so maybe around 60%.",-0.2,"Based on others who have answered aloud, probably only around 15-20% got it correct, if that many."
160,,1b,BM,0,70,0,70,70 cents.,1,0.1,1,0.1,.10 cents (I'm assuming I can purchase each item seperately).,0.8,80%.,0.6,60 %,0.4,40%.,0.5,50%
161,,1b,BM,0,2,0,2.45,"Banana = x; Magazine = x + 2. The total sum should equal $2.90; hence: x + x + 2 = 2.90. After solving for ""x,"" I obtain: x = (2.90 - 2)/2 = .45. So, the banana costs $.45, while the magazine costs $2.45.",1,0.1,0,1.1,"Ten cents ($.10). The first answer was $1, so if the total amount is $1.10, then it's assumed that the remaining cost belongs to the second item.",0.65,"As far as arithmetic is concerned, I am totally confident and give myself 100%. However, when it comes to confidence regarding whether other people can solve this task, I would say about 65% due to various reasons like distractions or misunderstanding some details.",1,I am 100% sure that my response to the last question is correct.,-0.8,"Considering that it's a bit trickier than the previous one, I suppose only around 70-80% could answer it right. It seems pretty straightforward once you start doing calculations, but some might skip them because they feel overconfident about their initial assumptions.",-0.95,"If I assume that people solve such problems as easily as I did, I would say 99%. But if I remember that sometimes my way of thinking might be unusual or uncommon, then I'd reduce it to approximately 85-95% because there might be someone who doesn't consider two items with one price each as two separate purchases."
162,,1b,BM,1,0.45,1,0.45,The banana costs $.45.,1,0.1,1,0.1,The eraser costs $.10.,0.95,I am 95% confident that my answer is correct.,1,I am 100% confident that my answer is correct.,0.8,I think 80% of people would solve this problem correctly.,0.9,I think 90% of people would solve this problem correctly.
163,,2a,BM,1,0.45,0,2.45,"The Banana Costs $.45, The Magazine Costs $2.45",1,0.1,1,0.1,.10 cents.,0.75,75%,0.95,95%,0.85,85%,0.99,"99%, because that's simple addition."
164,,1a,PE,1,0.05,1,0.05,$.05 (this answer was correct),1,0.9,1,0.9,$.90 (this answer was incorrect),0.9,90%,0.7,70%,0.8,80%,0.3,30%
165,,2a,BM,1,0.45,1,0.45,"$.45, because I immediately subtracted the price of the magazine from the total and then divided by two to find out what the banana cost.",1,0.1,0,100,"This is also straightforward--it costs $.10, so obviously 100%.  This question also makes me wonder why the magazine/banana cost more than the pencil/eraser did, when both pairs are functionally equivalent...",1,"100%, this question was straightforward enough that if my first answer was wrong, it would have been due to lack of understanding, rather than calculation error or something.",1,"Again, I am 100% certain, as there was no need for complex calculations beyond basic subtraction.",0.99,"Well, for students I'd say about 75%, since there seems to be some sort of pattern involved that might lead them astray, but for adults with no real bias I can see no reason why any less than 99% wouldn't solve it.",0.98,"Just like before, if people didn't figure this out then they must have been confused by the nature of the question or distracted somehow during their calculation process; otherwise they would get the right answer. So about 98% or so, just because someone somewhere might screw up."
166,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.85,85%,1,100%,0.6,60%,0.9,90%
167,,1a,PE,1,0.05,0,1.05,"Eraser Costs $.05, Pencil costs $1.05. I arrived at this by setting up a simple equation 1 = x + y where x is the eraser cost and y is the pencil cost. Since the pencil costs $1.00 more then you subtract that amount from one which equals negative $.95. So the eraser must be positive $.05, and since the pencil costs $1.05 more, the pencil would cost $1.05.",1,0.9,1,0.9,$.90,0.9,90%. The question seems somewhat confusing due to the wording but it works out so i think i am correct.,1,100% I got the math down just right so no worries with me on this part.,-0.4,25-40 %,-0.75,60-75%
168,,1a,PE,0,0.1,0,0.1,.10 cents,1,0.9,1,0.9,$.90,0.85,85 %,1,100%,0.6,60%,0.75,75%
