Subject,Subject.1,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
106,,2a,BM,0,50,0,0.5,50 cents ($.50),1,0.1,1,0.1,$.10 cents ($.10),1,100%,1,100%,0.5,50%,0.8,80%
107,,1a,PE,1,0.05,1,0.05,$.05 (I'm an accountant),1,0.9,1,0.9,$.90,0.8,80%,0.95,95%,0.001,"I think 90%, since most people will give .10 as the cost for the eraser but some may still get stuck thinking about how it could be possible that something cost only a penny or less",-0.8,I would estimate that around 70-80% got the correct answer because it's still an easy enough question without being too straightforward like the first one
108,,2b,PE,1,0.05,1,0.05,$0.05 for an Eraser,1,0.9,1,0.9,The Banana cost $0.90,0.7,"This is simple addition; $1 + $0.05 = $1.05, but I am still not totally certain so only a 70%.",0.009,"100%. I know that this question was about subtraction, so the banana would be $2.90 - $2 = $0.90.",0.4,This one seems harder than the first. Maybe a little less than half get this one right? About 40%.,0.85,"I think most people solve this problem correctly, so maybe about 95% or 85%"
109,,1b,BM,1,0.45,1,0.45,Banana cost $0.45. You subtract two from the total then divide by 2 to find out the banana cost. This way everyone pays $2 for the magazine and $0.45 for the banana.,1,0.1,1,0.1,The eraser costs $0.10. It may seem like a trick question but it asks for the individual price so its just $0.10.,0.7,I am 70% sure of my answer since math can be tricky depending on how its written or phrased. But if Im doing the calculation properly then its correct.,0.9,I am 90% sure of my answer since sometimes the questions wordings make me confused.,0.02,I believe about 50% of people answered this one wrongly because they divided the $2 difference instead of adding/subtracting it directly which would lead them astray.,0.85,I think about 85% of people will solve it correctly. Some people might overlook that the problem asked for an individual amount and therefore provide an incorrect answer.
110,,1a,PE,0,0.1,0,0.1,.10 cents,1,0.9,1,0.9,$.90 cents,1,100%,1,100%,0.3,30%,0.7,70%
111,,2a,BM,1,45,0,2.45,"Banana costs 45 cents, Magazine costs 2.45 dollars.",0,,0,,Eraser costs ten cents.,0.8,80%,,I am absolutely certain about my answer!,0.65,65%,0.95,"Maybe around 95%, or even higher. It seems like everyone will have gotten it correct after solving the previous question wrong."
112,,2b,PE,1,5,1,5,Eraser is 5 cents,1,90,1,90,90 cents,1,100%,1,100%,0.65,65%,0.75,75%
113,,2b,PE,0,0.55,0,0.55,$.55,1,0.9,1,0.9,$.90,1,100%,1,100%,0.8,80%,0.9,90%
114,,1b,BM,0,10,0,10,10 cents,1,10,1,10,10 cents,1,100%,1,100%,0.75,75%,0.85,85%
115,,1a,PE,0,0.1,0,0.1,Eraser must cost .10 cents.,0,45,0,55,Bananas typically cost about 45 cents - 55 cents so my best guess would be around there.,0.85,85%,0.75,I feel like I could probably give you a more specific answer if you gave me more information about typical banana prices but overall 75%.,0.7,"70%, perhaps a bit lower as many don't have the time or patience to think through it.",0.6,Probably lower than the previous one at about 60%.
116,,2a,BM,1,0.45,1,45,"I think it's $.45 since if you subtract that from 2 you get 1.55 for the magaine, but this can be misleading because it's asking for banana, so it must be 45 cents.",1,10,1,10,10 cents,0.9,90%,0.75,75%,0.35,35%,0.65,65%
117,,1b,BM,1,0.45,1,0.45,"If my arithmetic serves me well, then the banana would be $0.45, but I’m feeling rather uncomfortable with the question... I don’t think my answer is quite right.",1,0.1,1,0.1,$.10,0.6,My confidence has taken a hit...I guess about 60% now that I realize the difficulty.,1,"100%. It’s pretty straightforward, isn’t it?",0.5,Less people will get it right if they approach it like me. I am thinking maybe just 30%...but maybe up to 50% with a bit of thought put into it.,0.85,I assume most adults can solve this. Maybe 85%?
118,,1a,PE,1,0.05,0,1.1,Eraser - $.05 Pencil - $1.05 Total Cost: $1.10,1,0.9,0,2.9,Banana - $.90 Magazine - $2.00 Total Cost: $2.90,1,100,1,100,0.7,"I would think around 70%. Most people I know have some idea on how to solve this problem, but still many will be caught out by the trick and make an incorrect calculation.",-0.9,"It seems pretty straightforward, so I'm going to guess that most people answer it correctly. Maybe 85-90%."
119,,2b,PE,1,0.05,0,1.05,The eraser costs $0.05 and the pencil costs $1.05,1,0.9,1,0.9,The banana costs $0.90,0.5,50%,0.95,95%,0.5,50%,0.65,65%
120,,2a,BM,0,70,0,70,70 cents (calculations below),1,10,1,10,10 cents,0.5,50%,0.98,98%,0.5,50%,0.9,90%
121,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,1,100,0.9,90,0.8,80
122,,2a,BM,1,0.45,0,-2,Banana costs 0.45 dollars (0.95-2),1,0.1,1,0.1,The eraser costs 0.10 dollars.,1,100%,1,100%,0.8,"I believe that most people answer 0.5 or close, so maybe 80% answered it wrong.",0.7,Many people fall into the same trap as with the last question. So let's say 70% answered it wrong.
123,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.83,83%,0.85,85%,0.5,50%,0.7,70%
124,,2b,PE,1,0.05,1,0.05,$0.05,1,0.9,1,0.9,$0.90,0.8,80,0.85,85,0.6,60,0.9,90
125,,1b,BM,1,0.45,1,0.45,$.45. I got the answer by doing simple subtraction.,1,0.1,1,10,0.10 dollars or 10 cents,0.75,"I am about 75 percent sure, but if you asked me to explain my thinking, I would say that I am fairly confident in my mathematical operations.",0.85,85 percent. I am almost positive.,0.0245,Maybe around 60%. I know some people will automatically think that $2.45 is the correct amount because the prices must add up.,0.95,Probably around 95%
126,,2a,BM,0,75,0,75,75 cents,0,,0,,Ten cents.,1,100 percent,,Totally sure.,0.95,I think 95 percent or maybe higher because the question wasn't that difficult but some may have answered too fast.,-0.6,Maybe around 50-60%.  It was pretty simple though so probably higher.
127,,1a,PE,0,0.1,0,1,"Eraser = $0.10, Pencil = $1.00",1,0.9,1,0.9,Banana = $0.90.,,I am totally sure.,,I am totally sure.,0.8,About 80%.,0.8,"At least 60%, but probably more around 70% to 80%."
128,,1a,PE,1,0.05,0,1.1,"Eraser = $.05; Pencil = $.10 + $.05 = $1.05, Total = $.10 + $1.05 = $1.10",1,0.9,0,2.9,"Banana = $.90; Magazine = $2, Total = $.90 + $2 = $2.90",1,100%. I worked out the correct answer.,1,"100%, as long as the information provided is true",0.75,75%; there's enough ambiguity that a lot of people won't solve the problem properly,-1,"98-100%, seems pretty straight forward with only one piece of ambiguous data"
129,,2a,BM,0,0.75,0,0.75,0.75 (answer was correct),1,0.1,1,0.1,.10 (answer was correct),0.85,85,1,100,0.6,60,0.3,30
130,,1a,PE,1,0.05,0,0.65,The eraser would cost $.05; a dollar less than the pencil’s $.65 price.,0,5,0,0.1,"As with the pencil-eraser situation, I suspect at first some responders will add the two amounts for a total of $5, then realize that the total is actually only $4.90.  After considering that the magazine costs twice as much as the banana, I’d surmise that most folks will determine that the banana’s value is $.10; which seems plausible in comparison with other supermarket purchases.",0.95,"I am 95% positive that my answer is correct, although I could be proven wrong if it were found that an additional fee was included for the pencil or eraser.",0.93,"My certainty level has dipped just slightly to 93%; however, again I should emphasize that a minute fee might impact my conclusion.",0.011,"At least 90%, if they thought through both objects without getting hung up on initial misconceptions.  That is, I expect most responders would have realized that two items, each with its own distinct price, must total $1.10, with one costing a dollar more than the other.",0.9,"If they managed to disregard initial miscalculations, perhaps another 90%.  Of course, individual mathematical experiences would certainly skew results one way or the other."
131,,1a,PE,1,0.05,1,0.05,$.05 cents,1,0.9,1,0.9,$.90,0.0095,"90%.  I was pretty sure about this one, but if you subtract .05 from 1.00 then the difference is .95 so maybe there's something wrong in the way the question is written.",1,100%,-0.4,Maybe 30-40%.,-0.9,80-90%.
132,,1a,PE,1,0.05,0,1,"$.05 (The pencil costs $1, so an additional dollar covers both items).",1,0.9,1,0.9,$.90.,0.99,99%,0.02,"84%, or maybe lower. It seems like most people will just subtract 2 to get their answer.  I think there is an equal chance that I am wrong as I am right.",0.75,I would guess 75%.  (The logic may be too subtle for some.),0.5,"50%, due to common misconception."
133,,1a,PE,0,10,0,10,Eraser cost 10 cent (sic).,1,90,1,90,90 cents.,,I'm very sure my answer was right.,,I am extremely certain of my response.,0.011,"Around 60%, many will have an impulse that eraser costs less but may round to nearest coin, or might just say 1 dollar as price of whole set is 1.1 so they might assume that there isn't a gap between prices.",0.001,Close to 90%. The difference of .10 dollars for a banana seems more reasonable than .10 cents.
134,,1b,BM,0,2,0,1.9,Well if the mag is 2 dollars more then that makes the mag $2 and bananas cost about fifty cents so $1.40 plus .50 equals $1.90 which isn't an option so I guess my answer is wrong but that's how I would do it anyway...,0,,0,,"Ten cents because you just gave away one dollar for the pencil, so it only leaves ten cents for the eraser.",0.7,Ummm..I would say 70%. That just didn't make sense at all but it seems logical if you only think about it for two seconds so maybe I'm missing something really obvious here but I can't figure out what that might be.,1,I am 100 percent sure that I answered correctly.,0.5,Less than 50 percent because this one wasn't as straightforward as the last one.,0.85,About 85% probably got it right because they saw through the trick question.
135,,1b,BM,0,2,0,0.9,"It might seem counterintuitive at first, but let me check my math... OK. Here goes. If x represents the price of the banana then $2 = 2.90 -x which means x= .90. That's right! So, the banana costs $0.90 cents.",1,0.1,1,0.1,.10,1,"I was somewhat unsure initially when seeing that the total cost was 2.90 instead of just 2 dollars; however, after checking my math I am completely certain that my answer is correct. Therefore, I would say I am 100% confident.",1,"I am totally sure that I answered the question correctly, so I would say I am 100% sure of my answer.",0.5,"Based on personal experience, many students make errors involving numbers like these, so I'm guessing only about half the people will solve the problem correctly (50%).",0.75,"My guess is that around 75% of people will solve it correctly.  Although, the answer seems too easy or intuitive to be true."
136,,2b,PE,0,0.1,0,0.1,.10,1,0.9,1,0.9,$.90,0.55,55%,0.98,98%,0.5,50%,0.99,99%
137,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90%,0.95,95%,0.6,60%,0.85,85%
138,,1b,BM,0,0.75,0,2.75,The banana costs $0.75 and the magazine costs $2.75.,1,0.1,1,0.1,$0.10,1,100%.,1,100%,0.5,50%,0.8,80%
139,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.85,85%,1,100%,0.75,75%,0.99,99%
140,,1a,PE,0,10,0,1.1,Eraser=10cents; Pencil=$1+10 cents=$1.10.,0,2.9,1,0.9,Banana costs $2.90 - $2 = $0.90.,1,100%.,1,100%.,-0.8,"I would say about 50-80% solve this problem correctly, but many may not have confidence that they are solving it correctly.",,Most will get it correct with no more than a bit of hesitation if they think at all before responding.
141,,1a,PE,1,5,0,105,5 cents for eraser; 105 cents for pencil.,1,90,1,90,90 cents.,0.95,95%.,1,100%.,0.6,"I would estimate that 98% of people know the answer because it's fairly obvious once they hear/read it, but maybe only 60% could come up with it without help.",0.6,"Probably about the same as for the last question...but maybe a little higher. It seems a bit easier, perhaps. So let's say 70%, if that last one was indeed 60%."
142,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,1,100,1,100,0.06,Same as question 6,,I have no idea
143,,2a,BM,1,0.45,0,2,"$.45, this seems low but I did it the way that was suggested in a video (subtracting 2 from the total price).",1,0.1,1,0.1,Eraser costs $.10 cents because I used the same process as the prior question.,0.65,65%,0.75,75%.,0.85,"85%, as it is such a common error.",0.95,95%.
144,,1a,PE,0,10,0,1.1,"10 cents.  If you add a dollar to that, then you get $1.10 for both items.",1,90,0,2,"The banana costs 90 cents because when you subtract $2 for the magazine from the total cost, you arrive at that answer.",0.9,"I am 90 percent sure of my answer because there may be something tricky that I don't see here, but I think it works out pretty well.",1,"I feel very confident; this seems like a straight forward question, so I give myself a rating of 100%.",0.5,"Well, I don't know if they solve it as easily as I do or if they are tricked into thinking that one of those things should be free...I'd say maybe 50 percent of them will come up with the correct solution.  Some may even guess wildly without thinking about it.",0.8,"Again, there might be some who guess randomly and not really think through the situation.  However, many others will probably figure it out correctly.  So, I would guess maybe 80 percent of them got it right."
145,,1b,BM,1,0.45,0,2.9,So then if the magazine costs two more dollars then the banana has to be $.45 cents so that the magazine can be $2.45 cents making both add up to $2.90,1,0.1,0,1,"It still only costs .10 because the pencil costs $1, not $1.00",0.95,95%,0.85,85%,-0.45,30-45% depending on education,0.75,I would say that 75% or more solved it correctly
146,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,1,100,0.45,45,0.85,85
147,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90%,0.9,90%,0.45,45%,0.75,75%
148,,2b,PE,1,0.05,1,0.05,$.05 (answer form),1,0.9,1,0.9,$.90 (answer form),0.98,98% (answer form),0.8,80% (answer form),0.6,60% (answer form),0.45,45% (answer form)
149,,2b,PE,1,5,0,1.1,"5 cents. If a pencil is $1 dollar more expensive than an eraser then a pencil would be $1 and eraser would be 50 cents which summed with a 60 cent eraser makes 110 cents, which equals to $1.10.",1,90,0,2.9,"90 cents, because the banana is 2 dollars cheaper than the magazine and total price of both items is $2.90",1,100%,1,100%,0.011,At least half of them I assume. It’s still fairly simple but some people may not subtract $1 from $1.10 first which seems natural for me,0.85,"85% or so, I think most people could easily solve that one"
150,,1b,BM,0,,0,,Twenty-five cents.,0,,0,,Ten cents.,0.8,80%,0.9,90%,0.7,I’m thinking maybe 60 or 70%.,1,I think 100%.
151,,1b,BM,1,0.45,1,0.45,$.45 ($.20 + $2 = $2.20 so then $2.90 - $2.20 = $.70 / 2 = $.35 or $.40 but that would make me less certain on my previous answer so I assume $2.90 - $2 = $.90/2 = $.45),1,0.1,0,1,$.10 (I assumed the $1 was for the pencil),0.75,75%,1,100%,0.0135,60% (I don't think there is enough information for many people to solve it. Many people will likely just guess $1.45. Also some might have thought it was $1.35 but decided to round up to an even dollar value),0.9,90% (I'm assuming everyone understands that I only subtracted the price of the pencil.)
152,,1a,PE,0,0.9,0,1.1,".90 cents, because I did the subtraction as 1-.10 and didn't consider that there were other price options that would add up to $1.10.",1,90,1,90,"Correctly answers 90 cents, since this question was presented after he had already considered his error in previous question.",0.9,"90%.  After some consideration I do realize I could have done different calculations to get this answer, but am pretty confident with my initial one.",1,"100%, as long as we can assume that these items cost full dollar increments.  If they don't then there is no way to tell.",0.5,About 50%.  There has been many studies conducted where simple math questions like this have stumped a lot of adults and children due to misinterpretation or thinking the question requires complex thinking.,0.75,I would guess around 75%.  Most adults who can add single digits should get this answer pretty easily and quickly once they figure out what information is given for each item.
153,,1a,PE,0,0.1,0,1.1,"Eraser = .10 cents, Pencil = $1.00, totaling up to $1.10.",1,0.9,1,0.9,Banana = .90 cents,1,100%,1,100%,0.8,"I think many will get it wrong initially because most would immediately assume that if the pencil costs $1 more then each must cost at least half that amount and so end up choosing something like $.60 for the pencil and $.30 for the eraser, or something else similar that also totals up to $1.10 but which adds the dollar to the wrong item. Therefore, some may only get this on reconsideration when they realize their mistake. But those who understand the logic would find it easier and quickly arrive at the right answer. So while many might have gotten it wrong initially, there is still enough understanding available around us for them to re-examine and come up with the right answer. I think about 80%.",0.5,"I am not sure, perhaps less than 50% will be able to solve this correctly, as most will assume the items must have prices in whole dollars, like $1.50 for the magazine, so that they can add the total amount remaining after deducting the magazine cost, which they know to be $2. Only those who look beyond such preconceptions may realize that it is possible for any item here to cost less than a dollar. Those with some mathematical sophistication would find it easier too because they might remember their lessons on how fractions/decimals can work. So even if many could get this right, still not more than 50%."
154,,2a,BM,1,0.45,1,0.45,"$.45. Magazines usually cost a little more then a dollar, so it would make sense for the magazine to be around two dollars if that were true. That leaves fifty cents left over, which makes sense because they said the magazine is two dollars more than the banana. So it only makes sense that the banana would cost forty five cents in this situation. I don't really know how else you would get it unless it was by mistake or something. I just tried adding them up and got twenty nine cents as well as one dollar ninety cents, neither of those were correct.",0,,0,,"Ten cents. That's what it says right there on the screen, one dollar minus ten cents equals ninety cents which leaves just ten cents left over after subtracting the price of the pencil from the total amount. It's all laid out very clearly so there shouldn't be any confusion here unless someone doesn't know how to do basic arithmetic or thinks this is another trick question. But i think most people will get this one too.",1,100% confident that my answer is correct. If there is any other possible answer that isn't what I gave then someone will have to explain it to me and prove it to be true before i change my mind. I could see where someone might think it was a trick question or something though but its actually pretty easy to figure out.,1,100%. I feel pretty certain that my answer is correct based on everything i just explained. If there was any other possible solution then someone would need to explain it to me before i changed my mind but until then i'm sticking with this one because its what makes sense given the information provided.,,Probably around half maybe a little more. I mean it seems like everyone should get it if they aren't thinking about something weird or making an obvious mistake with math but then again some people probably will and that's why i said half or so because honestly i couldn't tell you for sure whether most people are going to solve it or not because sometimes even really simple questions can trip people up for whatever reason.,0.95,Probably like 95% or so because it really is a pretty easy question once you look at it and see how simple the math is. Like i said earlier sometimes even really simple questions can trip people up for whatever reason but i think most people who take the time to actually read what it says should have no problem getting this one right.
155,,1b,BM,0,30,0,1,30 cents for the banana (costs less than 1 dollar).  I can’t figure out how many times I had to do mental math for this question because of all those times I got it wrong!,1,10,1,10,10 cents (thinking about a whole dollar),0.95,95%,1,100%,0.7,70%,0.8,80% (I was thinking of people who may have answered too quickly)
156,,2b,PE,1,0.05,0,1.05,"Eraser 0.05 cents, Pencil 1.05 dollars",1,0.9,1,0.9,0.90,0.8,80%,1,100%,0.1,10%,0.5,50%
157,,1b,BM,0,2.65,0,2.65,Twenty-five cents for the banana and $2.65 for the magazine.,0,,0,,Ten cents,,Completely sure.,,I am very sure.,0.7,I think most will get it right. Maybe about 70%,0.98,"I believe that nearly all adults know this answer, so around 98%."
158,,2a,BM,1,0.45,1,0.45,"$.45 (this question is a classic example of framing bias, since one can get caught up in trying to find a 'reasonable' answer that fits into everyday life instead of just doing basic algebra).",1,0.1,1,0.1,$.10 (no trickery involved here... just basic arithmetic).,0.75,75,0.9,"90%.  There was more confidence on this one than in the previous answer, though not as much as before, because it could be easily overlooked or calculated incorrectly even with the same simple arithmetic.",0.25,I think less than half got it right (entered 25%),,More people would get it right for this question since there's no trickery like the banana/magazine example earlier on.
159,,2a,BM,0,65,0,65,65 cents,1,10,1,10,10 cents,0.85,85,1,100,0.7,70,0.65,65
160,,1b,BM,0,2.5,0,2.9,"The magazine costs $2.50 and the banana costs $0.40, because $0.40 + $2.50 = $2.90, as was requested.",1,10,1,10,10 cents.,0.7,70%.,1,100%.,0.5,50%.,0.9,90%.
161,,1b,BM,0,2,0,2.9,"The key word here is 'more'.  That implies an additive relationship between two numbers (i.e., if a > b, then a = b + c for some nonnegative number c).  So the price of the magazine must be 2 + p, where p is the cost of the banana.  Since their sum is \$2.90, we can solve for p.",0,1,1,0.1,"It would make more sense to answer this if I knew how big the pencil was, or the eraser, so we can see the ratio.  If we assume that their costs directly correlate to their size (i.e. the price of one equals its proportion of the total) then the pencil should be \$1 and the eraser \$0.10.  However, a store owner might have any reason for assigning those values, and it's difficult to guess what they might be.  If we go by what the question asks, without further context, then the eraser costs \$0.10.",1,"100%.  Once you realize that there's an additive relationship being described, it becomes simple algebra.",0.95,95%,,"This question has fewer intuition-based pitfalls than the first, but I still wouldn't be surprised if less than half of respondents got it right on first pass.",-0.5,"25-50%.  Even among mathematicians, I wouldn't be surprised if less than half of them got this right on first pass.  The way most math is taught emphasizes symbolic manipulation over reasoning about physical quantities, so most of us have never been trained to think in these terms."
162,,1b,BM,1,0.45,1,0.45,0.45,1,0.1,1,0.1,0.10,0.5,50%,0.95,95%,0.35,35%,0.85,85%
163,,2a,BM,1,0.45,0,0.9,"$.45. I got that by taking $2 away from $2.90, giving me .90, then dividing that into two equal parts.",1,0.1,1,0.1,"$.10 cents. The pencil is priced at $1 and the total price is $1.10, which leaves the eraser at $.10 cents.",0.97,97%. That's as close as I can get on my laptop keypad. I wouldn't be so sure if this were multiple choice and there was a trick answer!,0.001,"93% . My logic seems correct and I'm fairly certain the answer is indeed $.10 cents, but there is always room for error.",0.55,"About 85% of college educated adults would probably solve it right, but only about 60% of middle school kids who have been studying algebra might be able to solve it. So let me say an average of 72.5%. But for this survey, since you said ""people"" I don't really know... Maybe only about 55%, if that many take it!",0.85,College educated adults would get it right easily enough... Maybe 85% overall?
164,,1a,PE,1,0.05,0,1.1,"Eraser cost $.05, Pencil cost $.10+$.05 = $1.05 for total cost of $1.10.",1,0.9,0,1,Banana costs $0.90 to make the total cost $2.90 and match the price difference with the previous problem where the pencil was $1 more than the eraser.,0.8,80%.,0.75,75%.,0.01,30% or less since most responders get it wrong and think the answer is $.10 for the eraser and $1.00 for the pencil.,0.7,"Around 65% - 70%, but still less than half because some may see two different prices as irrelevant to each other instead of being comparable."
165,,2a,BM,1,0.45,1,0.45,"$0.45, because the difference between $2.90 (the total) and the price of the magazine ($2.45) is $0.45 which would be the cost of the banana.",0,1.1,1,0.1,"Here I would say that this question suffers from ambiguity; if we're to interpret 'together' as ""if purchased together"" then yes the total cost is $1.10 but if each item was priced separately there would be no reason for them to add up to such an amount. For instance, one could just buy an eraser elsewhere or already own another - so they wouldn't necessarily need to pay extra for it when buying a pencil. As such, without more context regarding pricing methodology I can only estimate that the eraser probably costs somewhere between $0.01 (if sold individually) and $1.09 (if bought with the pencil). However if forced to provide a single definitive answer under current conditions, I would suggest $0.10 which seems most reasonable considering typical prices for such items.",0.75,"75% because while I believe my answer to be correct, I'd have to physically verify it at a store in order to ensure complete certainty.",0.65,"65%, because while I feel my reasoning here is sound, the lack of clear information leaves me somewhat uncertain about exact pricing.",0.8,"Maybe as low as 40% based on how many people might blindly accept $0.45 as their answer without thinking through the logic, and up to about 80% for those who consider all possible answers before selecting one.",0.5,"Given its inherent ambiguity, maybe as low as 20% depending on whether people accept the premise or question it further. Perhaps up to 50% for those who consider alternate possibilities but still settle on an answer rather than abstain."
166,,2a,BM,1,0.45,1,0.45,"$.45, because if I subtract it from the $.95 total for the banana/magazine price difference, this results in a $.45 value.",1,0.1,1,0.1,"The eraser costs $.10. This is because if I take the total price of the items, which is $1.10, and subtract the cost of the pencil ($1), it results in the cost for just the eraser being $.10.",0.0045,100% confident that the banana would be $.45 with the above reasoning.,1,"I am 100% certain about my answer, again using the method described earlier in order to determine the solution for the cost of the eraser.",-0.7,"At least half to three quarters of people who solve the question correctly should get the banana's cost at $.45 since they have used the correct logic in solving this problem, but those who do not follow that line of thought could potentially be misguided by incorrectly assuming that the $2 cost difference includes the cost of the banana as well. Based on these considerations, I would say that maybe around 60-70% of people will answer it correctly.",-0.9,"Given how simple this question is relative to the previous one and its directness in solving for the cost of the eraser by following basic arithmetic, I would venture that at least 85-90% of people should be able to correctly solve this problem."
167,,1a,PE,0,1,0,1,"The pencil cost $1 and the eraser would be 10 cents but the problem stated that the pencil is $1 more than the eraser so then it makes more sense if we think, that the difference between 10cents (eraser) and $1(pencil) is equal to a dollar, hence, there is an error in the wording of the problem.",1,90,1,90,Banana cost 90cents,0.98,"98%. It is just about basic arithmetic which I am fairly confident about, except when errors are present as was the case here with the phrase ""one more than"" which is where most people go wrong.",0.009,"I feel highly confident that my answer is correct because I did the calculation in my head. The price of the magazine plus the banana gives me $2.90 so if you remove $2 then we have .90cents left for the banana, simple enough maths.",-0.75,"Around 70-75%, excluding those who don't understand English or the question itself due to cultural issues.",0.8,Over 80%. I think many more will get this one right than wrong since it doesn't contain any misleading information like the previous question did.
168,,1a,PE,1,0.05,0,1.1,"Eraser costs 0.05, and the pencil then costs $1.05 making total $1.10 correct.",1,0.9,1,0.9,Bananas cost 0.90. That was even easier to solve!,0.85,I am about 85% certain that I answered this correctly because I'm human.,0.99,I am about 99% certain that I answered this correctly because of simple addition.,0.75,I suspect around 75%. It is easy for most people unless they don't think about the answer before doing math or if they didn't get enough sleep.,0.99,"Almost certainly 99% or higher would get it right. Again, the answer is just adding two numbers."
169,,1a,PE,0,0.1,0,1.1,"Eraser: .10, Pencil = (.10 + 1) = 1.10",0,2.9,1,0.9,Banana = $2.90 - $2 = .90,1,100,1,100,0.5,50,0.8,80
170,,1b,BM,0,,0,,Fifty cents,0,,0,,Ten cents,1,100%,0.95,95%,0.85,85%,0.75,75%
171,,2a,BM,1,0.45,1,0.45,0.45,1,0.1,1,0.1,0.1,0.85,85%,0.75,75%,0.5,50%,0.5,50%
172,,2b,PE,1,0.05,1,0.05,I will say it costs $.05 because if the pencil costs $1 then eraser is $1 - $1.10 = -$.10 which is impossible so maybe $.05 or less like %.01 but since I did not get that answer I rounded up to $.05,1,0.9,1,0.9,$.90,0.0001,"I feel quite certain now with the extra time to think it over. If I had to give a guess, I’d still give myself about an 85%. I’m not going to go through every possible option like I did before, I’m just going to stick with my gut feeling. It feels right and that is why I am choosing .05 instead of .01",0.95,"I am %95 sure about it, however there might be a little mistake but as far as I know it should be correct.",0.25,%25,0.75,I would say %65 - %75
173,,2b,PE,0,1.1,0,1.1,"This is a trick question, right? Let me see. Eraser has to be cheaper so I can add one dollar and pay a total of $1.10 for both items. That means it has to cost $.10 and the pencil must therefore cost $1.00 because it's a buck more. The two values will sum up to the correct value of $1.10. Is this correct?",1,0.9,1,0.9,.90 cents or $0.90 (I converted it.),0.95,"Well, now that you tell me that it isn’t a trick question after all, I am very confident about the answer. I feel confident putting my certainty at around 95%. I thought it was too simple a calculation for being correct!",0.009,100%. I used my brain's calculator and determined the answer was $0.90.,0.85,"Since it doesn't seem like there were any tricks here, I'd say 75% to 85% of people should be able to solve this.",0.8,"80%, if not higher. It seems like an easy enough question, but then again, there are plenty of folks that get thrown by misdirection."
174,,1a,PE,1,0.05,0,1.05,"Eraser = $0.05, Pencil = $1.05",1,0.9,1,0.9,Banana = $0.90,,I'm pretty sure.,,Totally sure!,0.8,"80% or more, but many just don't think deeply enough about it.",0.95,I think at least 95%. But some may not be able to do calculations easily.
175,,1a,PE,1,0.05,1,0.05,"0.05 dollars because the eraser cost a dime, so 1 minus .10 equals .05. I knew that right away it just seemed obvious to me!",1,0.9,0,2.9,"0.90 cents, duh. Because 2 plus .90 is equal to 2.90. That one was easy!",0.9,90% - I know there's a chance I could be wrong but I feel very secure about my answer. It makes perfect sense when I think about it.,0.9,90% again - Just because the problems were similar doesn't mean that my confidence changes any. I'm sure other people can solve them as easily too.,0.5,"50% - Maybe even less. Most people wouldn't know off hand, and would have to guess or figure it out. But then they still might make mistakes on the calculations. I don't know for certain though.",0.75,"At least 75% - It seems pretty straightforward. And most people have at least some basic math knowledge so they should get this question correct. Again, I could be wrong but that's what I think."
176,,1a,PE,0,10,0,1.1,"Eraser costs 10 cents, pencil costs $1.10",1,90,1,90,Banana costs 90 cents,0.9,90%,0.7,70%,0.4,40%,0.6,60%
177,,1b,BM,0,2,1,0.45,"Let B represent the price of the banana. That means the price of the magazine is B+$2. When added together they equal $2.90, right? Therefore, B+($2+B)=$2.90, which simplifies down to 2B=$0.90, dividing by 2 yields B=$0.45 for the banana, correct?",1,0.1,1,0.1,"Erasers cost $0.10 each. So, if I subtract what the pencil cost from the total ($1), the remaining amount would be $0.10 for an additional eraser (or just a single eraser that was originally $0.10).",0.7,"Given my answer above, I’m around 70% certain.",0.85,I’d give it about 85%. There’s always a chance there could have been some kind of miscommunication.,0.25,"It really all depends on their ability to understand that there could be multiple ways to figure out the solution. There will always be some who give up after failing to solve it with one method or approach, so maybe just 25%.",0.6,60%. Maybe even more. It depends on whether or not the question was presented clearly enough so as to avoid misunderstanding.
178,,2b,PE,0,0.1,0,1.1,"Let me work on that…if the pencil costs a dollar more then the eraser, the eraser must be $.10 and the pencil therefore is $1.10. But that can’t possibly be right because you said they were together worth $1.10…you know what? Forget it. This doesn't make sense so never mind.",1,0.9,1,0.9,$.90 cents,,Zero. Nonexistent. Null set confidence.,1,100%. I did the math right there!,0.05,"Based on my own experience here, probably less than 5%.  Maybe even zero.  I think most folks get frustrated like I did and give up on that one.",0.9,"Well, since they only ask for one answer per participant I’d imagine that most everyone who answered this question got it right…so maybe about 90% or more of all participants got this correct."
