Subject,Group,Age,Gender,StandardProblem,CBType,StandardAcc,StandardResp,ControlAcc,ControlResp,StandardRT,ControlRT,StandardConfidence,ControlConfidence,StandardOpinion,ControlOpinion,StandardRecall,ControlRecall,StandardMC,ControlMC,LogStandardRT,LogControlRT,LogRTdiff,Confdiff,Opindiff,temp
195,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.7
196,LLM_L2WVU70,22,Female,PE,1a,0,0.1,1,0.9,,,0.75,0.65,0.8,0.75,,,,,,,,0.1,0.05,0.9
197,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.9,0.9,0.84,0.84,,,,,,,,0,0,1
198,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.8,0.6,0.7,,,,,,,,0.1,-0.1,0.3
199,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.95,1,0.8,1,,,,,,,,-0.05,-0.2,0.5
200,LLM_L2WVU70,22,Male,PE,1a,0,0.55,1,0.9,,,0.95,0.73,0.48,0.86,,,,,,,,0.22,-0.38,0.6
201,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.98,1,0.85,0.7,,,,,,,,-0.02,0.15,0.7
202,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.8,0.95,0.74,0.93,,,,,,,,-0.15,-0.19,0.9
203,LLM_L2WVU70,22,Male,PE,1a,0,0.5,0,0.8,,,0.9,1,0.4,0.75,,,,,,,,-0.1,-0.35,1
204,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.3
205,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.5
206,LLM_L2WVU70,22,Female,PE,1a,0,0.55,1,0.9,,,0.98,0.8,0.6,0.4,,,,,,,,0.18,0.2,0.6
207,LLM_L2WVU70,22,Female,PE,1a,0,0.1,1,0.9,,,0.9,0.8,0.5,0.6,,,,,,,,0.1,-0.1,0.7
208,LLM_L2WVU70,22,Female,PE,1a,0,50,1,90,,,0.8,0.65,0.4,0.7,,,,,,,,0.15,-0.3,0.9
209,LLM_L2WVU70,22,Female,PE,1a,0,6,0,40,,,0.78,0.7,0.35,0.5,,,,,,,,0.08,-0.15,1
210,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.8,0.7,0.6,,,,,,,,0.1,0.1,0.3
211,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.8,1,0.67,0.93,,,,,,,,-0.2,-0.26,0.5
212,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.6
213,LLM_L2WVU70,22,Male,PE,1a,0,0.55,1,0.9,,,0.9,0.84,0.7,0.67,,,,,,,,0.06,0.03,0.7
214,LLM_L2WVU70,22,Male,PE,1a,0,0.55,1,0.9,,,0.83,0.77,0.69,0.4,,,,,,,,0.06,0.29,0.9
215,LLM_L2WVU70,22,Male,PE,1a,0,,1,0.9,,,0.8,0.73,0.56,0.74,,,,,,,,0.07,-0.18,1
216,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.3
217,LLM_L2WVU70,22,Female,PE,1a,0,0.55,1,0.9,,,0.95,0.7,0.8,0.65,,,,,,,,0.25,0.15,0.5
218,LLM_L2WVU70,22,Female,PE,1a,0,,1,0.9,,,0.5,0.8,0.3,0.7,,,,,,,,-0.3,-0.4,0.6
219,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.8,0.75,0.6,,,,,,,,0.1,0.15,0.7
220,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.7,0.8,0.6,0.6,,,,,,,,-0.1,0,0.9
221,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,1,0.6,0.7,,,,,,,,-0.2,-0.1,1
222,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.3
223,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.6,0.8,,,,,,,,0.2,-0.2,0.5
224,LLM_L2WVU70,22,Male,PE,1a,0,0.55,1,0.9,,,0.7,0.8,0.3,0.6,,,,,,,,-0.1,-0.3,0.6
225,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.75,0.6,0.4,,,,,,,,0.05,0.2,0.7
226,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.68,0.42,0.7,0.3,,,,,,,,0.26,0.4,0.9
227,LLM_L2WVU70,22,Male,PE,1a,0,,0,,,,0.8,0.65,0.75,0.3,,,,,,,,0.15,0.45,1
228,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.3
229,LLM_L2WVU70,22,Female,PE,1a,0,,1,0.9,,,0.5,1,0.6,1,,,,,,,,-0.5,-0.4,0.5
230,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.67,0.88,0.43,0.81,,,,,,,,-0.21,-0.38,0.6
231,LLM_L2WVU70,22,Female,PE,1a,1,5,0,60,,,0.8,0.7,0.8,0.75,,,,,,,,0.1,0.05,0.7
232,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.35,0.7,0.95,0.6,,,,,,,,-0.35,0.35,0.9
233,LLM_L2WVU70,22,Female,PE,1a,0,1.55,1,0.9,,,0.87,0.93,0.46,0.95,,,,,,,,-0.06,-0.49,1
234,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.3
235,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.9,0.9,0.8,0.75,,,,,,,,0,0.05,0.5
236,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.97,0.98,0.3,0.6,,,,,,,,-0.01,-0.3,0.6
237,LLM_L2WVU70,22,Male,PE,1a,0,1.9,1,90,,,0.7,0.8,0.5,0.6,,,,,,,,-0.1,-0.1,0.7
238,LLM_L2WVU70,22,Male,PE,1a,1,0.05,0,0.6,,,0.7,0.8,0.98,0.93,,,,,,,,-0.1,0.05,0.9
239,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.7,0.6,0.85,0.45,,,,,,,,0.1,0.4,1
240,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.1
241,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.2
242,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.8,0.7,0.6,,,,,,,,0.1,0.1,0.3
243,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.3,,,,,,,,0.1,0.3,0.4
244,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.3,,,,,,,,0.2,0.4,0.5
245,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.6
246,LLM_L2WVU70,22,Female,PE,1a,0,,1,0.9,,,0,0.8,0.5,0.7,,,,,,,,-0.8,-0.2,0.7
247,LLM_L2WVU70,22,Female,PE,1a,0,0.55,1,0.9,,,0.45,0.8,0.73,0.75,,,,,,,,-0.35,-0.02,0.8
248,LLM_L2WVU70,22,Female,PE,1a,0,0.59,1,90,,,0.75,0.8,0.6,0.8,,,,,,,,-0.05,-0.2,0.9
249,LLM_L2WVU70,22,Female,PE,1a,0,0.15,1,0.9,,,0.85,0.74,0.93,0.68,,,,,,,,0.11,0.25,1
250,LLM_L2WVU70,22,Female,PE,1a,0,0.5,0,20,,,0.3,0.1,0.76,0.85,,,,,,,,0.2,-0.09,1.6
251,LLM_L2WVU70,22,Female,PE,1a,0,3,0,95,,,0.74,0.55,,,,,,,,,,0.19,,3.2
252,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.1
253,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.8,0.6,0.7,,,,,,,,0.1,-0.1,0.2
254,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.3
255,LLM_L2WVU70,22,Male,PE,1a,0,1.55,0,2,,,0.85,0.65,0.73,0.47,,,,,,,,0.2,0.26,0.4
256,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.5
257,LLM_L2WVU70,22,Male,PE,1a,0,0.55,1,0.9,,,0.9,0.8,0.7,0.6,,,,,,,,0.1,0.1,0.6
258,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.98,0.96,0.75,0.9,,,,,,,,0.02,-0.15,0.7
259,LLM_L2WVU70,22,Male,PE,1a,0,50,1,90,,,0.9,0.85,0.65,0.94,,,,,,,,0.05,-0.29,0.8
260,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.6,0.7,0.9,0.85,,,,,,,,-0.1,0.05,0.9
261,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,1
262,LLM_L2WVU70,22,Male,PE,1a,0,0.55,1,0.9,,,0.98,0.94,0.97,0.0096,,,,,,,,0.04,0.9604,1.6
263,LLM_L2WVU70,22,Male,PE,1a,0,8,0,480,,,0.2,0.7,7.74,0.91,,,,,,,,-0.5,6.83,3.2
264,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.1
265,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.2
266,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.7,0.6,0.8,0.4,,,,,,,,0.1,0.4,0.3
267,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.8,0.7,0.6,,,,,,,,0.1,0.1,0.4
268,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.95,0.97,0.8,0.93,,,,,,,,-0.02,-0.13,0.5
269,LLM_L2WVU70,22,Female,PE,1a,0,,1,0.9,,,0.75,0.8,0.6,0.8,,,,,,,,-0.05,-0.2,0.6
270,LLM_L2WVU70,22,Female,PE,1a,0,,1,0.9,,,0.5,0.8,0.64,0.73,,,,,,,,-0.3,-0.09,0.7
271,LLM_L2WVU70,22,Female,PE,1a,0,,1,0.9,,,0,0.8,0.5,0.9,,,,,,,,-0.8,-0.4,0.8
272,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.6,0.8,0.6,0.8,,,,,,,,-0.2,-0.2,0.9
273,LLM_L2WVU70,22,Female,PE,1a,0,35,0,70,,,0.9,0.8,0.85,0.6,,,,,,,,0.1,0.25,1
274,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.4,0.85,0.35,0.7,,,,,,,,-0.45,-0.35,1.6
275,LLM_L2WVU70,22,Female,PE,1a,0,,0,,,,-1,,-1,-1,,,,,,,,,0,3.2
276,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.1
277,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.2
278,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.3
279,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.75,0.6,0.8,0.4,,,,,,,,0.15,0.4,0.4
280,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.5,0.7,,,,,,,,0.2,-0.2,0.5
281,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.9,0.8,0.67,0.43,,,,,,,,0.1,0.24,0.6
282,LLM_L2WVU70,22,Male,PE,1a,0,0.55,1,0.9,,,0.65,0.7,0.98,0.94,,,,,,,,-0.05,0.04,0.7
283,LLM_L2WVU70,22,Male,PE,1a,0,2.3,0,1.55,,,1,0.7,0.55,0.45,,,,,,,,0.3,0.1,0.8
284,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,1,0.8,0.5,0.75,,,,,,,,0.2,-0.25,0.9
285,LLM_L2WVU70,22,Male,PE,1a,0,0.55,1,0.9,,,0.8,0.93,0.7,0.9,,,,,,,,-0.13,-0.2,1
286,LLM_L2WVU70,22,Male,PE,1a,0,4,1,0.9,,,0.75,0.87,0.93,0.98,,,,,,,,-0.12,-0.05,1.6
287,LLM_L2WVU70,22,Male,PE,1a,0,80,0,6,,,,,,,,,,,,,,,,3.2
288,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.1
289,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.2
290,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.7,0.9,0.6,,,,,,,,0.1,0.3,0.3
291,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.7,0.9,0.6,,,,,,,,0.1,0.3,0.4
292,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.8,0.7,0.6,,,,,,,,0.1,0.1,0.5
293,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.8,0.7,0.6,0.3,,,,,,,,0.1,0.3,0.6
294,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.64,0.68,0.78,0.83,,,,,,,,-0.04,-0.05,0.7
295,LLM_L2WVU70,22,Female,PE,1a,0,,1,90,,,0.5,0.7,0.4,0.8,,,,,,,,-0.2,-0.4,0.8
296,LLM_L2WVU70,22,Female,PE,1a,1,5,0,40,,,0.8,0.8,0.9,0.75,,,,,,,,0,0.15,0.9
297,LLM_L2WVU70,22,Female,PE,1a,0,0.55,1,0.9,,,0.4,0.8,0.8,0.7,,,,,,,,-0.4,0.1,1
298,LLM_L2WVU70,22,Female,PE,1a,0,0.1,0,0.1,,,0.65,0.7,0.4,0.68,,,,,,,,-0.05,-0.28,1.6
299,LLM_L2WVU70,22,Female,PE,1a,0,,0,,,,,,,,,,,,,,,,,3.2
300,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.1
301,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.2
302,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.98,0.96,0.7,0.8,,,,,,,,0.02,-0.1,0.3
303,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.4
304,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.6,0.8,0.7,,,,,,,,0.3,0.1,0.5
305,LLM_L2WVU70,22,Male,PE,1a,0,,1,0.9,,,0.34,0.87,0.56,0.92,,,,,,,,-0.53,-0.36,0.6
306,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.7
307,LLM_L2WVU70,22,Male,PE,1a,0,0.55,1,0.9,,,0.8,0.9,0.65,0.73,,,,,,,,-0.1,-0.08,0.8
308,LLM_L2WVU70,22,Male,PE,1a,0,6,1,90,,,0.75,0.8,0.8,0.8,,,,,,,,-0.05,0,0.9
309,LLM_L2WVU70,22,Male,PE,1a,0,,0,0.75,,,0,1,0.8,1,,,,,,,,-1,-0.2,1
310,LLM_L2WVU70,22,Male,PE,1a,0,35,1,90,,,0.6,0.63,0.78,0.84,,,,,,,,-0.03,-0.06,1.6
311,LLM_L2WVU70,22,Male,PE,1a,0,6,1,0.9,,,0.84,1,0.65,0.79,,,,,,,,-0.16,-0.14,3.2
312,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.8,0.7,0.6,,,,,,,,0.1,0.1,0.1
313,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.2
314,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.9,0.8,0.7,0.6,,,,,,,,0.1,0.1,0.3
315,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.6,0.9,0.7,,,,,,,,0.2,0.2,0.4
316,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.8,0.4,0.6,,,,,,,,0,-0.2,0.5
317,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.75,0.93,0.68,0.94,,,,,,,,-0.18,-0.26,0.6
318,LLM_L2WVU70,22,Female,PE,1a,0,0.55,0,0.8,,,0.75,0.9,0.6,0.8,,,,,,,,-0.15,-0.2,0.7
319,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.8,0.7,0.6,,,,,,,,0.1,0.1,0.8
320,LLM_L2WVU70,22,Female,PE,1a,0,0.6,1,0.9,,,0.4,0.8,0.5,0.7,,,,,,,,-0.4,-0.2,0.9
321,LLM_L2WVU70,22,Female,PE,1a,0,50,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,1
322,LLM_L2WVU70,22,Female,PE,1a,0,15,1,90,,,0.7,0.85,0.4,0.6,,,,,,,,-0.15,-0.2,1.6
323,LLM_L2WVU70,22,Female,PE,1a,0,1,0,50,,,0.96,0.31,0.74,0.68,,,,,,,,0.65,0.06,3.2
324,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.1
325,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.2
326,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.3
327,LLM_L2WVU70,22,Male,PE,1a,0,0.55,1,0.9,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.4
328,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.97,0.94,0.83,0.76,,,,,,,,0.03,0.07,0.5
329,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.6
330,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.7
331,LLM_L2WVU70,22,Male,PE,1a,1,5,0,40,,,0.9,0.75,0.85,0.6,,,,,,,,0.15,0.25,0.8
332,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.84,0.95,0.67,0.93,,,,,,,,-0.11,-0.26,0.9
333,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.35,0.4,,,,,,,,0.2,-0.05,1
334,LLM_L2WVU70,22,Male,PE,1a,1,5,0,,,,1,0.5,0.9,0.6,,,,,,,,0.5,0.3,1.6
335,LLM_L2WVU70,22,Male,PE,1a,0,3,0,0.5,,,-0.65,0.01,0.02,0.04,,,,,,,,-0.66,-0.02,3.2
336,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.1
337,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.2
338,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.6,0.8,0.7,0.8,,,,,,,,-0.2,-0.1,0.3
339,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.6,0.75,0.4,,,,,,,,0.2,0.35,0.4
340,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.8,0.6,0.7,,,,,,,,0.1,-0.1,0.5
341,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.96,0.74,0.83,0.6,,,,,,,,0.22,0.23,0.6
342,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.67,0.83,0.8,0.75,,,,,,,,-0.16,0.05,0.7
343,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.7,0.8,0.4,0.6,,,,,,,,-0.1,-0.2,0.8
344,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.6,0.8,0.7,,,,,,,,0.3,0.1,0.9
345,LLM_L2WVU70,22,Female,PE,1a,0,,1,0.9,,,0.5,0.75,0.8,0.6,,,,,,,,-0.25,0.2,1
346,LLM_L2WVU70,22,Female,PE,1a,0,,0,4,,,0.9,,0.8,,,,,,,,,,,1.6
347,LLM_L2WVU70,22,Female,PE,1a,0,6,1,0.9,,,0.947,0.39,0.0052,,,,,,,,,0.557,,3.2
348,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.1
349,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.2
350,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.9,0.8,0.7,,,,,,,,0,0.1,0.3
351,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.4
352,LLM_L2WVU70,22,Male,PE,1a,0,,0,,,,0.5,0.6,0.3,0.4,,,,,,,,-0.1,-0.1,0.5
353,LLM_L2WVU70,22,Male,PE,1a,0,0.55,1,0.9,,,0.7,0.8,0.36,0.48,,,,,,,,-0.1,-0.12,0.6
354,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.8,0.6,0.7,,,,,,,,0.1,-0.1,0.7
355,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.75,0.4,,,,,,,,0.2,0.35,0.8
356,LLM_L2WVU70,22,Male,PE,1a,1,5,0,40,,,0.9,0.75,0.8,0.6,,,,,,,,0.15,0.2,0.9
357,LLM_L2WVU70,22,Male,PE,1a,0,1.5,1,0.9,,,0.8,0.75,0.6,0.45,,,,,,,,0.05,0.15,1
358,LLM_L2WVU70,22,Male,PE,1a,0,49,0,43,,,0.58,0.78,0.6,0.88,,,,,,,,-0.2,-0.28,1.6
359,LLM_L2WVU70,22,Male,PE,1a,0,0.7,0,1,,,0.062,,0.9,,,,,,,,,,,3.2
360,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.1
361,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.8,0.7,0.6,,,,,,,,0.1,0.1,0.2
362,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.8,0.6,0.7,,,,,,,,0.1,-0.1,0.3
363,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.75,0.8,0.75,,,,,,,,0.15,0.05,0.4
364,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.5
365,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.8,0.6,0.75,0.4,,,,,,,,0.2,0.35,0.6
366,LLM_L2WVU70,22,Female,PE,1a,0,0.1,1,0.9,,,0.85,0.9,0.75,0.9,,,,,,,,-0.05,-0.15,0.7
367,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.9,0.8,0.6,0.7,,,,,,,,0.1,-0.1,0.8
368,LLM_L2WVU70,22,Female,PE,1a,0,0.5,0,0.7,,,0.8,0.6,0.9,0.4,,,,,,,,0.2,0.5,0.9
369,LLM_L2WVU70,22,Female,PE,1a,0,0.55,1,0.9,,,0.99,0.96,0.8,0.75,,,,,,,,0.03,0.05,1
370,LLM_L2WVU70,22,Female,PE,1a,0,9,1,90,,,1,0.55,0.34,0.85,,,,,,,,0.45,-0.51,1.6
371,LLM_L2WVU70,22,Female,PE,1a,1,0.05,0,0.45,,,0.75,0.78,0.4,0.72,,,,,,,,-0.03,-0.32,3.2
372,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.1
373,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2,0.2
374,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.8,0.75,0.6,0.45,,,,,,,,0.05,0.15,0.3
375,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.7,0.6,0.8,0.4,,,,,,,,0.1,0.4,0.4
376,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.8,0.7,0.9,0.6,,,,,,,,0.1,0.3,0.5
377,LLM_L2WVU70,22,Male,PE,1a,0,0.5,0,0.3,,,0.7,0.7,0.8,0.6,,,,,,,,0,0.2,0.6
378,LLM_L2WVU70,22,Male,PE,1a,0,0.55,1,0.9,,,0.9,0.8,0.7,0.4,,,,,,,,0.1,0.3,0.7
379,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.65,,,,,,,,0.2,0.15,0.8
380,LLM_L2WVU70,22,Male,PE,1a,0,1.65,1,0.9,,,0.9,1,0.85,0.95,,,,,,,,-0.1,-0.1,0.9
381,LLM_L2WVU70,22,Male,PE,1a,0,0.1,1,0.9,,,0.85,0.99,0.65,0.95,,,,,,,,-0.14,-0.3,1
382,LLM_L2WVU70,22,Male,PE,1a,1,5,1,0.9,,,0.8,0.65,0.87,0.74,,,,,,,,0.15,0.13,1.6
383,LLM_L2WVU70,22,Male,PE,1a,0,0.8,0,,,,0.24,0.49,0.46,0.33,,,,,,,,-0.25,0.13,3.2
384,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.1
385,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.2
386,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2,0.3
387,LLM_L2WVU70,22,Female,PE,1a,0,0.5,1,0.9,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3,0.4
388,LLM_L2WVU70,22,Female,PE,1a,0,60,1,90,,,0.85,0.9,0.75,0.9,,,,,,,,-0.05,-0.15,0.5
389,LLM_L2WVU70,22,Female,PE,1a,1,5,0,40,,,0.75,0.8,0.3,0.6,,,,,,,,-0.05,-0.3,0.6
390,LLM_L2WVU70,22,Female,PE,1a,0,1.5,1,90,,,0.7,0.8,0.65,0.7,,,,,,,,-0.1,-0.05,0.7
391,LLM_L2WVU70,22,Female,PE,1a,1,5,1,90,,,0.65,0.78,0.43,0.51,,,,,,,,-0.13,-0.08,0.8
