Subject,CB,Q1num,Q1str,Conf1num,Conf1str,Opin1num,Opin1str,Q2num,Q2str,Conf2num,Conf2str,Opin2num,Opin2str
142,1a,0.55,0.55,80,80%,93,93%,0.9,0.90,60,60%,70,70%
143,1a,0.5,$0.50,64,64%,80,80%,0.9,$0.90,73,73%,90,90%
144,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
145,1a,1.5,"Eraser = $0.5, Pencil = $1.5",78,78%,65,65%,0.9,Banana = $0.90,94,94%,83,83%
146,1a,0.5,$0.50,70,70%,84,84%,0.6,$0.60,90,90%,93,93%
147,1a,,I have no idea,50,50,75,75,0.9,$0.90,85,85,95,95
148,1a,,I don't know.,30,30%,58,58%,0.9,I think the answer is $0.90.,74,74%,64,64%
149,1a,15,15 cents,93,93%,68,68%,90,90 cents,85,85%,74,74%
150,1a,5,5 cents,80,80%,60,60%,90,90 cents,70,70%,40,40%
151,1a,5,5 cents,80,80%,60,60%,90,90 cents,70,70%,40,40%
152,1a,5,5 cents,80,80%,60,60%,90,90 cents,70,70%,30,30%
153,1a,0.1,The eraser costs $0.10.,85,I am 85% confident.,60,I think 60% would solve it correctly.,0.9,The banana costs $0.90,80,I am 80% confident.,75,I think 75% would solve it correctly.
154,1a,5,5 cents,98,98%,55,55%,90,90 cents,76,76%,45,45%
155,1a,5,5 cents,95,95%,63,63%,90,90 cents,85,85%,80,80%
156,1a,0.5,$0.50,90,90%,80,80%,0.9,$0.90,70,70%,60,60%
157,1a,5,5 cents,78,78%,64,64%,90,90 cents,83,83%,70,70%
158,1a,5,5 cents,100,100%,60,60%,90,90 cents,70,70%,40,40%
159,1a,5,Answer: 5 cents,85,85%,79,79%,40,Answer: 40 cents,90,90%,86,86%
160,1a,1.55,Eraser costs $0.55 and pencil costs $1.55,80,80%,70,70%,0.9,Banana costs $0.90,100,100%,100,100%
161,1a,50,50 cents,87,87%,60,60%,40,40 cents,86,86%,55,55%
162,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
163,1a,0.5,$0.50,80,80%,70,70%,0.9,$0.90,60,60%,40,40%
164,1a,5,5 cents,85,85%,75,75%,90,90 cents,65,65%,40,40%
165,1a,0.45,$0.45,75,75,60,60,0.9,$0.90,80,80,80,80
166,1a,0.1,$0.10,90,90%,50,50%,0.9,$0.90,70,70%,40,40%
167,1a,0.95,"(Pencil=$1.10, Eraser=$.95)",80,80%,60,60%,2.4,"(Magazine=$.50, Banana=$2.40)",30,30%,20,20%
168,1a,0.5,$0.50,80,80%,60,60%,0.9,$0.90,70,70%,40,40%
169,1a,5,5 cents,70,70%,80,80%,90,90 cents,60,60%,70,70%
170,1a,5,5 cents,86,86,93,93,90,90 cents,74,74,77,77
171,1a,5,5 cents,80,80%,40,40%,90,90 cents,70,70%,60,60%
172,1a,5,5 cents,80,80%,30,30%,40,40 cents,60,60%,70,70%
173,1a,5,5 cents.,90,90%.,70,70%.,90,90 cents.,80,80%.,60,60%.
174,1a,5,5 cents,90,90%,70,70%,90,90 cents,80,80%,60,60%
175,1a,5,5 cents,80,80 percent,70,70 percent,40,40 cents,60,60 percent,30,30 percent
176,1a,0.5,0.50,90,90,80,80,0.9,0.90,70,70,60,60
177,1a,0.5,$0.5,95,95,80,80,0.9,$0.9,95,95,85,85
178,1a,5,5 cents,74,74%,92,92%,60,60 cents,83,83%,90,90%
179,1a,0.5,$0.50,100,100%,90,90%,0.9,$0.90,100,100%,80,80%
180,1a,5,5 cents,70,70%,80,80%,90,90 cents,60,60%,40,40%
181,1a,5,5 cents,80,80%,40,40%,90,90 cents,60,60%,70,70%
182,1a,0.55,$0.55,95,95%,80,80%,0.9,$0.90,95,95%,75,75%
183,1a,0.5,$0.50,75,75,60,60,0.9,$0.90,85,85,75,75
184,1a,0.45,$0.45,87,87%,96,96%,0.9,$0.9,100,100%,97,97%
185,1a,9,9 cents,83,83,74,74,90,90 cents,75,75,66,66
186,1a,0.5,$0.50,80,80%,60,60%,0.9,$0.90,70,70%,40,40%
187,1a,5,5 cents,90,90%,80,80%,90,90 cents,60,60%,70,70%
188,1a,0.5,$0.50,80,80%,65,65%,0.9,$0.90,90,90%,70,70%
189,1a,9,9 cents,75,75 percent,40,40 percent,90,90 cents,80,80 percent,85,85 percent
190,1a,0.5,$0.5,85,85,60,60,0.9,$0.90,70,70,40,40
191,1a,5,5 cents,90,90%,80,80%,60,60 cents,95,95%,70,70%
192,1a,5,5 cents,80,80%,75,75%,90,90 cents,60,60%,40,40%
193,1a,5,5 cents,60,60%,40,40%,90,90 cents,80,80%,70,70%
194,1a,,"I don’t know, it doesn’t say how much the pencil costs.",50,50%,65,65%,0.9,$0.90,80,80%,70,70%
195,1a,5,5 cents,90,90 %,80,80 %,90,90 cents,70,70 %,60,60 %
196,1a,0.1,$0.10,75,75%,80,80%,0.9,$0.90,65,65%,75,75%
197,1a,0.5,The eraser costs $0.50,90,90,84,84%,0.9,The banana costs $0.90,90,90,84,84%
198,1a,5,5 cents,90,90%,60,60%,90,90 cents,80,80%,70,70%
199,1a,0.5,$0.50,95,95%,80,80%,0.9,$0.90,100,100%,100,100%
200,1a,0.55,$0.55,95,95,48,48,0.9,$0.90,73,73,86,86
201,1a,0.5,"The eraser costs $.50, because the difference between the price of a pencil and an eraser is $1, so if the pencil costs $1.50 then the eraser must be $.50.",98,98%,85,"I'm guessing that about 85% percent of people will solve this problem correctly, but it's difficult for me to say since I haven't seen others' responses.",0.9,The banana costs $.90.,100,100%,70,"Based on my experience, I think most people should be able to get this question right, so maybe around 70%."
202,1a,0.5,$0.50,80,80%,74,74%,0.9,$0.90,95,95%,93,93%
203,1a,0.5,$0.50,90,90%,40,40%,0.8,$0.80,100,100%,75,75%
204,1a,0.5,$0.50,80,80%,60,60%,0.9,$0.90,70,70%,40,40%
205,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
206,1a,0.55,$0.55,98,98%,60,60%,0.9,$0.90,80,80%,40,40%
207,1a,0.1,The eraser costs $.10.,90,I'm 90% sure my answer is correct.,50,I think about 50% of people will get it right.,0.9,The banana costs $.90,80,I'm 80% sure my answer is correct.,60,I think about 60% of people will get it right.
208,1a,50,50 cents,80,80 percent,40,40 percent,90,90 cents,65,65 percent,70,70 percent
209,1a,6,6 cents,78,78%,35,35%,40,40 cents,70,70%,50,50%
210,1a,5,5 cents,90,90%,70,70%,90,90 cents,80,80%,60,60%
211,1a,0.5,$0.50,80,80%,67,67%,0.9,$0.90,100,100%,93,93%
212,1a,5,5 cents,80,80%,60,60%,90,90 cents,70,70%,40,40%
213,1a,0.55,Eraser costs $0.55,90,90%,70,70%,0.9,Banana costs $0.90,84,84%,67,67%
214,1a,0.55,Eraser costs: $0.55,83,83,69,69,0.9,Banana costs: $0.90,77,77,40,40
215,1a,,"The pencil costs a dollar, therefore the eraser would have to be ten cents.",80,[80],56,[56],0.9,The banana would cost $0.90.,73,[73],74,[74]
216,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
217,1a,0.55,Eraser costs $0.55,95,95%,80,80%,0.9,Banana costs $0.90,70,70%,65,65%
218,1a,,"I’m not sure, but it sounds like a trick question.",50,50%,30,30%,0.9,0.90 cents,80,80%,70,70%
219,1a,5,5 cents,90,90%,75,75%,90,90 cents,80,80%,60,60%
220,1a,0.5,.50,70,70,60,60,0.9,.90,80,80,60,60
221,1a,5,5 cents,80,80%,60,60%,90,90 cents,100,100%,70,70%
222,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
223,1a,5,5 cents,90,90%,60,60%,90,90 cents,70,70%,80,80%
224,1a,0.55,$0.55,70,70%,30,30%,0.9,$0.90,80,80%,60,60%
225,1a,5,5 cents,80,80%,60,60%,90,90 cents,75,75%,40,40%
226,1a,5,5 cents,68,68%,70,70%,90,90 cents,42,42%,30,30%
227,1a,,It cannot be determined from this information,80,80%,75,75%,,Cannot be determined from this information,65,65%,30,30%
228,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
229,1a,,I don't know,50,50%,60,60%,0.9,$0.90,100,100%,100,100%
230,1a,0.5,0.50,67,67,43,43,0.9,0.90,88,88,81,81
231,1a,5,5 cents,80,80 percent,80,80 percent,60,60 cents,70,70 percent,75,75 percent
232,1a,5,I think it's 5 cents.,35,35%,95,95%,90,90 cents.,70,70%,60,60%
233,1a,1.55,"Eraser = $0.55, Pencil = $1.55",87,87%,46,46%,0.9,Banana = $0.90,93,93%,95,95%
234,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
235,1a,0.5,$0.50,90,90,80,80,0.9,$0.90,90,90,75,75
236,1a,5,Eraser costs 5 cents.,97,97%,30,30%,90,Banana costs 90 cents.,98,98%,60,60%
237,1a,1.9,"Eraser costs 90 cents, pencil costs $1.90",70,70%,50,50%,90,Banana costs 90 cents,80,80%,60,60%
238,1a,0.05,$0.05,70,70%,98,98%,0.6,$0.60,80,80%,93,93%
239,1a,0.5,"I'm not very good at solving math problems, so I will rely on my gut feeling. My answer would be $0.5.",70,Around 70%.,85,85%.,0.9,$0.9.,60,60%.,45,45%.
240,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
241,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
242,1a,5,5 cents,90,90%,70,70%,90,90 cents,80,80%,60,60%
243,1a,5,5 cents,80,80%,60,60%,90,90 cents,70,70%,30,30%
244,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,30,30%
245,1a,0.5,$0.50,90,90%,80,80%,0.9,$0.90,70,70%,60,60%
246,1a,,I don't know/don't want to answer.,0,0,50,50,0.9,0.90,80,80,70,70
247,1a,0.55,0.55,45,45,73,73,0.9,0.90,80,80,75,75
248,1a,0.59,.59 cents,75,75,60,60,90,90 cents,80,80,80,80
249,1a,0.15,$0.15,85,85%,93,93%,0.9,$0.90,74,74%,68,68%
250,1a,0.5,0.5 cents.,30,30%,76,76%,20,I know the correct answer but do not remember now because I think that's something I had learned at school many years ago. Maybe the cost should be similar to $0.9. Not really confident though. 20%.,10,10%,85,"Around 80-95%, maybe. I guess people use addition when the two things are very close, like here. But maybe the result is around 1$ or so if you try with smaller values as well. 85%."
251,1a,3,3 cents? Nope,74,74,,About half,95,Is that right? I feel like you might have given me the wrong amount because no bananas cost 95 or less cents in US grocery stores so far as I know? ¯\_(ツ)_/¯,55,55,,A hundred because everyone except apparently myself knows where to buy super-cheap fruit?? ¯\_(ツ)_/¯
252,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
253,1a,5,5 cents,90,90%,60,60%,90,90 cents,80,80%,70,70%
254,1a,5,5 cents,80,80%,60,60%,90,90 cents,70,70%,40,40%
255,1a,1.55,"Eraser = $.55, Pencil = $1.55",85,85%,73,73%,2,"Banana = $.90, Magazine = $2",65,65%,47,47%
256,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
257,1a,0.55,0.55 cents,90,90%,70,70%,0.9,0.90 cents,80,80%,60,60%
258,1a,0.5,$0.50,98,98,75,75,0.9,$0.90,96,96,90,90
259,1a,50,50 cents,90,90%,65,65%,90,90 cents,85,85%,94,94%
260,1a,5,I think it's 5 cents,60,60%,90,90%,90,I think it's 90 cents,70,70%,85,85%
261,1a,0.5,Eraser = $.50,80,80%,60,60%,0.9,Banana = $.90,70,70%,40,40%
262,1a,0.55,"Let p equal the cost of a pencil and e equal the cost of an eraser.  Therefore, 1.10 = p - e + p + e or 2p - 2e = 1.10 or p = .55 and e = 0.55 or e=$0.55",98,98%,97,I believe around %97 have answered correctly,0.9,The magazine costs $2 so $2.90 - $2 is $.90 and $.90 for the banana,94,94%,0.96,It's a fairly straightforward question. Maybe about %.96 know this solution
263,1a,8,"(60, no change) 794 milliseconds 8",20,(20),774,(25%) 774 ms,480,"(380, change from previous, to 25 cents; 480ms)",70,(70),91,(91)
264,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
265,1a,5,5 cents,80,80%,60,60%,90,90 cents,70,70%,40,40%
266,1a,5,5 cents,70,70%,80,80%,90,90 cents,60,60%,40,40%
267,1a,5,5 cents,90,90%,70,70%,90,90 cents,80,80%,60,60%
268,1a,5,5 cents,95,95%,80,80%,90,90 cents,97,97%,93,93%
269,1a,,"I don't know, but it seems like a good deal!",75,75%,60,60%,0.9,$0.90,80,80%,80,80%
270,1a,,I don't know,50,50%,64,64%,0.9,$0.90,80,80%,73,73%
271,1a,,Hmm... I don't know how to solve this problem.,0,0%,50,50%,0.9,"Oh, umm.. I guess $0.90?",80,80%,90,90%
272,1a,0.5,$.50,60,60%,60,60%,0.9,$.90,80,80%,80,80%
273,1a,35,35 cents.,90,I'm about 90% sure,85,About 85%.,70,70 cents.,80,I feel like I'm 80% correct with this answer.,60,I think only about 60% get it right
274,1a,0.5,I have a rough idea but not really sure. Eraser might be about .40 cents or .50 cent at most.,40,40%,35,It is really difficult. Many people give up after thinking for some time so around 35%.,0.9,Well the answer should be $0.9.,85,I am very sure. Let's say 85%.,70,Should be close to 70 percent. I know many students will find this one difficult as well.
275,1a,,(Enter your response here and below.) $ . cents,-100,___ % (between 0-100),-100,___ % (between 0-100),,$  dollars,,__ %,-100,__% (between 0 -100)
276,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
277,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
278,1a,5,5 cents,80,80%,60,60%,90,90 cents,70,70%,40,40%
279,1a,5,5 cents,75,75%,80,80%,90,90 cents,60,60%,40,40%
280,1a,5,5 cents,80,80%,50,50%,90,90 cents,60,60%,70,70%
281,1a,0.5,$0.5,90,90%,67,67%,0.9,$0.9,80,80%,43,43%
282,1a,0.55,I would say that the eraser costs $0.55,65,65,98,98,0.9,I think the banana costs $0.90,70,70,94,94
283,1a,2.3,"(a) Eraser = 50 cents, Pencil = $1.50; (b) Eraser = 45 cents, Pencil = $1.55; (c) Eraser = 60 cents, Pencil = $1.70; (d) Eraser = 80 cents, Pencil = $2.30",100,(a) 80%; (b) 60%; (c) 90%; (d) 100%,55,55%,1.55,(a) Banana = 35 cents; (b) Banana = 60 cents; (c) Banana = 95 cents; (d) Banana = $1.55,70,(a) 80%; (b) 70%; (c) 75%; (d) 70%,45,45%
284,1a,5,5 cents,100,100%,50,50%,90,90 cents,80,80%,75,75%
285,1a,0.55,$0.55,80,80,70,70,0.9,$0.90,93,93,90,90
286,1a,4,"$5 for pencil, then $4 eraser?",75,75%,93,93%,0.9,"Magazine - $2, Banana - $.90?",87,87%,98,98%
287,1a,80,"(pauses) I guess fifty cents ($0.50)? Nope. Maybe it’s thirty cents? Ah! I got confused for a minute; that’d be 80 cents? Is this like one of those brain puzzles? But then shouldn't one plus five, you know what i mean…? Sorry let me rephrase: So basically they would both cost a dollar and ten cents.",,Eighty percent or something,,"Thirty? (I have no clue.) Um, ninety maybe...",6,"What does a magazine and a banana even have in common with each other? Why would these questions just pop up out of nowhere without being prefaced as a series of brain teasers. They remind me so much of this TV show episode of Grey's Anatomy where they put on these puzzle competitions during meetings, kind of reminiscent. Uh.. Anyway yeah the first thought that comes to my head is seventy five cents (thirty plus two) since 29-75 equals two hundred right? Wait though maybe like there’d be like tax added? Is that what it is... Like thirty plus the fifty for some random fee added… And twenty is like what 6%? I should probably calculate things out... Yeah I feel like 6 percent because you get more when the base increases as well which would mean it'll also make sense for the difference of their values in terms of currency also not equal",,"Ninety, close to a hundred. It’s really similar to the last question… I do remember learning something like this in algebra? Nope it was trig; you had like all sorts of different types of equations so then I could easily find missing measurements/values etc., given all that you just have to know or rather understand and see like how and where stuff fits with everything else to answer. The questions now make so much sense and connect the dots between math concepts like solving word problems using systems of linear equation which I've been working on these past couple months as part of my calculus class requirements… It feels a bit like déjà vu in that regard..",,Like ninety five I’d say but even more since people should definitely recognize patterns from their math experiences too if they take math regularly...
288,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
289,1a,0.5,$0.50,80,80%,70,70%,0.9,$0.90,60,60%,40,40%
290,1a,5,5 cents,80,80%,90,90%,90,90 cents,70,70%,60,60%
291,1a,5,5 cents,80,80%,90,90%,90,90 cents,70,70%,60,60%
292,1a,5,5 cents,90,90%,70,70%,90,90 cents,80,80%,60,60%
293,1a,0.5,$0.50,80,80%,60,60%,0.9,$0.90,70,70%,30,30%
294,1a,0.5,$0.50,64,64,78,78,0.9,$0.90,68,68,83,83
295,1a,,Can’t tell from what you gave me.,50,50%,40,40%,90,I think it would be 90 cents.,70,70%.,80,80%.
296,1a,5,5 cents,80,80 percent,90,90 percent,40,40 cents,80,80 percent,75,75 percent
297,1a,0.55,0.55 cents,40,40%,80,80%,0.9,0.90 cents,80,80%,70,70%
298,1a,0.1,The eraser costs $.10,65,65%,40,40%,0.1,The banana costs $.10,70,70%,68,68%
299,1a,,[blank],,[blank],,[blank],,[blank],,[blank],,[blank]
300,1a,5,5 cents,80,80%,60,60%,90,90 cents,70,70%,40,40%
301,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
302,1a,5,5 cents,98,98%,70,70%,90,90 cents,96,96%,80,80%
303,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
304,1a,5,5 cents,90,90%,80,80%,90,90 cents,60,60%,70,70%
305,1a,,I don't know,34,34,56,56,0.9,$0.90,87,87,92,92
306,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
307,1a,0.55,$0.55,80,80%,65,65%,0.9,$0.90,90,90%,73,73%
308,1a,6,6 cents,75,75%,80,80%,90,90 cents,80,80%,80,80%
309,1a,,I can't remember,0,0%,80,80%,0.75,$0.75,100,100%,100,100%
310,1a,35,35 cents,60,60%,78,78%,90,90 cents,63,63%,84,84%
311,1a,6,6,84,84,65,65,0.9,0.90,100,100,79,79
312,1a,5,5 cents,90,90%,70,70%,90,90 cents,80,80%,60,60%
313,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
314,1a,0.5,$0.50,90,90%,70,70%,0.9,$0.90,80,80%,60,60%
315,1a,5,5 cents,80,80%,90,90%,90,90 cents,60,60%,70,70%
316,1a,5,5 cents,80,80%,40,40%,90,90 cents,80,80%,60,60%
317,1a,5,5 cents,75,75%,68,68%,90,90 cents,93,93%,94,94%
318,1a,0.55,$0.55,75,75%,60,60%,0.8,$0.80,90,90%,80,80%
319,1a,5,5 cents,90,90 percent,70,70 percent,90,90 cents,80,80 percent,60,60 percent
320,1a,0.6,I think it's $0.50? (correct answer = $0.60),40,"Umm, maybe like... 40%?",50,Maybe 50%?,0.9,"Well, the difference is clearly $0.90 so the banana must be $0.90.",80,"Like I said, the difference between $2 and $2.90 is pretty obvious so I guess I'm about 80%.",70,Probably around 70%.
321,1a,50,50 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
322,1a,15,15 cents,70,70,40,40,90,90 cents,85,85,60,60
323,1a,1,1,96,96,74,74,50,50,31,31,68,68
324,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
325,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
326,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
327,1a,0.55,"I'm not sure, but it seems that the answer should be $0.55.",80,80%,60,60%,0.9,It should be $0.90.,70,70%,40,40%
328,1a,0.5,$0.50,97,97%,83,83%,0.9,$0.90,94,94%,76,76%
329,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
330,1a,5,5 cents,80,80%,60,60%,90,90 cents,70,70%,40,40%
331,1a,5,5 cents,90,90%,85,85%,40,40 cents,75,75%,60,60%
332,1a,5,5 cents,84,84,67,67,90,90 cents,95,95,93,93
333,1a,5,5 cents,80,80%,35,35%,90,90 cents,60,60%,40,40%
334,1a,5,"I think about this problem, write down some calculations and finally arrive at the solution that it costs 5 cents.",100,100 %,90,90 %,,I don't have enough time and information yet to solve this task without getting distracted.,50,50 %,60,60 %
335,1a,3,Answer is: Rs3 (The logic in question and solution provided),-65,"Answer: I have chosen 70%. I didn’t want it to be high so as not to seem that it was too certain, as it can turn out there were alternative paths/shortcuts that may also result into answer correctly or differently. There is an implicit factor that if my logical assumptions (for eg 10-65% confidence that assumptions made are true while answering, though they seemed logically true and probable given circumstances at time) are false (which has not been factored out directly in this process to begin with since no details provided or hinted on other scenarios than what is asked/given) would change entire process of calculating and results arrived and conclusion drawn about decision-making (and hence could potentially mislead into wrongly interpreting decision making in different context in other experiments as compared with reality of scenario). Since assumptions here have been accepted to begin calculations which would also form an indirect contributing aspect leading towards decisions taken, so its inclusion",2,"Here 2 methods I could guess exist for solution 55=2a+b ;(since pen= pencil). One, is dividing into factors for one solution and adding/subtracting other numbers and variables involved into formula like eraser=pen-a. If a correct set/combination exists then formula for finding value would solve equation for any particular factor. The second way being more logical I thought should lead to conclusion would be to use deductions using trial and error basis method which many seem untrained or don't prefer over using calculators(if required after trying to calculate by pen on paper too first) to solve complex equations with many variable terms or large/inconsistent number sets, or they wouldn’t reach correct results through direct formulas(since only method i considered directly for finding result without rechecking multiple options after first successful calculation through first formula attempt) as possible too (to avoid spending excessive time for experiment",0.5,Ans:$0.5,1,"Answ:75%. Because I might make mathematical calculation errors despite getting concept/solving idea logically (since my math background is comparatively lower level for higher levels involved). So 65-75 range feels ok if answer has logical consistency based in context with provided factors like assumption/estimate that eraser cannot go more than few rupees as assumed cost compared to pen since 1ruppess erasers don't exist anymore, though its existence/survival cannot be deducted fully for current markets, considering past times(thus affecting pricing) but I thought can't give a precise guess at all or no assumptions either as factors while trying. Another assumption could possibly have been added (such as branded products or standard selling prices which also factor into consumer's buying and willingness to buy and company manufacturing, promotional pricings at different places and sales rates affected over seasons etc and affect",4,"Here another possibility existed that 2 pencils may cost total $4, instead of just adding pennies directly to cost value by just counting rupees or riddling and estimating how far less amount should I subtract the additional cost which would increase proportionate cost price compared to both individual and total together price compared to costs on both when multiplied/add"
336,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
337,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
338,1a,5,5 cents,60,60%,70,70%,90,90 cents,80,80%,80,80%
339,1a,5,5 cents,80,80%,75,75%,90,90 cents,60,60%,40,40%
340,1a,5,5 cents,90,90%,60,60%,90,90 cents,80,80%,70,70%
341,1a,5,5 cents,96,96%,83,83%,90,90 cents,74,74%,60,60%
342,1a,5,5 cents,67,67%,80,80%,90,90 cents,83,83%,75,75%
343,1a,5,The eraser would be 5 cents?,70,70%,40,40%,90,The banana would cost 90 cents?,80,80%,60,60%
344,1a,5,5 cents,90,90%,80,80%,90,90 cents,60,60%,70,70%
345,1a,,"I think about it for a moment, then say “I’m not sure.”",50,50%,80,80%.,0.9,.90,75,75%,60,60%.
346,1a,,(Thinking). I don’t know…I just don’t do that kinda stuff,90,"I think…90%. Because, it can be really close. But…the whole “one costs one dollar more”…yeah…I think so.",80,"Not sure if they would say exactly as many cents the pencil costs more but…I mean like at least 80%, if that’s allowed",4,So there were 3 things…A penny and 4 other coins equal a quarter…Ok so the penny is equal to two of those and the quarter must also include a nickel...wait…what is a dime again? Ohhh yeah the dime. Ummm…so two nickels make…haha I feel ridiculous now,,"I have an idea, so that I won't make silly errors. There will always be at least some part of an answer",,Most of us know how much each of these items worth individually but then combine them with another math question to see how well we handle it
347,1a,6,6 cents. I don' a understand how else the price could break down?! Puzzled.. But this just feels right so whatever I have faith in my abilities ;),94.7,"Not sure what that even means to me in this case since I think i know but if Im asked the price of things usually, Im totally lost on that front but in other areas (ex relationships) yes quite assured so im gonna go w that. But I like math though so... Maybe Im overthinking it! 94.7%",0.52,Um probably low lol. They say a little about something and then come up with all these big statements which is odd... but that makes sense actually so nevermind. Ok. Going with.52%,0.9,Banana. $o.90 . But why do i care? Are you going to start paying me by piece and telling me not enough?? Ugh this is hard too and i have trouble keeping up.. Sorry Im rushing and need some fresh air :/ sorry.,39,Like maybe 39%... If u r serious? It has felt kinda fun at moments though like just letting ur mind play w a bit... :) This seems kinda wrong somehow.. I don't trust it.. Not good.. :(,,Ugh i feel so dumb here... They have like totally broken me lol .. They know what they are doing but why!??? :*( No idea actually for percent but feeling more like a fail these days. Um gonna say ok go on but will quit if they come w anything about the weather :'( Sorry!!! Just don get the point!!
348,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
349,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
350,1a,5,5 cents,90,90%,80,80%,90,90 cents,90,90%,70,70%
351,1a,5,5 cents,90,90%,80,80%,90,90 cents,70,70%,60,60%
352,1a,,I don't know,50,50,30,30,,I don't know,60,60,40,40
353,1a,0.55,$0.55,70,70%,36,36%,0.9,$0.90,80,80%,48,48%
354,1a,5,5 cents,90,90,60,60,90,90 cents,80,80,70,70
355,1a,5,5 cents,80,80%,75,75%,90,90 cents,60,60%,40,40%
356,1a,5,5 cents,90,90%,80,80%,40,40 cents,75,75%,60,60%
357,1a,1.5,"Eraser costs $0.50, therefore Pencil costs $1.50.",80,I am 80% sure that my answer is correct.,60,I think 60% people got the answer right.,0.9,Banana costs $0.90.,75,I'm 75% certain about my answer.,45,Approximately 45% of people who took this survey would get the right answer to this question.
358,1a,49,49 cents,58,58,60,60,43,43 cents,78,78,88,88
359,1a,0.7,"It’s easy. First assume eraser costs 95c, then pencil will be (1.1 - 95/2). It comes out to 65c but since pencils always have round cents amounts on them I go for the first digit and divide 70 c by it giving me (0.98 c / 40 =) ~ 0.2 c left which fits 53 so 55 + (6 - 30 / (7 * 6)) would mean pen costs about (2.668, eraser ~ (2.2 - 3/2)), that comes very close! So a total value will be approx (2.6 - 1 =) ~1 dollar. Answer: pen: $0.67, rubber: $0.43 ($0.7)",6.2,"Very confident at this stage (almost sure) 75%, if the problem wasn't formulated that well it wouldn't bother me :) It also took longer to calculate due the small details like cents but they just fit. But maybe I should still use the previous approximation when looking deeper... The whole equation looked good so can leave everything but add (3c). (70 - 50(2)/2/6 -3). 6.2",90,"They might need a paper or better screen but otherwise most should get similar results... Saying at least (5)%. 90+, depending on language used there are small variations (for Russian speakers) or cultural differences as seen here: https://www.ted.com/talks/juliana_scherena/transcript",1,Assuming 91 c for apple so I would pay 92 centimes ($2) then a mango must cost approx. a dollar ($1 + x):,,"More sure than with the pen now but I got lucky, guessing beforehand helped as it gave me some direction which led straight forward but still I have some doubts due experience where there was some round-off that confused me in such problems so this answer just seems to fit good with logic as I have my assumptions but if someone else sees same number like - ""Why it's divided in this particular way""?",,I will say more or less equal since it's more natural way of getting things as in a market :)
360,1a,5,5 cents,80,80%,60,60%,90,90 cents,70,70%,40,40%
361,1a,5,5 cents,90,90%,70,70%,90,90 cents,80,80%,60,60%
362,1a,5,5 cents,90,90%,60,60%,90,90 cents,80,80%,70,70%
363,1a,5,5 cents,90,90%,80,80%,90,90 cents,75,75%,75,75%
364,1a,5,5 cents,80,80%,60,60%,90,90 cents,70,70%,40,40%
365,1a,5,5 cents,80,80%,75,75%,90,90 cents,60,60%,40,40%
366,1a,0.1,$0.10,85,85%,75,75%,0.9,$0.90,90,90%,90,90%
367,1a,0.5,.50 cents,90,90%,60,60%,0.9,.90 cents,80,80%,70,70%
368,1a,0.5,$0.50,80,80%,90,90%,0.7,$0.70,60,60%,40,40%
369,1a,0.55,$0.55,99,99%,80,80%,0.9,$0.90,96,96%,75,75%
370,1a,9,9 cents,100,100 %,34,34%,90,90 cents,55,55 %,85,85%
371,1a,0.05,$.05,75,75,40,40,0.45,$.45,78,78,72,72
372,1a,5,5 cents,80,80%,70,70%,90,90 cents,60,60%,40,40%
373,1a,5,5 cents,80,80%,60,60%,90,90 cents,70,70%,40,40%
