Subject,Group,Age,Gender,StandardProblem,CBType,StandardAcc,StandardResp,ControlAcc,ControlResp,StandardRT,ControlRT,StandardConfidence,ControlConfidence,StandardOpinion,ControlOpinion,StandardRecall,ControlRecall,StandardMC,ControlMC,LogStandardRT,LogControlRT,LogRTdiff,Confdiff,Opindiff
204,LLM_L2WVU70,33,Male,PE,1a,1,5,1,90,,,0.4,0.8,0.6,0.75,,,,,,,,-0.4,-0.15
205,LLM_L2WVU70,27,Male,PE,2b,0,30,1,90,,,0.8,0.85,0.7,0.6,,,,,,,,-0.05,0.1
206,LLM_L2WVU70,26,Male,BM,1b,0,0.8,1,0.1,,,0.5,0.5,0.3,0.4,,,,,,,,0,-0.1
207,LLM_L2WVU70,31,Female,BM,2a,0,0.5,1,0.1,,,0.8,0.9,0.6,0.7,,,,,,,,-0.1,-0.1
208,LLM_L2WVU70,33,Male,BM,1b,1,0.45,0,90,,,0.6,0.75,0.5,0.8,,,,,,,,-0.15,-0.3
209,LLM_L2WVU70,38,Female,BM,2a,0,50,1,10,,,1,1,0.75,0.86,,,,,,,,0,-0.11
210,LLM_L2WVU70,36,Female,BM,1b,0,1.4,1,0.1,,,0.75,0.98,0.75,0.95,,,,,,,,-0.23,-0.2
211,LLM_L2WVU70,28,Male,PE,2b,0,0.6,1,0.9,,,1,1,0.8,0.5,,,,,,,,0,0.3
212,LLM_L2WVU70,25,Male,PE,2b,0,0.3,1,0.9,,,0.87,0.74,0.75,0.68,,,,,,,,0.13,0.07
213,LLM_L2WVU70,56,Male,BM,2a,0,51,1,10,,,0.78,0.73,0.43,0.65,,,,,,,,0.05,-0.22
214,LLM_L2WVU70,37,Male,PE,2b,0,0.1,1,0.9,,,0.8,0.5,0.7,0.5,,,,,,,,0.3,0.2
215,LLM_L2WVU70,34,Male,BM,2a,0,1.65,1,0.1,,,0.87,0.93,0.98,1,,,,,,,,-0.06,-0.02
216,LLM_L2WVU70,25,Male,BM,1b,0,60,0,9,,,0.8,0.8,0.5,0.7,,,,,,,,0,-0.2
217,LLM_L2WVU70,38,Male,PE,1a,0,0.45,1,0.9,,,0.8,0.7,0.6,0.8,,,,,,,,0.1,-0.2
218,LLM_L2WVU70,36,Female,BM,2a,0,1,1,10,,,0.75,0.95,0.8,0.9,,,,,,,,-0.2,-0.1
219,LLM_L2WVU70,39,Male,PE,2b,0,,0,,,,0.8,0.75,0.4,0.6,,,,,,,,0.05,-0.2
220,LLM_L2WVU70,30,Male,BM,1b,0,5,0,5,,,0.88,0.84,0.32,0.76,,,,,,,,0.04,-0.44
221,LLM_L2WVU70,41,Male,PE,1a,0,0.5,1,0.9,,,0.9,0.8,0.2,0.6,,,,,,,,0.1,-0.4
222,LLM_L2WVU70,36,Male,BM,2a,0,,0,,,,0,0.5,0.4,0.7,,,,,,,,-0.5,-0.3
223,LLM_L2WVU70,34,Female,BM,1b,0,0.9,1,10,,,0.6,0.7,0.4,0.5,,,,,,,,-0.1,-0.1
224,LLM_L2WVU70,26,Female,BM,2a,0,1.5,1,10,,,0.9,0.95,0.85,0.7,,,,,,,,-0.05,0.15
225,LLM_L2WVU70,36,Female,PE,1a,0,15,1,90,,,0.95,0.8,0.4,0.6,,,,,,,,0.15,-0.2
226,LLM_L2WVU70,51,Male,PE,1a,0,0.1,1,0.9,,,0.92,0.64,0.87,0.53,,,,,,,,0.28,0.34
227,LLM_L2WVU70,29,Male,PE,2b,0,20,1,90,,,0.65,0.85,0.3,0.75,,,,,,,,-0.2,-0.45
228,LLM_L2WVU70,29,Male,PE,2b,0,60,1,90,,,0.75,0.85,0.4,0.3,,,,,,,,-0.1,0.1
229,LLM_L2WVU70,19,Male,PE,1a,1,5,1,90,,,0.85,0.73,0.45,0.6,,,,,,,,0.12,-0.15
230,LLM_L2WVU70,29,Female,BM,2a,0,1,1,0.1,,,0.5,0.7,0.33,0.84,,,,,,,,-0.2,-0.51
231,LLM_L2WVU70,24,Male,PE,1a,1,5,1,90,,,0.89,0.76,0.83,0.84,,,,,,,,0.13,-0.01
232,LLM_L2WVU70,32,Female,BM,1b,0,40,1,10,,,0.7,0.9,0.6,0.85,,,,,,,,-0.2,-0.25
233,LLM_L2WVU70,28,Male,BM,1b,0,0.5,1,10,,,0.6,0.95,0.3,0.7,,,,,,,,-0.35,-0.4
234,LLM_L2WVU70,30,Female,BM,1b,0,0.75,1,10,,,0.6,0.8,0.3,0.45,,,,,,,,-0.2,-0.15
235,LLM_L2WVU70,37,Male,PE,2b,0,0.1,1,0.9,,,0.85,0.95,0.45,0.6,,,,,,,,-0.1,-0.15
236,LLM_L2WVU70,23,Male,PE,1a,0,0.5,0,0.4,,,0.75,0.6,0.8,0.6,,,,,,,,0.15,0.2
237,LLM_L2WVU70,32,Female,PE,2b,0,40,0,1.85,,,0.78,0.74,0.53,0.6,,,,,,,,0.04,-0.07
238,LLM_L2WVU70,42,Male,BM,2a,0,1.35,1,0.1,,,0.7,0.8,0.6,0.4,,,,,,,,-0.1,0.2
239,LLM_L2WVU70,41,Male,BM,2a,0,,1,0.1,,,0.58,0.93,0.76,0.94,,,,,,,,-0.35,-0.18
240,LLM_L2WVU70,30,Male,PE,1a,0,25,0,45,,,0.8,0.6,0.7,0.8,,,,,,,,0.2,-0.1
241,LLM_L2WVU70,34,Female,BM,1b,0,60,1,10,,,0.8,0.95,0.35,0.75,,,,,,,,-0.15,-0.4
242,LLM_L2WVU70,32,Female,BM,1b,0,40,1,10,,,0.6,0.75,0.7,0.8,,,,,,,,-0.15,-0.1
243,LLM_L2WVU70,39,Male,PE,1a,1,5,1,90,,,0.6,0.75,0.4,0.8,,,,,,,,-0.15,-0.4
244,LLM_L2WVU70,31,Male,BM,1b,0,1,1,10,,,0.85,0.85,0.45,0.75,,,,,,,,0,-0.3
245,LLM_L2WVU70,30,Male,BM,2a,0,1.5,1,0.1,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2
246,LLM_L2WVU70,30,Male,BM,2a,0,1,1,0.1,,,0.85,0.95,0.75,0.9,,,,,,,,-0.1,-0.15
247,LLM_L2WVU70,54,Female,PE,1a,0,0.89,0,0.3,,,0.62,0.81,0.76,0.85,,,,,,,,-0.19,-0.09
248,LLM_L2WVU70,65,Male,BM,2a,0,15,1,10,,,0.8,0.7,0.4,0.5,,,,,,,,0.1,-0.1
249,LLM_L2WVU70,24,Male,BM,1b,0,0.5,1,0.1,,,0.7,0.8,0.44,0.56,,,,,,,,-0.1,-0.12
250,LLM_L2WVU70,24,Male,PE,2b,0,0.5,0,0.89,,,0.85,0.85,0.62,0.73,,,,,,,,0,-0.11
251,LLM_L2WVU70,32,Male,BM,2a,0,65,1,10,,,0.8,1,0.7,0.9,,,,,,,,-0.2,-0.2
252,LLM_L2WVU70,30,Male,PE,1a,0,0.5,0,0.75,,,0.95,0.95,0.8,0.9,,,,,,,,0,-0.1
253,LLM_L2WVU70,28,Male,PE,1a,0,1.95,0,2.9,,,0.75,0.85,0.35,0.45,,,,,,,,-0.1,-0.1
254,LLM_L2WVU70,40,Male,PE,2b,0,0.5,1,0.9,,,0.8,0.6,0.7,0.5,,,,,,,,0.2,0.2
255,LLM_L2WVU70,47,Female,BM,1b,0,0.5,1,0.1,,,0.8,0.95,0.7,0.8,,,,,,,,-0.15,-0.1
256,LLM_L2WVU70,35,Male,PE,1a,0,1.1,1,0.9,,,0.87,0.67,0.95,0.94,,,,,,,,0.2,0.01
257,LLM_L2WVU70,18,Male,PE,2b,0,1,1,0.9,,,0.9,0.75,0.8,0.6,,,,,,,,0.15,0.2
258,LLM_L2WVU70,19,Female,PE,2b,0,40,1,90,,,0.6,0.65,0.85,0.87,,,,,,,,-0.05,-0.02
259,LLM_L2WVU70,19,Male,BM,2a,0,50,1,10,,,0.8,0.7,0.6,0.3,,,,,,,,0.1,0.3
260,LLM_L2WVU70,18,Male,BM,1b,0,70,1,10,,,1,0.95,0.85,0.65,,,,,,,,0.05,0.2
261,LLM_L2WVU70,20,Female,PE,1a,1,5,1,90,,,0.64,0.83,0.97,0.91,,,,,,,,-0.19,0.06
262,LLM_L2WVU70,19,Female,PE,2b,0,0.6,1,0.9,,,0.7,0.8,0.4,0.5,,,,,,,,-0.1,-0.1
263,LLM_L2WVU70,19,Male,PE,1a,1,5,1,0.9,,,0.74,0.9,0.68,0.93,,,,,,,,-0.16,-0.25
264,LLM_L2WVU70,20,Male,BM,2a,0,0.5,1,0.1,,,0.8,0.6,0.75,0.4,,,,,,,,0.2,0.35
265,LLM_L2WVU70,19,Female,PE,2b,0,50,1,90,,,0.94,0.85,0.71,0.63,,,,,,,,0.09,0.08
266,LLM_L2WVU70,18,Male,PE,1a,1,5,1,90,,,0.24,0.37,0.76,0.89,,,,,,,,-0.13,-0.13
267,LLM_L2WVU70,19,Male,BM,1b,0,60,1,10,,,0.9,0.85,0.65,0.75,,,,,,,,0.05,-0.1
268,LLM_L2WVU70,19,Male,BM,1b,0,30,1,10,,,0.6,0.85,0.4,0.7,,,,,,,,-0.25,-0.3
269,LLM_L2WVU70,19,Male,BM,1b,0,0.5,1,0.1,,,0.8,0.75,0.6,0.4,,,,,,,,0.05,0.2
270,LLM_L2WVU70,19,Female,BM,2a,0,80,1,10,,,0.5,0.7,0.4,0.3,,,,,,,,-0.2,0.1
271,LLM_L2WVU70,19,Female,PE,1a,0,0.5,1,0.9,,,0.25,0.7,0.45,0.8,,,,,,,,-0.45,-0.35
272,LLM_L2WVU70,19,Female,BM,1b,0,0.5,1,0.1,,,0.8,0.85,0.6,0.7,,,,,,,,-0.05,-0.1
273,LLM_L2WVU70,20,Male,BM,2a,0,1,1,0.1,,,0.75,0.85,0.3,0.6,,,,,,,,-0.1,-0.3
274,LLM_L2WVU70,18,Female,PE,2b,0,0.4,1,0.9,,,0.75,0.75,0.8,0.6,,,,,,,,0,0.2
275,LLM_L2WVU70,19,Male,BM,1b,0,40,1,10,,,0.75,0.65,0.3,0.25,,,,,,,,0.1,0.05
276,LLM_L2WVU70,21,Male,BM,1b,0,0.5,1,10,,,0.74,0.85,0.35,0.65,,,,,,,,-0.11,-0.3
277,LLM_L2WVU70,20,Female,BM,1b,0,50,1,10,,,0.99,0.98,0.7,0.6,,,,,,,,0.01,0.1
278,LLM_L2WVU70,20,Male,BM,1b,0,0.4,1,0.1,,,0.76,0.95,0.43,0.38,,,,,,,,-0.19,0.05
279,LLM_L2WVU70,19,Male,BM,1b,0,0.3,1,10,,,0.6,0.8,0.45,0.75,,,,,,,,-0.2,-0.3
280,LLM_L2WVU70,21,Female,BM,2a,0,0.5,1,0.1,,,0.8,0.9,0.6,0.7,,,,,,,,-0.1,-0.1
281,LLM_L2WVU70,19,Female,PE,1a,0,0.1,1,0.9,,,0.85,0.9,0.72,0.93,,,,,,,,-0.05,-0.21
282,LLM_L2WVU70,21,Male,PE,1a,1,5,1,90,,,0.7,0.8,0.95,0.7,,,,,,,,-0.1,0.25
283,LLM_L2WVU70,29,Male,BM,1b,0,40,1,10,,,0.65,0.75,0.78,0.83,,,,,,,,-0.1,-0.05
284,LLM_L2WVU70,24,Male,BM,1b,1,0.45,1,10,,,0.83,0.95,0.77,0.6,,,,,,,,-0.12,0.17
285,LLM_L2WVU70,30,Male,PE,2b,0,0.5,0,1,,,0.8,0.75,0.4,0.65,,,,,,,,0.05,-0.25
286,LLM_L2WVU70,40,Female,PE,1a,0,0.25,0,0.6,,,0.85,1,0.7,0.95,,,,,,,,-0.15,-0.25
287,LLM_L2WVU70,37,Male,PE,2b,0,0.2,0,1.85,,,0.8,0.6,0.7,0.45,,,,,,,,0.2,0.25
288,LLM_L2WVU70,28,Male,PE,1a,0,0.55,1,0.9,,,0.95,0.98,0.7,0.9,,,,,,,,-0.03,-0.2
289,LLM_L2WVU70,29,Male,PE,1a,1,5,0,40,,,0.8,0.6,0.7,0.3,,,,,,,,0.2,0.4
290,LLM_L2WVU70,29,Female,BM,2a,0,0.5,1,0.1,,,0.6,0.8,0.7,0.85,,,,,,,,-0.2,-0.15
291,LLM_L2WVU70,24,Male,PE,2b,0,0.5,1,0.9,,,0.6,0.8,0.4,0.75,,,,,,,,-0.2,-0.35
292,LLM_L2WVU70,42,Female,BM,2a,0,1.5,1,0.1,,,0.8,1,0.7,0.9,,,,,,,,-0.2,-0.2
293,LLM_L2WVU70,24,Male,PE,2b,0,0.1,1,0.9,,,0.7,0.85,0.4,0.6,,,,,,,,-0.15,-0.2
294,LLM_L2WVU70,41,Female,BM,2a,0,0.5,1,0.1,,,1,0.9,0.75,0.6,,,,,,,,0.1,0.15
295,LLM_L2WVU70,21,Male,PE,2b,0,60,1,90,,,0.7,0.8,0.65,0.75,,,,,,,,-0.1,-0.1
296,LLM_L2WVU70,23,Female,BM,2a,0,3,0,0.6,,,0.8,0.7,0.65,0.6,,,,,,,,0.1,0.05
297,LLM_L2WVU70,21,Male,BM,2a,0,50,1,10,,,1,0.8,0.75,0.4,,,,,,,,0.2,0.35
298,LLM_L2WVU70,22,Male,PE,2b,0,0.6,1,0.9,,,0.8,0.75,0.4,0.33,,,,,,,,0.05,0.07
299,LLM_L2WVU70,20,Female,BM,2a,0,0.5,1,0.1,,,0.8,0.75,0.6,0.3,,,,,,,,0.05,0.3
300,LLM_L2WVU70,26,Female,BM,1b,0,1.4,1,10,,,0.8,0.5,0.7,0.3,,,,,,,,0.3,0.4
301,LLM_L2WVU70,28,Female,BM,1b,0,1.5,1,10,,,0.8,0.95,0.6,0.75,,,,,,,,-0.15,-0.15
302,LLM_L2WVU70,29,Male,BM,2a,0,1.5,0,0.05,,,0.7,0.76,0.8,0.74,,,,,,,,-0.06,0.06
303,LLM_L2WVU70,23,Male,PE,2b,0,60,1,90,,,0.7,0.8,0.3,0.5,,,,,,,,-0.1,-0.2
304,LLM_L2WVU70,29,Male,BM,1b,0,2.9,0,,,,0.75,0.5,0.8,0.3,,,,,,,,0.25,0.5
305,LLM_L2WVU70,27,Male,BM,2a,0,15,1,10,,,0.8,0.95,0.4,0.6,,,,,,,,-0.15,-0.2
306,LLM_L2WVU70,25,Male,BM,1b,1,0.45,1,10,,,0.7,0.8,0.35,0.6,,,,,,,,-0.1,-0.25
307,LLM_L2WVU70,22,Male,BM,1b,0,40,1,10,,,0.6,0.95,0.7,0.4,,,,,,,,-0.35,0.3
308,LLM_L2WVU70,24,Female,PE,1a,0,0.5,1,0.9,,,1,0.6,0.75,0.8,,,,,,,,0.4,-0.05
309,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.7,0.7,0.8,0.6,,,,,,,,0,0.2
310,LLM_L2WVU70,24,Female,BM,2a,0,0.5,1,0.1,,,0.9,0.75,0.8,0.6,,,,,,,,0.15,0.2
311,LLM_L2WVU70,26,Male,PE,2b,0,30,1,90,,,0.8,0.85,0.6,0.7,,,,,,,,-0.05,-0.1
312,LLM_L2WVU70,25,Male,PE,1a,0,0.6,1,0.9,,,0.8,0.8,0.8,0.8,,,,,,,,0,0
313,LLM_L2WVU70,23,Male,PE,1a,0,,0,,,,,,,,,,,,,,,,
314,LLM_L2WVU70,28,Male,BM,2a,0,90,1,10,,,0.75,0.9,0.6,0.8,,,,,,,,-0.15,-0.2
315,LLM_L2WVU70,24,Male,PE,2b,0,0.1,1,0.9,,,0.6,0.85,0.35,0.75,,,,,,,,-0.25,-0.4
316,LLM_L2WVU70,35,Female,PE,2b,0,10,1,90,,,0.6,0.9,0.53,0.78,,,,,,,,-0.3,-0.25
317,LLM_L2WVU70,25,Male,PE,2b,0,60,1,90,,,0.4,0.8,0.3,0.7,,,,,,,,-0.4,-0.4
318,LLM_L2WVU70,20,Male,BM,2a,0,50,1,10,,,0.8,0.75,0.6,0.6,,,,,,,,0.05,0
319,LLM_L2WVU70,23,Male,BM,2a,0,1.5,1,0.1,,,0.8,0.75,0.4,0.6,,,,,,,,0.05,-0.2
320,LLM_L2WVU70,39,Male,PE,2b,0,0.1,1,0.9,,,0.75,0.5,0.4,0.6,,,,,,,,0.25,-0.2
321,LLM_L2WVU70,23,Male,BM,2a,0,,0,,,,0.58,0.64,0.73,0.58,,,,,,,,-0.06,0.15
322,LLM_L2WVU70,20,Male,PE,2b,0,10,1,90,,,0.6,0.85,0.3,0.7,,,,,,,,-0.25,-0.4
323,LLM_L2WVU70,21,Male,PE,1a,0,0.5,1,0.9,,,0.9,0.9,0.8,0.75,,,,,,,,0,0.05
324,LLM_L2WVU70,23,Male,BM,2a,0,1.5,1,0.1,,,0.8,0.9,0.7,0.6,,,,,,,,-0.1,0.1
325,LLM_L2WVU70,39,Female,PE,2b,0,0.5,0,1.9,,,0.65,0.85,0.7,0.4,,,,,,,,-0.2,0.3
326,LLM_L2WVU70,24,Male,PE,1a,1,5,1,90,,,0.8,0.7,0.9,0.3,,,,,,,,0.1,0.6
327,LLM_L2WVU70,46,Female,PE,2b,0,10,1,90,,,0.7,0.9,0.65,0.75,,,,,,,,-0.2,-0.1
328,LLM_L2WVU70,24,Male,PE,1a,0,0.5,1,0.9,,,0.9,1,0.6,0.8,,,,,,,,-0.1,-0.2
329,LLM_L2WVU70,21,Female,PE,1a,0,35,0,80,,,0.46,0.7,0.7,0.5,,,,,,,,-0.24,0.2
330,LLM_L2WVU70,21,Male,PE,2b,0,10,1,0.9,,,0.8,0.6,0.4,0.75,,,,,,,,0.2,-0.35
331,LLM_L2WVU70,32,Male,BM,1b,0,50,0,9,,,0.6,0.8,0.4,0.7,,,,,,,,-0.2,-0.3
332,LLM_L2WVU70,18,Male,BM,1b,0,1,1,0.1,,,0.7,0.95,0.6,0.8,,,,,,,,-0.25,-0.2
333,LLM_L2WVU70,33,Male,PE,1a,1,5,1,90,,,0.6,0.7,0.45,0.8,,,,,,,,-0.1,-0.35
334,LLM_L2WVU70,24,Male,BM,1b,1,45,1,10,,,0.85,0.75,0.88,0.86,,,,,,,,0.1,0.02
335,LLM_L2WVU70,29,Female,BM,2a,0,10,1,10,,,0.65,0.85,0.4,0.7,,,,,,,,-0.2,-0.3
336,LLM_L2WVU70,24,Male,BM,2a,0,0.5,1,10,,,0.6,0.7,0.8,0.7,,,,,,,,-0.1,0.1
337,LLM_L2WVU70,29,Male,BM,1b,0,0.4,1,0.1,,,0.7,0.5,0.6,0.8,,,,,,,,0.2,-0.2
338,LLM_L2WVU70,25,Male,BM,1b,0,30,0,25,,,0.8,0.75,0.6,0.45,,,,,,,,0.05,0.15
339,LLM_L2WVU70,22,Female,BM,1b,1,0.45,1,0.1,,,0.73,0.56,0.86,0.58,,,,,,,,0.17,0.28
340,LLM_L2WVU70,40,Female,BM,2a,0,1,1,0.1,,,0.85,0.7,0.6,0.7,,,,,,,,0.15,-0.1
341,LLM_L2WVU70,30,Female,BM,2a,0,1,1,0.1,,,0.85,0.7,0.6,0.3,,,,,,,,0.15,0.3
342,LLM_L2WVU70,20,Male,BM,2a,0,3.45,1,0.1,,,0.75,0.9,0.6,0.8,,,,,,,,-0.15,-0.2
343,LLM_L2WVU70,33,Female,BM,1b,1,0.45,1,0.1,,,0.95,0.85,0.75,0.75,,,,,,,,0.1,0
344,LLM_L2WVU70,29,Female,PE,2b,0,30,1,90,,,0.75,0.8,0.6,0.45,,,,,,,,-0.05,0.15
345,LLM_L2WVU70,21,Male,BM,2a,0,0.5,0,0.05,,,0.7,0.8,0.6,0.8,,,,,,,,-0.1,-0.2
346,LLM_L2WVU70,22,Male,PE,2b,0,0.4,1,0.9,,,0.7,0.8,0.7,0.65,,,,,,,,-0.1,0.05
347,LLM_L2WVU70,22,Male,PE,2b,0,0.1,1,0.9,,,0.84,0.85,0.76,0.83,,,,,,,,-0.01,-0.07
348,LLM_L2WVU70,49,Male,BM,2a,0,1.5,1,0.1,,,0.8,0.7,0.8,0.6,,,,,,,,0.1,0.2
349,LLM_L2WVU70,27,Female,BM,1b,0,0.5,1,0.1,,,0.9,0.95,0.75,0.8,,,,,,,,-0.05,-0.05
350,LLM_L2WVU70,19,Male,PE,2b,0,35,1,90,,,0.75,0.85,0.65,0.5,,,,,,,,-0.1,0.15
351,LLM_L2WVU70,22,Male,BM,2a,0,1.85,0,0.2,,,0.45,0.6,0.3,0.7,,,,,,,,-0.15,-0.4
352,LLM_L2WVU70,29,Male,BM,1b,0,40,1,10,,,0.6,0.75,0.6,0.8,,,,,,,,-0.15,-0.2
353,LLM_L2WVU70,23,Male,PE,1a,1,5,1,90,,,0.95,0.8,0.6,0.75,,,,,,,,0.15,-0.15
354,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.8,0.8,0.4,0.6,,,,,,,,0,-0.2
355,LLM_L2WVU70,27,Male,PE,2b,0,40,1,90,,,1,0.8,0.75,0.65,,,,,,,,0.2,0.1
356,LLM_L2WVU70,19,Male,PE,1a,0,0.25,1,0.9,,,0.8,0.9,0.7,0.9,,,,,,,,-0.1,-0.2
357,LLM_L2WVU70,24,Female,PE,1a,1,5,1,90,,,0.73,0.87,0.65,0.74,,,,,,,,-0.14,-0.09
358,LLM_L2WVU70,21,Female,BM,2a,0,1.5,1,0.1,,,0.67,0.43,0.8,0.9,,,,,,,,0.24,-0.1
359,LLM_L2WVU70,25,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3
360,LLM_L2WVU70,24,Male,BM,1b,0,90,1,10,,,0.65,0.85,0.4,0.7,,,,,,,,-0.2,-0.3
361,LLM_L2WVU70,23,Male,PE,1a,0,10,1,90,,,0.75,0.8,0.6,0.4,,,,,,,,-0.05,0.2
362,LLM_L2WVU70,27,Male,BM,2a,0,50,1,10,,,0.8,1,0.3,0.6,,,,,,,,-0.2,-0.3
363,LLM_L2WVU70,20,Female,PE,2b,0,0.1,0,1.9,,,0.75,0.85,0.4,0.6,,,,,,,,-0.1,-0.2
364,LLM_L2WVU70,25,Male,BM,1b,0,0.8,1,10,,,0.7,0.95,0.65,0.4,,,,,,,,-0.25,0.25
365,LLM_L2WVU70,36,Female,PE,1a,0,1.5,1,0.9,,,0.78,0.94,0.82,0.93,,,,,,,,-0.16,-0.11
366,LLM_L2WVU70,21,Female,PE,2b,0,10,1,90,,,0.6,0.75,0.6,0.8,,,,,,,,-0.15,-0.2
367,LLM_L2WVU70,39,Male,BM,1b,0,0.9,0,5,,,0.8,0.7,0.6,0.7,,,,,,,,0.1,-0.1
368,LLM_L2WVU70,22,Male,PE,1a,0,0.5,1,0.9,,,0.6,0.75,0.84,0.93,,,,,,,,-0.15,-0.09
369,LLM_L2WVU70,21,Female,PE,2b,0,20,1,90,,,0.8,0.7,0.6,0.65,,,,,,,,0.1,-0.05
370,LLM_L2WVU70,22,Female,PE,2b,0,10,0,1,,,0.7,0.8,0.4,0.65,,,,,,,,-0.1,-0.25
371,LLM_L2WVU70,26,Male,BM,2a,0,1.9,1,10,,,0.85,0.9,0.7,0.9,,,,,,,,-0.05,-0.2
372,LLM_L2WVU70,19,Female,PE,1a,0,0.5,1,0.9,,,0.8,0.7,0.36,0.48,,,,,,,,0.1,-0.12
373,LLM_L2WVU70,24,Male,PE,2b,0,0.45,1,0.9,,,0.75,0.85,0.7,0.63,,,,,,,,-0.1,0.07
374,LLM_L2WVU70,25,Female,PE,1a,1,0.05,0,0.4,,,0.7,0.65,0.8,0.3,,,,,,,,0.05,0.5
375,LLM_L2WVU70,26,Male,BM,2a,0,1,1,0.1,,,0.7,0.5,0.8,0.6,,,,,,,,0.2,0.2
376,LLM_L2WVU70,21,Female,BM,2a,0,0.5,1,0.1,,,0.8,1,0.75,0.95,,,,,,,,-0.2,-0.2
377,LLM_L2WVU70,20,Male,BM,1b,0,1,1,10,,,0.7,0.85,0.6,0.9,,,,,,,,-0.15,-0.3
378,LLM_L2WVU70,20,Male,PE,1a,1,5,1,90,,,0.9,0.8,0.6,0.7,,,,,,,,0.1,-0.1
379,LLM_L2WVU70,21,Female,PE,2b,0,0.35,1,0.9,,,0.65,0.85,0.4,0.7,,,,,,,,-0.2,-0.3
380,LLM_L2WVU70,22,Male,PE,1a,1,5,1,90,,,0.7,0.8,0.4,0.6,,,,,,,,-0.1,-0.2
381,LLM_L2WVU70,26,Male,BM,1b,0,1.45,1,10,,,0.7,0.5,0.6,0.8,,,,,,,,0.2,-0.2
382,LLM_L2WVU70,21,Male,PE,2b,0,10,1,90,,,0.8,0.9,0.7,0.65,,,,,,,,-0.1,0.05
