Subject,CB,Q1num,Q1str,Conf1num,Conf1str,Opin1num,Opin1str,Q2num,Q2str,Conf2num,Conf2str,Opin2num,Opin2str
305,2a,15,15 cents,80,80%,40,40%,10,10 cents,95,95%,60,60%
306,1b,10,10 cents.,80,80%.,60,60%.,0.45,$0.45,70,70%.,35,35%.
307,1b,10,10 cents,95,95%,40,40%,40,40 cents,60,60%,70,70%
308,1a,0.5,It costs 0.50 cents.,100,100%,75,75%,0.9,I believe it's $0.90.,60,60%,80,80%
309,1a,0.5,RMB 0.50,70,70%,80,80%,0.9,RMB 0.90,70,70%,60,60%
310,2a,0.5,$0.50,90,90,80,80,0.1,$0.10,75,75,60,60
311,2b,90,90 cents.,85,85%,70,70%.,30,30 cents.,80,80%.,60,60%.
312,1a,0.6,$0.60,80,80,80,80,0.9,$0.90,80,80,80,80
313,1a,,,,,,,,,,,,
314,2a,90,90 cents,75,75%,60,60%,10,10 cents,90,90%,80,80%
315,2b,0.9,$0.90,85,85 %,75,75 %,0.1,$0.10,60,60 %,35,35 %
316,2b,90,90 cents,90,90%,78,78%,10,10 cents,60,60%,53,53%
317,2b,90,90 cents,80,80 percent,70,70 percent,60,60 cents,40,40 percent,30,30 percent
318,2a,50,50 cents,80,80%,60,60%,10,10 cents,75,75%,60,60%
319,2a,1.5,$1.50,80,80,40,40,0.1,$0.10,75,75,60,60
320,2b,0.9,0.9,50,50,60,60,0.1,0.1,75,75,40,40
321,2a,,[Silence],58,58,73,73,,[Silence],64,64,58,58
322,2b,90,90 cents,85,85%,70,70%,10,10 cents,60,60%,30,30%
323,1a,0.5,$0.50,90,90%,80,80%,0.9,$0.90,90,90%,75,75%
324,2a,1.5,$1.50,80,80%,70,70%,0.1,$0.10,90,90%,60,60%
325,2b,1.9,$1.90,85,85%,40,40%,0.5,$0.5,65,65%,70,70%
326,1a,5,5 cents,80,80%,90,90%,90,90 cents,70,70%,30,30%
327,2b,90,90 cents,90,90%,75,75%,10,10 cents,70,70%,65,65%
328,1a,0.5,$0.50,90,90,60,60,0.9,$0.90,100,100,80,80
329,1a,35,35 cents,46,46%,70,70%,80,80 cents,70,70%,50,50%
330,2b,0.9,0.90 cents,60,60%,75,75%,10,10 cents,80,80%,40,40%
331,1b,9,9 cents,80,80%,70,70%,50,50 cents,60,60%,40,40%
332,1b,0.1,$0.10,95,95%,80,80%,1,$1,70,70%,60,60%
333,1a,5,5 cents,60,60%,45,45%,90,90 cents,70,70%,80,80%
334,1b,10,10 cents,75,75%,86,86%,45,45 cents,85,85%,88,88%
335,2a,10,10 cents,65,65%,40,40%,10,10 cents,85,85%,70,70%
336,2a,0.5,.50 cents,60,60%,80,80%,10,10 cents,70,70%,70,70%
337,1b,0.1,$0.10,50,50%,80,80%,0.4,$0.40,70,70%,60,60%
338,1b,25,25 cents,75,75%,45,45%,30,30 cents,80,80%,60,60%
339,1b,0.1,0.1,56,56,58,58,0.45,0.45,73,73,86,86
340,2a,1,$1,85,85,60,60%,0.1,$0.10,70,70,70,70%
341,2a,1,$1,85,85%,60,60%,0.1,$0.10,70,70%,30,30%
342,2a,3.45,"I would say... Hmm, let's see... $1.45 for the banana then $3.45 for the magazine?",75,Maybe like 75% or so?,60,"Um, maybe 60%?",0.1,Eraser must be worth $0.10,90,"Pretty confident, probably 90%.",80,I'd say around 80%?
343,1b,0.1,The eraser costs $0.10.,85,85,75,75,0.45,The banana costs $0.45.,95,95,75,75
344,2b,90,90 cents,80,80%,45,45%,30,30 cents,75,75%,60,60%
345,2a,0.5,$0.50,70,70%,60,60%,0.05,$0.05,80,80%,80,80%
346,2b,0.9,$0.90,80,80%,65,65%,0.4,$0.40,70,70%,70,70%
347,2b,0.9,0.90 cents,85,85%,83,83%,0.1,0.10 cent,84,84%,76,76%
348,2a,1.5,$1.50,80,80%,80,80%,0.1,$0.10,70,70%,60,60%
349,1b,0.1,$0.10,95,95%,80,80%,0.5,$0.50,90,90%,75,75%
350,2b,90,90cents,85,85%,50,50%,35,35cents,75,75%,65,65%
351,2a,1.85,$1.85,45,45,30,30,0.2,$0.20,60,60,70,70
352,1b,10,10 cents,75,75 percent,80,80 percent,40,40 cents,60,60 percent,60,60 percent
353,1a,5,5 cents,95,95%,60,60%,90,90 cents,80,80%,75,75%
354,1a,0.5,$.50,80,80%,40,40%,0.9,$.90,80,80%,60,60%
355,2b,90,90 cents,80,80,65,65,40,40 cents,100,100,75,75
356,1a,0.25,$0.25,80,80%,70,70%,0.9,$0.90,90,90%,90,90%
357,1a,5,5 cents,73,73 percent,65,65 percent,90,90 cents,87,87 percent,74,74 percent
358,2a,1.5,$1.50,67,67,80,80,0.1,$0.10,43,43,90,90
359,1a,5,5 cents.,80,80%.,70,70%.,90,90 cents.,60,60%.,40,40%.
360,1b,10,The eraser costs 10 cents.,85,85%,70,70%,90,The banana costs 90 cents.,65,65%,40,40%
361,1a,10,10 cents,75,75%,60,60%,90,90 cents,80,80%,40,40%
362,2a,50,50 cents,80,80%,30,30%,10,10 cents,100,100%,60,60%
363,2b,1.9,$1.90,85,85%,60,60%,0.1,$0.10,75,75%,40,40%
364,1b,10,10 cents,95,95%,40,40%,0.8,$0.80,70,70%,65,65%
365,1a,1.5,"Eraser = .50, Pencil = 1.50",78,78,82,82,0.9,Banana = .90,94,94,93,93
366,2b,90,90 cents,75,75%,80,80%,10,10 cents,60,60%,60,60%
367,1b,5,5 cents,70,70%,70,70%,0.9,$0.90,80,80%,60,60%
368,1a,0.5,$0.50,60,60%,84,84%,0.9,$0.90,75,75%,93,93%
369,2b,90,90 cents,70,70 %,65,65 %,20,20 cents,80,80 %,60,60 %
370,2b,1,$1,80,80%,65,65%,10,10 cents,70,70%,40,40%
371,2a,1.9,$1.90,85,85,70,70,10,10 cents,90,90,90,90
372,1a,0.5,$0.5,80,80,36,36,0.9,$0.9,70,70,48,48
373,2b,0.9,$0.90,85,85%,63,63%,0.45,$0.45,75,75%,70,70%
374,1a,0.05,Eraser costs $0.05,70,70%,80,80%,0.4,Banana costs $0.40,65,65%,30,30%
375,2a,1,$1,70,70%,80,80%,0.1,$0.10,50,50%,60,60%
376,2a,0.5,$0.50,80,80%,75,75%,0.1,$0.10,100,100%,95,95%
377,1b,10,10 cents,85,85,90,90%,1,$1,70,70,60,60%
378,1a,5,5 cents,90,90%,60,60%,90,90 cents,80,80%,70,70%
379,2b,0.9,$0.90,85,85,70,70,0.35,$0.35,65,65,40,40
380,1a,5,5 cents,70,70%,40,40%,90,90 cents,80,80%,60,60%
381,1b,10,10 cents,50,50%,80,80%,1.45,$1.45,70,70%,60,60%
382,2b,90,90 cents,90,90%,65,65%,10,10 cents,80,80%,70,70%
