Subject,Dataset,Age,Age_break_new,Age_break,Gender,StandardProblem,CBType,Accuracy,Response,ProblemType
270,Human,19,Age_19,Age_19,Female,BM,2a,0,0.9,Standard
271,Human,19,Age_19,Age_19,Female,PE,1a,1,0.05,Standard
272,Human,19,Age_19,Age_19,Female,BM,1b,0,0.9,Standard
273,Human,20,Age_20_21,Age_20_22,Male,BM,2a,0,0.9,Standard
274,Human,18,Age_18,Age_18,Female,PE,2b,0,0.1,Standard
275,Human,19,Age_19,Age_19,Male,BM,1b,1,0.45,Standard
276,Human,21,Age_20_21,Age_20_22,Male,BM,1b,0,0.9,Standard
277,Human,20,Age_20_21,Age_20_22,Female,BM,1b,0,0.9,Standard
278,Human,20,Age_20_21,Age_20_22,Male,BM,1b,1,0.45,Standard
279,Human,19,Age_19,Age_19,Male,BM,1b,0,0.9,Standard
280,Human,21,Age_20_21,Age_20_22,Female,BM,2a,0,0.9,Standard
281,Human,19,Age_19,Age_19,Female,PE,1a,1,0.05,Standard
282,Human,21,Age_20_21,Age_20_22,Male,PE,1a,1,0.05,Standard
283,Human,29,Age_29_33,Age_25_29,Male,BM,1b,1,0.45,Standard
284,Human,24,Age_22_24,Age_23_24,Male,BM,1b,0,0.9,Standard
285,Human,30,Age_29_33,Age_30_35,Male,PE,2b,0,0.1,Standard
286,Human,40,Age_34_41,Age_36_40,Female,PE,1a,1,0.05,Standard
287,Human,37,Age_34_41,Age_36_40,Male,PE,2b,0,0.1,Standard
288,Human,28,Age_25_28,Age_25_29,Male,PE,1a,0,0.1,Standard
289,Human,29,Age_29_33,Age_25_29,Male,PE,1a,1,0.05,Standard
290,Human,29,Age_29_33,Age_25_29,Female,BM,2a,0,0.9,Standard
291,Human,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.1,Standard
292,Human,42,Age_42_65,Age_41_65,Female,BM,2a,0,0.9,Standard
293,Human,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.1,Standard
294,Human,41,Age_34_41,Age_41_65,Female,BM,2a,1,0.45,Standard
295,Human,21,Age_20_21,Age_20_22,Male,PE,2b,1,0.05,Standard
296,Human,23,Age_22_24,Age_23_24,Female,BM,2a,1,0.45,Standard
297,Human,21,Age_20_21,Age_20_22,Male,BM,2a,0,0.9,Standard
298,Human,22,Age_22_24,Age_20_22,Male,PE,2b,1,0.05,Standard
299,Human,20,Age_20_21,Age_20_22,Female,BM,2a,0,0.9,Standard
300,Human,26,Age_25_28,Age_25_29,Female,BM,1b,1,0.45,Standard
301,Human,28,Age_25_28,Age_25_29,Female,BM,1b,1,0.45,Standard
302,Human,29,Age_29_33,Age_25_29,Male,BM,2a,0,0.9,Standard
303,Human,23,Age_22_24,Age_23_24,Male,PE,2b,1,0.05,Standard
304,Human,29,Age_29_33,Age_25_29,Male,BM,1b,1,0.45,Standard
305,Human,27,Age_25_28,Age_25_29,Male,BM,2a,0,0.9,Standard
306,Human,25,Age_25_28,Age_25_29,Male,BM,1b,0,0.9,Standard
307,Human,22,Age_22_24,Age_20_22,Male,BM,1b,0,0.9,Standard
308,Human,24,Age_22_24,Age_23_24,Female,PE,1a,0,0.1,Standard
309,Human,22,Age_22_24,Age_20_22,Male,PE,1a,0,0.1,Standard
310,Human,24,Age_22_24,Age_23_24,Female,BM,2a,1,0.45,Standard
311,Human,26,Age_25_28,Age_25_29,Male,PE,2b,1,0.05,Standard
312,Human,25,Age_25_28,Age_25_29,Male,PE,1a,0,0.1,Standard
313,Human,23,Age_22_24,Age_23_24,Male,PE,1a,1,0.05,Standard
314,Human,28,Age_25_28,Age_25_29,Male,BM,2a,0,0.7,Standard
315,Human,24,Age_22_24,Age_23_24,Male,PE,2b,1,0.05,Standard
316,Human,35,Age_34_41,Age_30_35,Female,PE,2b,1,0.05,Standard
317,Human,25,Age_25_28,Age_25_29,Male,PE,2b,1,0.05,Standard
318,Human,20,Age_20_21,Age_20_22,Male,BM,2a,1,0.45,Standard
319,Human,23,Age_22_24,Age_23_24,Male,BM,2a,0,0.9,Standard
320,Human,39,Age_34_41,Age_36_40,Male,PE,2b,0,0.1,Standard
321,Human,23,Age_22_24,Age_23_24,Male,BM,2a,0,0.9,Standard
322,Human,20,Age_20_21,Age_20_22,Male,BM,2b,0,0.9,Standard
323,Human,21,Age_20_21,Age_20_22,Male,PE,1a,0,0.1,Standard
324,Human,23,Age_22_24,Age_23_24,Male,BM,2a,0,0.9,Standard
325,Human,39,Age_34_41,Age_36_40,Female,PE,2b,1,0.05,Standard
326,Human,24,Age_22_24,Age_23_24,Male,PE,1a,0,0.1,Standard
327,Human,46,Age_42_65,Age_41_65,Female,BM,2b,0,0.9,Standard
328,Human,24,Age_22_24,Age_23_24,Male,PE,1a,1,0.05,Standard
329,Human,21,Age_20_21,Age_20_22,Female,PE,1a,1,0.05,Standard
330,Human,21,Age_20_21,Age_20_22,Male,PE,2b,1,0.05,Standard
331,Human,32,Age_29_33,Age_30_35,Male,BM,1b,0,0.9,Standard
332,Human,18,Age_18,Age_18,Male,BM,1b,0,0.9,Standard
333,Human,33,Age_29_33,Age_30_35,Male,PE,1a,0,0.1,Standard
334,Human,24,Age_22_24,Age_23_24,Male,BM,1b,0,0.9,Standard
335,Human,29,Age_29_33,Age_25_29,Female,BM,2a,0,0.9,Standard
336,Human,24,Age_22_24,Age_23_24,Male,BM,2a,1,0.45,Standard
337,Human,29,Age_29_33,Age_25_29,Male,BM,1b,1,0.45,Standard
338,Human,25,Age_25_28,Age_25_29,Male,BM,1b,0,0.9,Standard
339,Human,22,Age_22_24,Age_20_22,Female,BM,1b,0,0.9,Standard
340,Human,40,Age_34_41,Age_36_40,Female,BM,2a,0,0.9,Standard
341,Human,30,Age_29_33,Age_30_35,Female,BM,2a,1,0.45,Standard
342,Human,20,Age_20_21,Age_20_22,Male,BM,2a,0,0.9,Standard
343,Human,33,Age_29_33,Age_30_35,Female,BM,1b,1,0.45,Standard
344,Human,29,Age_29_33,Age_25_29,Female,PE,2b,0,0.1,Standard
345,Human,21,Age_20_21,Age_20_22,Male,BM,2a,0,0.9,Standard
346,Human,22,Age_22_24,Age_20_22,Male,PE,2b,1,0.05,Standard
347,Human,22,Age_22_24,Age_20_22,Male,PE,2b,0,0.1,Standard
348,Human,49,Age_42_65,Age_41_65,Male,BM,2a,0,0.9,Standard
349,Human,27,Age_25_28,Age_25_29,Female,PE,1b,0,0.1,Standard
350,Human,19,Age_19,Age_19,Male,PE,2b,1,0.05,Standard
351,Human,22,Age_22_24,Age_20_22,Male,BM,2a,0,0.9,Standard
352,Human,29,Age_29_33,Age_25_29,Male,BM,1b,0,0.9,Standard
353,Human,23,Age_22_24,Age_23_24,Male,PE,1a,0,0.1,Standard
354,Human,22,Age_22_24,Age_20_22,Male,PE,1a,0,0.1,Standard
355,Human,27,Age_25_28,Age_25_29,Male,PE,2b,0,0.1,Standard
356,Human,19,Age_19,Age_19,Male,PE,1a,0,0.1,Standard
357,Human,24,Age_22_24,Age_23_24,Female,PE,1a,1,0.05,Standard
358,Human,21,Age_20_21,Age_20_22,Female,BM,2a,1,0.45,Standard
359,Human,25,Age_25_28,Age_25_29,Male,PE,1a,1,0.05,Standard
360,Human,24,Age_22_24,Age_23_24,Male,BM,1b,0,0.9,Standard
361,Human,23,Age_22_24,Age_23_24,Male,PE,1a,0,0.1,Standard
362,Human,27,Age_25_28,Age_25_29,Male,BM,2a,0,0.9,Standard
363,Human,20,Age_20_21,Age_20_22,Female,PE,2b,0,0.1,Standard
364,Human,25,Age_25_28,Age_25_29,Male,BM,1b,0,0.9,Standard
365,Human,36,Age_34_41,Age_36_40,Female,PE,1a,0,0.1,Standard
366,Human,21,Age_20_21,Age_20_22,Female,PE,2b,1,0.05,Standard
367,Human,39,Age_34_41,Age_36_40,Male,BM,1b,0,0.85,Standard
368,Human,22,Age_22_24,Age_20_22,Male,PE,1a,0,0.1,Standard
369,Human,21,Age_20_21,Age_20_22,Female,PE,2b,0,0.1,Standard
370,Human,22,Age_22_24,Age_20_22,Female,PE,2b,1,0.05,Standard
371,Human,26,Age_25_28,Age_25_29,Male,BM,2a,0,0.9,Standard
372,Human,19,Age_19,Age_19,Female,PE,1a,0,0.1,Standard
373,Human,24,Age_22_24,Age_23_24,Male,PE,2b,0,0.1,Standard
374,Human,25,Age_25_28,Age_25_29,Female,PE,1a,1,0.05,Standard
375,Human,26,Age_25_28,Age_25_29,Male,BM,2a,0,0.9,Standard
376,Human,21,Age_20_21,Age_20_22,Female,BM,2a,0,0.9,Standard
377,Human,20,Age_20_21,Age_20_22,Male,BM,1b,0,0.9,Standard
378,Human,20,Age_20_21,Age_20_22,Male,PE,1a,1,0.05,Standard
379,Human,21,Age_20_21,Age_20_22,Female,PE,2b,1,0.05,Standard
380,Human,22,Age_22_24,Age_20_22,Male,PE,1a,0,0.1,Standard
381,Human,26,Age_25_28,Age_25_29,Male,BM,1b,0,0.9,Standard
382,Human,21,Age_20_21,Age_20_22,Male,PE,2b,0,0.1,Standard
1,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,10,Standard
1,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,10,Standard
1,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,0.45,Standard
1,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,0.3,Standard
2,Llama2,18,Age_18,Age_18,Male,PE,1a,1,5,Standard
2,Llama2,18,Age_18,Age_18,Male,PE,1a,0,2,Standard
2,Llama2,18,Age_18,Age_18,Male,PE,1a,1,5,Standard
2,Llama2,18,Age_18,Age_18,Male,PE,1a,1,5,Standard
3,Llama2,18,Age_18,Age_18,Male,BM,1b,0,1,Standard
3,Llama2,18,Age_18,Age_18,Male,BM,1b,0,50,Standard
3,Llama2,18,Age_18,Age_18,Male,BM,1b,1,45,Standard
3,Llama2,18,Age_18,Age_18,Male,BM,1b,0,70,Standard
4,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,50,Standard
4,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,1.5,Standard
4,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,1,Standard
4,Llama2,20,Age_20_21,Age_20_22,Male,BM,2a,0,55,Standard
5,Llama2,19,Age_19,Age_19,Female,PE,2b,0,0.2,Standard
5,Llama2,19,Age_19,Age_19,Female,PE,2b,0,50,Standard
5,Llama2,19,Age_19,Age_19,Female,PE,2b,1,0.05,Standard
5,Llama2,19,Age_19,Age_19,Female,PE,2b,0,0.1,Standard
6,Llama2,19,Age_19,Age_19,Female,PE,1a,1,5,Standard
6,Llama2,19,Age_19,Age_19,Female,PE,1a,0,0.1,Standard
6,Llama2,19,Age_19,Age_19,Female,PE,1a,0,50,Standard
6,Llama2,19,Age_19,Age_19,Female,PE,1a,1,5,Standard
7,Llama2,18,Age_18,Age_18,Female,BM,1b,0,-999,Standard
7,Llama2,18,Age_18,Age_18,Female,BM,1b,0,40,Standard
7,Llama2,18,Age_18,Age_18,Female,BM,1b,0,0.4,Standard
7,Llama2,18,Age_18,Age_18,Female,BM,1b,0,0.6,Standard
8,Llama2,20,Age_20_21,Age_20_22,Female,PE,2b,0,0.1,Standard
8,Llama2,20,Age_20_21,Age_20_22,Female,PE,2b,0,0.1,Standard
8,Llama2,20,Age_20_21,Age_20_22,Female,PE,2b,0,0.5,Standard
8,Llama2,20,Age_20_21,Age_20_22,Female,PE,2b,0,0.3,Standard
9,Llama2,19,Age_19,Age_19,Male,BM,2a,0,0.5,Standard
9,Llama2,19,Age_19,Age_19,Male,BM,2a,0,0.5,Standard
9,Llama2,19,Age_19,Age_19,Male,BM,2a,0,2.25,Standard
9,Llama2,19,Age_19,Age_19,Male,BM,2a,0,0.5,Standard
10,Llama2,18,Age_18,Age_18,Male,PE,1a,1,5,Standard
10,Llama2,18,Age_18,Age_18,Male,PE,1a,0,0.5,Standard
10,Llama2,18,Age_18,Age_18,Male,PE,1a,0,35,Standard
10,Llama2,18,Age_18,Age_18,Male,PE,1a,0,0.5,Standard
11,Llama2,19,Age_19,Age_19,Female,BM,2a,1,0.45,Standard
11,Llama2,19,Age_19,Age_19,Female,BM,2a,0,50,Standard
11,Llama2,19,Age_19,Age_19,Female,BM,2a,0,1,Standard
11,Llama2,19,Age_19,Age_19,Female,BM,2a,0,-999,Standard
12,Llama2,19,Age_19,Age_19,Female,PE,1a,0,1,Standard
12,Llama2,19,Age_19,Age_19,Female,PE,1a,0,0.1,Standard
12,Llama2,19,Age_19,Age_19,Female,PE,1a,0,0.5,Standard
12,Llama2,19,Age_19,Age_19,Female,PE,1a,0,0.55,Standard
13,Llama2,19,Age_19,Age_19,Female,BM,1b,0,1.4,Standard
13,Llama2,19,Age_19,Age_19,Female,BM,1b,0,50,Standard
13,Llama2,19,Age_19,Age_19,Female,BM,1b,0,70,Standard
13,Llama2,19,Age_19,Age_19,Female,BM,1b,0,1.5,Standard
14,Llama2,18,Age_18,Age_18,Male,PE,2b,0,20,Standard
14,Llama2,18,Age_18,Age_18,Male,PE,2b,0,20,Standard
14,Llama2,18,Age_18,Age_18,Male,PE,2b,0,10,Standard
14,Llama2,18,Age_18,Age_18,Male,PE,2b,0,20,Standard
15,Llama2,22,Age_22_24,Age_20_22,Female,PE,1a,1,5,Standard
15,Llama2,22,Age_22_24,Age_20_22,Female,PE,1a,0,-999,Standard
15,Llama2,22,Age_22_24,Age_20_22,Female,PE,1a,0,10,Standard
15,Llama2,22,Age_22_24,Age_20_22,Female,PE,1a,1,5,Standard
16,Llama2,19,Age_19,Age_19,Female,BM,2a,0,0.5,Standard
16,Llama2,19,Age_19,Age_19,Female,BM,2a,0,0.5,Standard
16,Llama2,19,Age_19,Age_19,Female,BM,2a,1,45,Standard
16,Llama2,19,Age_19,Age_19,Female,BM,2a,0,50,Standard
17,Llama2,20,Age_20_21,Age_20_22,Female,PE,2b,0,-999,Standard
17,Llama2,20,Age_20_21,Age_20_22,Female,PE,2b,0,0.4,Standard
17,Llama2,20,Age_20_21,Age_20_22,Female,PE,2b,0,0.1,Standard
17,Llama2,20,Age_20_21,Age_20_22,Female,PE,2b,0,90,Standard
18,Llama2,18,Age_18,Age_18,Female,BM,1b,0,40,Standard
18,Llama2,18,Age_18,Age_18,Female,BM,1b,0,60,Standard
18,Llama2,18,Age_18,Age_18,Female,BM,1b,0,0.3,Standard
18,Llama2,18,Age_18,Age_18,Female,BM,1b,0,60,Standard
19,Llama2,18,Age_18,Age_18,Female,PE,1a,0,0.6,Standard
19,Llama2,18,Age_18,Age_18,Female,PE,1a,0,0.25,Standard
19,Llama2,18,Age_18,Age_18,Female,PE,1a,0,0.75,Standard
19,Llama2,18,Age_18,Age_18,Female,PE,1a,1,0.05,Standard
20,Llama2,18,Age_18,Age_18,Female,PE,2b,0,0.1,Standard
20,Llama2,18,Age_18,Age_18,Female,PE,2b,1,5,Standard
20,Llama2,18,Age_18,Age_18,Female,PE,2b,0,10,Standard
20,Llama2,18,Age_18,Age_18,Female,PE,2b,0,50,Standard
21,Llama2,18,Age_18,Age_18,Female,BM,1b,0,1.4,Standard
21,Llama2,18,Age_18,Age_18,Female,BM,1b,0,65,Standard
21,Llama2,18,Age_18,Age_18,Female,BM,1b,0,0.6,Standard
21,Llama2,18,Age_18,Age_18,Female,BM,1b,0,40,Standard
22,Llama2,19,Age_19,Age_19,Male,PE,2b,0,0.1,Standard
22,Llama2,19,Age_19,Age_19,Male,PE,2b,0,0.1,Standard
22,Llama2,19,Age_19,Age_19,Male,PE,2b,0,60,Standard
22,Llama2,19,Age_19,Age_19,Male,PE,2b,0,0.5,Standard
23,Llama2,18,Age_18,Age_18,Female,PE,1a,0,-999,Standard
23,Llama2,18,Age_18,Age_18,Female,PE,1a,0,0.5,Standard
23,Llama2,18,Age_18,Age_18,Female,PE,1a,0,20,Standard
23,Llama2,18,Age_18,Age_18,Female,PE,1a,1,5,Standard
24,Llama2,18,Age_18,Age_18,Female,BM,2a,0,35,Standard
24,Llama2,18,Age_18,Age_18,Female,BM,2a,0,1,Standard
24,Llama2,18,Age_18,Age_18,Female,BM,2a,1,0.45,Standard
24,Llama2,18,Age_18,Age_18,Female,BM,2a,0,0.5,Standard
25,Llama2,20,Age_20_21,Age_20_22,Female,PE,2b,0,50,Standard
25,Llama2,20,Age_20_21,Age_20_22,Female,PE,2b,0,0.1,Standard
25,Llama2,20,Age_20_21,Age_20_22,Female,PE,2b,0,0.1,Standard
25,Llama2,20,Age_20_21,Age_20_22,Female,PE,2b,0,45,Standard
26,Llama2,19,Age_19,Age_19,Male,BM,1b,0,0.5,Standard
26,Llama2,19,Age_19,Age_19,Male,BM,1b,1,0.45,Standard
26,Llama2,19,Age_19,Age_19,Male,BM,1b,0,40,Standard
26,Llama2,19,Age_19,Age_19,Male,BM,1b,0,60,Standard
27,Llama2,19,Age_19,Age_19,Female,PE,2b,0,0.1,Standard
27,Llama2,19,Age_19,Age_19,Female,PE,2b,0,0.4,Standard
27,Llama2,19,Age_19,Age_19,Female,PE,2b,0,0.1,Standard
27,Llama2,19,Age_19,Age_19,Female,PE,2b,1,0.05,Standard
28,Llama2,19,Age_19,Age_19,Male,BM,1b,0,40,Standard
28,Llama2,19,Age_19,Age_19,Male,BM,1b,1,45,Standard
28,Llama2,19,Age_19,Age_19,Male,BM,1b,0,2,Standard
28,Llama2,19,Age_19,Age_19,Male,BM,1b,0,1.5,Standard
29,Llama2,18,Age_18,Age_18,Female,BM,2a,0,0.4,Standard
29,Llama2,18,Age_18,Age_18,Female,BM,2a,0,15,Standard
29,Llama2,18,Age_18,Age_18,Female,BM,2a,1,0.45,Standard
29,Llama2,18,Age_18,Age_18,Female,BM,2a,0,1.4,Standard
30,Llama2,19,Age_19,Age_19,Female,PE,1a,1,5,Standard
30,Llama2,19,Age_19,Age_19,Female,PE,1a,1,5,Standard
30,Llama2,19,Age_19,Age_19,Female,PE,1a,0,0.55,Standard
30,Llama2,19,Age_19,Age_19,Female,PE,1a,1,0.05,Standard
31,Llama2,18,Age_18,Age_18,Male,PE,1a,0,-999,Standard
31,Llama2,18,Age_18,Age_18,Male,PE,1a,0,25,Standard
31,Llama2,18,Age_18,Age_18,Male,PE,1a,1,5,Standard
31,Llama2,18,Age_18,Age_18,Male,PE,1a,0,0.5,Standard
32,Llama2,18,Age_18,Age_18,Female,BM,1b,0,40,Standard
32,Llama2,18,Age_18,Age_18,Female,BM,1b,0,0.5,Standard
32,Llama2,18,Age_18,Age_18,Female,BM,1b,0,40,Standard
32,Llama2,18,Age_18,Age_18,Female,BM,1b,1,45,Standard
33,Llama2,19,Age_19,Age_19,Female,BM,2a,0,0.5,Standard
33,Llama2,19,Age_19,Age_19,Female,BM,2a,0,0.5,Standard
33,Llama2,19,Age_19,Age_19,Female,BM,2a,1,45,Standard
33,Llama2,19,Age_19,Age_19,Female,BM,2a,0,50,Standard
34,Llama2,19,Age_19,Age_19,Female,PE,2b,0,0.6,Standard
34,Llama2,19,Age_19,Age_19,Female,PE,2b,0,0.45,Standard
34,Llama2,19,Age_19,Age_19,Female,PE,2b,0,40,Standard
34,Llama2,19,Age_19,Age_19,Female,PE,2b,1,5,Standard
35,Llama2,19,Age_19,Age_19,Female,BM,1b,0,70,Standard
35,Llama2,19,Age_19,Age_19,Female,BM,1b,0,0.35,Standard
35,Llama2,19,Age_19,Age_19,Female,BM,1b,1,0.45,Standard
35,Llama2,19,Age_19,Age_19,Female,BM,1b,0,40,Standard
36,Llama2,19,Age_19,Age_19,Male,BM,2a,0,0.54,Standard
36,Llama2,19,Age_19,Age_19,Male,BM,2a,0,50,Standard
36,Llama2,19,Age_19,Age_19,Male,BM,2a,0,0.6,Standard
36,Llama2,19,Age_19,Age_19,Male,BM,2a,0,0.59,Standard
37,Llama2,19,Age_19,Age_19,Female,PE,1a,0,0.5,Standard
37,Llama2,19,Age_19,Age_19,Female,PE,1a,0,0.55,Standard
37,Llama2,19,Age_19,Age_19,Female,PE,1a,1,5,Standard
37,Llama2,19,Age_19,Age_19,Female,PE,1a,1,5,Standard
38,Llama2,19,Age_19,Age_19,Female,PE,2b,0,-999,Standard
38,Llama2,19,Age_19,Age_19,Female,PE,2b,0,0.1,Standard
38,Llama2,19,Age_19,Age_19,Female,PE,2b,0,0.1,Standard
38,Llama2,19,Age_19,Age_19,Female,PE,2b,0,10,Standard
39,Llama2,19,Age_19,Age_19,Male,BM,1b,0,-999,Standard
39,Llama2,19,Age_19,Age_19,Male,BM,1b,0,-999,Standard
39,Llama2,19,Age_19,Age_19,Male,BM,1b,0,0.9,Standard
39,Llama2,19,Age_19,Age_19,Male,BM,1b,0,0.7,Standard
40,Llama2,18,Age_18,Age_18,Male,BM,1b,0,0.9,Standard
40,Llama2,18,Age_18,Age_18,Male,BM,1b,0,40,Standard
40,Llama2,18,Age_18,Age_18,Male,BM,1b,0,1,Standard
40,Llama2,18,Age_18,Age_18,Male,BM,1b,0,1,Standard
41,Llama2,19,Age_19,Age_19,Male,PE,2b,0,0.5,Standard
41,Llama2,19,Age_19,Age_19,Male,PE,2b,0,10,Standard
41,Llama2,19,Age_19,Age_19,Male,PE,2b,0,0.1,Standard
41,Llama2,19,Age_19,Age_19,Male,PE,2b,0,0.5,Standard
42,Llama2,19,Age_19,Age_19,Female,PE,1a,1,5,Standard
42,Llama2,19,Age_19,Age_19,Female,PE,1a,0,0.35,Standard
42,Llama2,19,Age_19,Age_19,Female,PE,1a,0,0.1,Standard
42,Llama2,19,Age_19,Age_19,Female,PE,1a,0,0.55,Standard
43,Llama2,21,Age_20_21,Age_20_22,Male,BM,2a,0,0.5,Standard
43,Llama2,21,Age_20_21,Age_20_22,Male,BM,2a,0,0.5,Standard
43,Llama2,21,Age_20_21,Age_20_22,Male,BM,2a,1,45,Standard
43,Llama2,21,Age_20_21,Age_20_22,Male,BM,2a,0,0.5,Standard
44,Llama2,18,Age_18,Age_18,Male,BM,2a,1,0.45,Standard
44,Llama2,18,Age_18,Age_18,Male,BM,2a,0,0.5,Standard
44,Llama2,18,Age_18,Age_18,Male,BM,2a,0,50,Standard
44,Llama2,18,Age_18,Age_18,Male,BM,2a,0,15,Standard
45,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,10,Standard
45,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,1,0.05,Standard
45,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,70,Standard
45,Llama2,24,Age_22_24,Age_23_24,Male,PE,2b,0,60,Standard
46,Llama2,21,Age_20_21,Age_20_22,Male,BM,1b,1,0.45,Standard
46,Llama2,21,Age_20_21,Age_20_22,Male,BM,1b,0,35,Standard
46,Llama2,21,Age_20_21,Age_20_22,Male,BM,1b,1,0.45,Standard
46,Llama2,21,Age_20_21,Age_20_22,Male,BM,1b,1,0.45,Standard
47,Llama2,19,Age_19,Age_19,Female,PE,1a,0,6,Standard
47,Llama2,19,Age_19,Age_19,Female,PE,1a,1,5,Standard
47,Llama2,19,Age_19,Age_19,Female,PE,1a,0,-999,Standard
47,Llama2,19,Age_19,Age_19,Female,PE,1a,0,0.5,Standard
48,Llama2,18,Age_18,Age_18,Female,PE,2b,0,30,Standard
48,Llama2,18,Age_18,Age_18,Female,PE,2b,0,0.5,Standard
48,Llama2,18,Age_18,Age_18,Female,PE,2b,0,0.1,Standard
48,Llama2,18,Age_18,Age_18,Female,PE,2b,0,10,Standard
49,Llama2,19,Age_19,Age_19,Male,PE,1a,1,5,Standard
49,Llama2,19,Age_19,Age_19,Male,PE,1a,0,0.45,Standard
49,Llama2,19,Age_19,Age_19,Male,PE,1a,0,0.1,Standard
49,Llama2,19,Age_19,Age_19,Male,PE,1a,0,0.5,Standard
50,Llama2,19,Age_19,Age_19,Female,BM,1b,0,0.4,Standard
50,Llama2,19,Age_19,Age_19,Female,BM,1b,0,60,Standard
50,Llama2,19,Age_19,Age_19,Female,BM,1b,0,0.4,Standard
50,Llama2,19,Age_19,Age_19,Female,BM,1b,1,45,Standard
51,Llama2,20,Age_20_21,Age_20_22,Female,BM,2a,0,10,Standard
51,Llama2,20,Age_20_21,Age_20_22,Female,BM,2a,0,1,Standard
51,Llama2,20,Age_20_21,Age_20_22,Female,BM,2a,0,1,Standard
51,Llama2,20,Age_20_21,Age_20_22,Female,BM,2a,0,15,Standard
52,Llama2,20,Age_20_21,Age_20_22,Male,PE,1a,1,5,Standard
52,Llama2,20,Age_20_21,Age_20_22,Male,PE,1a,1,5,Standard
52,Llama2,20,Age_20_21,Age_20_22,Male,PE,1a,1,5,Standard
52,Llama2,20,Age_20_21,Age_20_22,Male,PE,1a,1,0.05,Standard
53,Llama2,19,Age_19,Age_19,Other,BM,1b,1,0.45,Standard
53,Llama2,19,Age_19,Age_19,Other,BM,1b,0,0.6,Standard
53,Llama2,19,Age_19,Age_19,Other,BM,1b,0,4,Standard
53,Llama2,19,Age_19,Age_19,Other,BM,1b,0,1.95,Standard
54,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,1,0.05,Standard
54,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,0.4,Standard
54,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,0.3,Standard
54,Llama2,21,Age_20_21,Age_20_22,Male,PE,2b,0,0.1,Standard
55,Llama2,19,Age_19,Age_19,Male,BM,2a,0,0.5,Standard
55,Llama2,19,Age_19,Age_19,Male,BM,2a,0,80,Standard
55,Llama2,19,Age_19,Age_19,Male,BM,2a,0,0.9,Standard
55,Llama2,19,Age_19,Age_19,Male,BM,2a,0,0.5,Standard
56,Llama2,18,Age_18,Age_18,Female,BM,2a,0,-999,Standard
56,Llama2,18,Age_18,Age_18,Female,BM,2a,0,0.5,Standard
56,Llama2,18,Age_18,Age_18,Female,BM,2a,0,0.5,Standard
56,Llama2,18,Age_18,Age_18,Female,BM,2a,0,0.5,Standard
57,Llama2,18,Age_18,Age_18,Female,PE,2b,0,50,Standard
57,Llama2,18,Age_18,Age_18,Female,PE,2b,0,0.6,Standard
57,Llama2,18,Age_18,Age_18,Female,PE,2b,0,0.55,Standard
57,Llama2,18,Age_18,Age_18,Female,PE,2b,0,60,Standard
58,Llama2,20,Age_20_21,Age_20_22,Female,PE,1a,1,5,Standard
58,Llama2,20,Age_20_21,Age_20_22,Female,PE,1a,0,10,Standard
58,Llama2,20,Age_20_21,Age_20_22,Female,PE,1a,0,0.5,Standard
58,Llama2,20,Age_20_21,Age_20_22,Female,PE,1a,1,5,Standard
59,Llama2,18,Age_18,Age_18,Female,BM,1b,0,0.9,Standard
59,Llama2,18,Age_18,Age_18,Female,BM,1b,0,40,Standard
59,Llama2,18,Age_18,Age_18,Female,BM,1b,0,0.4,Standard
59,Llama2,18,Age_18,Age_18,Female,BM,1b,0,1,Standard
60,Llama2,18,Age_18,Age_18,Female,PE,1a,0,25,Standard
60,Llama2,18,Age_18,Age_18,Female,PE,1a,1,0.05,Standard
60,Llama2,18,Age_18,Age_18,Female,PE,1a,0,0.55,Standard
60,Llama2,18,Age_18,Age_18,Female,PE,1a,1,5,Standard
61,Llama2,20,Age_20_21,Age_20_22,Female,BM,1b,1,0.45,Standard
61,Llama2,20,Age_20_21,Age_20_22,Female,BM,1b,1,0.45,Standard
61,Llama2,20,Age_20_21,Age_20_22,Female,BM,1b,0,40,Standard
61,Llama2,20,Age_20_21,Age_20_22,Female,BM,1b,0,60,Standard
62,Llama2,31,Age_29_33,Age_30_35,Female,PE,2b,0,90,Standard
62,Llama2,31,Age_29_33,Age_30_35,Female,PE,2b,0,10,Standard
62,Llama2,31,Age_29_33,Age_30_35,Female,PE,2b,0,0.6,Standard
62,Llama2,31,Age_29_33,Age_30_35,Female,PE,2b,0,0.65,Standard
63,Llama2,18,Age_18,Age_18,Male,BM,2a,0,1,Standard
