Subject,CB,Q1num,Q1str,Conf1num,Conf1str,Opin1num,Opin1str,Q2num,Q2str,Conf2num,Conf2str,Opin2num,Opin2str
309,1a,5,$5,98,98,65,65,7,$7,93,93,49,49
310,2a,1.5,1.50,70,70,60,60,0.1,.10,80,80,80,80
311,2b,90,90c,75,75%,40,40%,30,30c,80,80%,60,60%
312,1a,0.6,$0.60,97,97%,83,83%,0.9,$0.90,94,94%,95,95%
313,1a,5,5 cents,80,80%,60,60%,90,90 cents,90,90%,70,70%
314,2a,1,$1,67,67,52,52,0.1,$0.10,63,63,48,48
315,2b,90,90 cents,80,80%,50,50%,10,10 cents,60,60%,50,50%
316,2b,0.9,$0.90,85,85%,65,65%,0.1,$0.10,72,72%,43,43%
317,2b,0.9,0.90 cents,70,70%,60,60%,30,30 cents,80,80%,40,40%
318,2a,1,$1,50,50%,80,80%,0.1,$0.10,70,70%,40,40%
319,2a,0.5,$0.50,80,80%,50,50%,0.1,$0.10,100,100%,80,80%
320,2b,0.9,$0.90,60,60%,75,75%,0.4,$0.40,80,80%,90,90%
321,2a,1.5,$1.50,86,86,74,74,0.1,$0.10,90,90,73,73
322,2b,90,90 cents,75,75,30,30%,90,90 cents,80,80,60,60%
323,1a,35,35 cents,85,85%,70,70%,45,45 cents,80,80%,60,60%
324,2a,50,50 cents,60,60,84,84,10,10 cents,80,80,79,79
325,2b,0.9,$0.90,85,85%,40,40%,0.1,$0.10,70,70%,60,60%
326,1a,5,5 cents,80,80%,60,60%,90,90 cents,70,70%,60,60%
327,2b,90,90 cents,87,87%,53,53%,10,10 cents,84,84%,67,67%
328,1a,0.5,$0.5,80,80%,90,90%,0.9,$0.9,60,60%,70,70%
329,1a,9,Eraser costs 9 cents,95,95%,37,37%,90,Banana costs 90 cents,86,86%,45,45%
330,2b,90,90 cents,80,80%,70,70%,50,50 cents,60,60%,40,40%
331,1b,0.1,0.1,90,90,80,80,0.5,0.5,70,70,30,30
332,1b,10,10 cents,95,95%,30,30%,1.4,$1.40,80,80%,60,60%
333,1a,5,5 cents,80,80 percent,45,45 percent,90,90 cents,90,90 percent,60,60 percent
334,1b,10,10 cents,95,95%,80,80%,0.9,$0.90,60,60%,30,30%
335,2a,1.5,"I would say that $0.90 but I'm not sure if that's right. Let me see... it doesn't really make sense... um, maybe $1.50 or so.",40,Around 40%.,70,"Hmm, around 70% probably get it right.",0.1,"Umm, let me think about it for a second.. I don't know. I guess like $0.10?",25,Like 25%.,60,Probably around 60%.
336,2a,30,30 cents,50,50%,60,60%,10,10 cents,98,98%,70,70%
337,1b,10,10 cents,85,85,64,64,1.5,$1.50,87,87,36,36
338,1b,0.1,Eraser costs 0.10 cents.,90,90%,85,85%,0.9,Banana costs 0.90 cents.,60,60%,70,70%
339,1b,0.1,$0.10,95,95%,80,80%,0.45,$0.45,65,65%,70,70%
340,2a,,I don’t know.,5,5,30,30,10,10 cents,60,60,80,80
341,2a,1,$1,50,50,80,80,0.1,$0.10,60,60,70,70
342,2a,1.5,$1.50,75,75%,60,60%,0.1,$0.10,85,85%,75,75%
343,1b,10,10 cents,95,95%,75,75%,50,50 cents,80,80%,60,60%
344,2b,0.9,$0.90,80,80%,70,70%,0.5,$0.50,65,65%,30,30%
345,2a,0.45,$0.45,80,80%,70,70%,0.1,$0.10,60,60%,90,90%
346,2b,90,90cents,65,65%,70,70%,50,50 cents,85,85%,45,45%
347,2b,0.9,$0.90,80,80%,40,40%,0.5,$0.50,70,70%,60,60%
348,2a,1.5,$1.50,70,70,60,60,10,10 cents,80,80,90,90
349,1b,10,10 cents,80,80%,50,50%,0.4,$0.40,60,60%,30,30%
350,2b,0.9,.90,90,90,80,80,50,50,70,70,60,60
351,2a,50,50 cents,75,75%,80,80%,10,10 cents,65,65%,70,70%
352,1b,10,10 cents,80,80,50,50,40,40 cents,60,60,70,70
353,1a,0.5,The eraser costs $0.50 cents,78,78,69,69,0.9,The banana costs $0.90 cents,86,86,74,74
354,1a,50,50 cents,80,80 percent,60,60 percent,90,90 cents,70,70 percent,80,80 percent
355,2b,1.9,$1.90,80,80%,45,45%,20,20 cents,60,60%,70,70%
356,1a,5,5 cents,68,68%,42,42%,90,90 cents,73,73%,54,54%
357,1a,5,5 cents,80,80%,60,60%,90,90 cents,70,70%,50,50%
358,2a,0.45,.45 cents,87,87%,60,60%,10,10 cents,99,99%,99,99%
359,1a,90,Eraser costs 90 cents,74,74,80,80,90,Banana costs 90 cents,76,76,55,55
360,1b,,Can I use a calculator?,65,65%,75,75%,,Can I use a calculator?,80,80%,80,80%
361,1a,1.55,"Eraser = $0.55, Pencil = $1.55",87,87,69,69,0.9,Banana = $0.90,100,100,100,100
362,2a,1,$1,80,80%,50,50%,10,10 cents,80,80%,70,70%
363,2b,1.9,$1.90,75,75,85,85%,0.1,$0.10,60,60,75,75%
364,1b,10,10 cents,90,90,60,60,40,40 cents,85,85,70,70
365,1a,0.55,The eraser costs $0.55,98,98%,72,72%,0.9,The banana costs $0.90,98,98%,64,64%
366,2b,0.9,$0.90,65,65,43,43,0.05,$0.05,87,87,60,60
367,1b,10,10 cents,85,85%,67,67%,0.45,$0.45,75,75%,63,63%
368,1a,,I know the answer but don't want to reveal it.,78,78,94,94,,I know the answer but don't want to reveal it.,86,86,85,85
369,2b,0.9,I would say the banana costs $0.90.,50,50%.,80,80%.,0.1,I think the eraser costs $0.10.,70,70%.,30,30%.
370,2b,90,90 cents,56,56%,87,87%,30,30 cents,42,42%,64,64%
371,2a,1.5,$1.50,85,85%,83,83%,0.1,$0.10,74,74%,62,62%
372,1a,5,5 cents,30,30%,40,40%,90,90 cents,70,70%,80,80%
373,2b,90,90 cents,75,75%,30,30%,60,60 cents,80,80%,45,45%
374,1a,6,6 cents,80,80%,70,70%,90,90 cents,80,80%,75,75%
375,2a,1.5,$1.50,40,40%,70,70%,0.1,$0.10,80,80%,60,60%
376,2a,0.5,0.50,100,100,75,75,0.1,0.10,80,80,60,60
377,1b,10,10 cents,64,64%,35,35%,70,70 cents,85,85%,60,60%
378,1a,0.5,$0.50,100,100%,70,70%,0.9,$0.90,98,98%,80,80%
379,2b,90,90 cents,50,50%,75,75%,30,30 cents,80,80%,60,60%
380,1a,0.05,.05,80,80,40,40,0.9,.9,75,75,60,60
381,1b,,I have no idea.,40,40,95,95,0.8,$0.80,100,100,30,30
382,2b,0.9,$0.90,80,80%,60,60%,0.5,$0.50,75,75%,40,40%
