Subject,Group,Age,Gender,StandardProblem,CBType,StandardAcc,StandardResp,ControlAcc,ControlResp,StandardRT,ControlRT,StandardConfidence,ControlConfidence,StandardOpinion,ControlOpinion,StandardRecall,ControlRecall,StandardMC,ControlMC,LogStandardRT,LogControlRT,LogRTdiff,Confdiff,Opindiff
204,LLM_L2WVU70,33,Male,PE,1a,0,1,1,0.9,,,0.8,0.75,0.65,0.43,,,,,,,,0.05,0.22
205,LLM_L2WVU70,27,Male,PE,2b,1,5,1,90,,,0.8,1,0.7,0.5,,,,,,,,-0.2,0.2
206,LLM_L2WVU70,26,Male,BM,1b,0,0.4,1,10,,,0.3,0.8,0.75,0.5,,,,,,,,-0.5,0.25
207,LLM_L2WVU70,31,Female,BM,2a,0,0.5,1,0.1,,,0.95,0.65,0.78,0.43,,,,,,,,0.3,0.35
208,LLM_L2WVU70,33,Male,BM,1b,0,0.4,1,0.1,,,0.76,0.98,0.3,0.5,,,,,,,,-0.22,-0.2
209,LLM_L2WVU70,38,Female,BM,2a,0,1.45,1,0.1,,,0.6,0.8,0.7,0.6,,,,,,,,-0.2,0.1
210,LLM_L2WVU70,36,Female,BM,1b,0,50,1,10,,,0.4,0.7,0.6,0.8,,,,,,,,-0.3,-0.2
211,LLM_L2WVU70,28,Male,PE,2b,0,50,1,90,,,0.8,0.7,0.9,0.85,,,,,,,,0.1,0.05
212,LLM_L2WVU70,25,Male,PE,2b,0,10,1,90,,,0.64,1,0.35,0.78,,,,,,,,-0.36,-0.43
213,LLM_L2WVU70,56,Male,BM,2a,0,1,1,10,,,0.8,0.9,0.75,0.9,,,,,,,,-0.1,-0.15
214,LLM_L2WVU70,37,Male,PE,2b,0,20,1,90,,,0.4,0.5,0.65,0.85,,,,,,,,-0.1,-0.2
215,LLM_L2WVU70,34,Male,BM,2a,0,1,1,10,,,0.8,0.75,0.5,0.6,,,,,,,,0.05,-0.1
216,LLM_L2WVU70,25,Male,BM,1b,0,40,1,10,,,0.7,0.8,0.5,0.6,,,,,,,,-0.1,-0.1
217,LLM_L2WVU70,38,Male,PE,1a,0,,1,0.9,,,0,0.75,0.5,0.8,,,,,,,,-0.75,-0.3
218,LLM_L2WVU70,36,Female,BM,2a,0,10,1,10,,,0.8,0.85,0.7,0.6,,,,,,,,-0.05,0.1
219,LLM_L2WVU70,39,Male,PE,2b,0,10,0,10,,,0.7,0.8,0.6,0.5,,,,,,,,-0.1,0.1
220,LLM_L2WVU70,30,Male,BM,1b,0,0.4,1,0.1,,,0.75,0.85,0.6,0.9,,,,,,,,-0.1,-0.3
221,LLM_L2WVU70,41,Male,PE,1a,0,50,1,90,,,0.9,0.9,0.8,0.8,,,,,,,,0,0
222,LLM_L2WVU70,36,Male,BM,2a,0,1.45,1,0.1,,,0.78,0.73,0.65,0.7,,,,,,,,0.05,-0.05
223,LLM_L2WVU70,34,Female,BM,1b,0,60,0,20,,,0.9,0.75,0.85,0.8,,,,,,,,0.15,0.05
224,LLM_L2WVU70,26,Female,BM,2a,0,1,1,0.1,,,0.8,0.7,0.5,0.75,,,,,,,,0.1,-0.25
225,LLM_L2WVU70,36,Female,PE,1a,1,5,1,90,,,0.8,0.8,0.7,0.6,,,,,,,,0,0.1
226,LLM_L2WVU70,51,Male,PE,1a,1,0.05,0,0.8,,,0.34,0.86,0.27,0.95,,,,,,,,-0.52,-0.68
227,LLM_L2WVU70,29,Male,PE,2b,0,0.6,1,0.9,,,0.75,0.75,0.4,0.8,,,,,,,,0,-0.4
228,LLM_L2WVU70,29,Male,PE,2b,0,0.1,1,0.9,,,0.64,0.85,0.38,0.75,,,,,,,,-0.21,-0.37
229,LLM_L2WVU70,19,Male,PE,1a,1,5,1,90,,,0.7,0.8,0.6,0.8,,,,,,,,-0.1,-0.2
230,LLM_L2WVU70,29,Female,BM,2a,0,1,1,0.1,,,0.5,0.75,0.34,0.68,,,,,,,,-0.25,-0.34
231,LLM_L2WVU70,24,Male,PE,1a,0,35,0,45,,,0.9,0.7,0.8,0.6,,,,,,,,0.2,0.2
232,LLM_L2WVU70,32,Female,BM,1b,1,0.45,1,0.1,,,0.8,0.75,0.35,0.65,,,,,,,,0.05,-0.3
233,LLM_L2WVU70,28,Male,BM,1b,0,1.4,1,10,,,0.7,0.95,0.8,0.7,,,,,,,,-0.25,0.1
234,LLM_L2WVU70,30,Female,BM,1b,0,1.4,1,10,,,0.8,0.75,0.7,0.6,,,,,,,,0.05,0.1
235,LLM_L2WVU70,37,Male,PE,2b,0,50,0,1.9,,,0.9,0.95,0.6,0.8,,,,,,,,-0.05,-0.2
236,LLM_L2WVU70,23,Male,PE,1a,0,0.5,1,0.9,,,0.98,0.94,0.6,0.72,,,,,,,,0.04,-0.12
237,LLM_L2WVU70,32,Female,PE,2b,0,40,1,90,,,0.6,0.75,0.55,0.88,,,,,,,,-0.15,-0.33
238,LLM_L2WVU70,42,Male,BM,2a,0,5,1,10,,,0.86,0.95,0.73,0.84,,,,,,,,-0.09,-0.11
239,LLM_L2WVU70,41,Male,BM,2a,0,90,1,10,,,1,1,0.85,0.7,,,,,,,,0,0.15
240,LLM_L2WVU70,30,Male,PE,1a,0,0.45,1,0.9,,,0.8,0.6,0.7,0.3,,,,,,,,0.2,0.4
241,LLM_L2WVU70,34,Female,BM,1b,0,1,1,0.1,,,0.7,0.65,0.34,0.28,,,,,,,,0.05,0.06
242,LLM_L2WVU70,32,Female,BM,1b,0,60,1,10,,,0.75,0.95,0.3,0.8,,,,,,,,-0.2,-0.5
243,LLM_L2WVU70,39,Male,PE,1a,0,50,1,90,,,0.67,0.84,0.82,0.93,,,,,,,,-0.17,-0.11
244,LLM_L2WVU70,31,Male,BM,1b,0,0.9,1,0.1,,,0.67,0.89,0.63,0.45,,,,,,,,-0.22,0.18
245,LLM_L2WVU70,30,Male,BM,2a,0,1.5,1,0.1,,,0.85,0.74,0.7,0.63,,,,,,,,0.11,0.07
246,LLM_L2WVU70,30,Male,BM,2a,0,1.5,1,0.1,,,1,1,0.8,0.74,,,,,,,,0,0.06
247,LLM_L2WVU70,54,Female,PE,1a,0,9,1,90,,,0.6,0.77,0.28,0.45,,,,,,,,-0.17,-0.17
248,LLM_L2WVU70,65,Male,BM,2a,0,1.4,1,0.1,,,0.7,0.98,0.75,0.86,,,,,,,,-0.28,-0.11
249,LLM_L2WVU70,24,Male,BM,1b,0,0.3,1,10,,,0.85,0.95,0.7,0.6,,,,,,,,-0.1,0.1
250,LLM_L2WVU70,24,Male,PE,2b,0,0.1,0,1.9,,,0.8,0.75,0.55,0.35,,,,,,,,0.05,0.2
251,LLM_L2WVU70,32,Male,BM,2a,0,,1,10,,,0.5,0.8,0.8,0.9,,,,,,,,-0.3,-0.1
252,LLM_L2WVU70,30,Male,PE,1a,1,5,1,90,,,0.7,0.6,0.8,0.3,,,,,,,,0.1,0.5
253,LLM_L2WVU70,28,Male,PE,1a,1,5,1,90,,,0.99,0.65,0.73,0.48,,,,,,,,0.34,0.25
254,LLM_L2WVU70,40,Male,PE,2b,0,60,1,90,,,0.5,0.5,0.7,0.85,,,,,,,,0,-0.15
255,LLM_L2WVU70,47,Female,BM,1b,0,0.3,1,0.1,,,0.98,0.98,0.7,0.65,,,,,,,,0,0.05
256,LLM_L2WVU70,35,Male,PE,1a,0,0.5,1,0.9,,,0.8,0.6,0.75,0.8,,,,,,,,0.2,-0.05
257,LLM_L2WVU70,18,Male,PE,2b,0,1,0,0.5,,,0.3,0.4,0.4,0.6,,,,,,,,-0.1,-0.2
258,LLM_L2WVU70,19,Female,PE,2b,0,40,1,90,,,0.7,0.8,0.6,0.5,,,,,,,,-0.1,0.1
259,LLM_L2WVU70,19,Male,BM,2a,0,,0,0,,,0.38,0.47,0.76,0.54,,,,,,,,-0.09,0.22
260,LLM_L2WVU70,18,Male,BM,1b,0,0.4,1,0.1,,,0.7,0.9,0.85,0.65,,,,,,,,-0.2,0.2
261,LLM_L2WVU70,20,Female,PE,1a,0,40,0,60,,,0.75,0.8,0.9,0.7,,,,,,,,-0.05,0.2
262,LLM_L2WVU70,19,Female,PE,2b,0,0.5,1,0.9,,,0.85,0.75,0.45,0.3,,,,,,,,0.1,0.15
263,LLM_L2WVU70,19,Male,PE,1a,1,5,1,90,,,0.8,0.6,0.2,0.3,,,,,,,,0.2,-0.1
264,LLM_L2WVU70,20,Male,BM,2a,0,1.05,1,0.1,,,0.78,0.74,0.68,0.73,,,,,,,,0.04,-0.05
265,LLM_L2WVU70,19,Female,PE,2b,0,60,1,90,,,0.8,0.85,0.3,0.7,,,,,,,,-0.05,-0.4
266,LLM_L2WVU70,18,Male,PE,1a,1,5,1,90,,,0.95,0.9,0.8,0.75,,,,,,,,0.05,0.05
267,LLM_L2WVU70,19,Male,BM,1b,1,0.45,1,0.1,,,1,1,0.63,0.85,,,,,,,,0,-0.22
268,LLM_L2WVU70,19,Male,BM,1b,0,0.9,0,0.05,,,0.85,0.7,0.7,0.3,,,,,,,,0.15,0.4
269,LLM_L2WVU70,19,Male,BM,1b,1,45,0,5,,,0.65,0.8,0.3,0.7,,,,,,,,-0.15,-0.4
270,LLM_L2WVU70,19,Female,BM,2a,0,0.5,1,0.1,,,0.67,0.45,0.83,0.89,,,,,,,,0.22,-0.06
271,LLM_L2WVU70,19,Female,PE,1a,1,5,0,40,,,0.7,0.85,0.6,0.9,,,,,,,,-0.15,-0.3
272,LLM_L2WVU70,19,Female,BM,1b,1,0.45,1,0.1,,,0.6,0.75,0.65,0.85,,,,,,,,-0.15,-0.2
273,LLM_L2WVU70,20,Male,BM,2a,1,45,1,10,,,0.8,0.6,0.75,0.85,,,,,,,,0.2,-0.1
274,LLM_L2WVU70,18,Female,PE,2b,0,0.1,1,0.9,,,0.4,0.75,0.3,0.6,,,,,,,,-0.35,-0.3
275,LLM_L2WVU70,19,Male,BM,1b,1,45,1,10,,,0.78,0.86,0.49,0.32,,,,,,,,-0.08,0.17
276,LLM_L2WVU70,21,Male,BM,1b,0,0.9,1,0.1,,,1,0.98,0.99,0.95,,,,,,,,0.02,0.04
277,LLM_L2WVU70,20,Female,BM,1b,0,40,1,10,,,1,0.95,0.9,0.8,,,,,,,,0.05,0.1
278,LLM_L2WVU70,20,Male,BM,1b,0,1,1,10,,,0.8,0.65,0.8,0.73,,,,,,,,0.15,0.07
279,LLM_L2WVU70,19,Male,BM,1b,1,0.45,1,10,,,0.65,0.75,0.35,0.8,,,,,,,,-0.1,-0.45
280,LLM_L2WVU70,21,Female,BM,2a,0,1,1,0.1,,,0.75,0.93,0.48,0.68,,,,,,,,-0.18,-0.2
281,LLM_L2WVU70,19,Female,PE,1a,0,,1,0.9,,,0.25,0.8,0.35,0.75,,,,,,,,-0.55,-0.4
282,LLM_L2WVU70,21,Male,PE,1a,1,5,0,30,,,0.74,0.98,0.65,0.9,,,,,,,,-0.24,-0.25
283,LLM_L2WVU70,29,Male,BM,1b,0,1.5,1,10,,,0.9,0.85,0.63,0.76,,,,,,,,0.05,-0.13
284,LLM_L2WVU70,24,Male,BM,1b,0,0.8,1,0.1,,,0.6,0.8,0.45,0.75,,,,,,,,-0.2,-0.3
285,LLM_L2WVU70,30,Male,PE,2b,0,0.1,1,0.9,,,0.6,0.75,0.4,0.8,,,,,,,,-0.15,-0.4
286,LLM_L2WVU70,40,Female,PE,1a,1,5,1,90,,,0.7,0.8,0.9,0.6,,,,,,,,-0.1,0.3
287,LLM_L2WVU70,37,Male,PE,2b,0,10,1,90,,,0.86,0.94,0.75,0.5,,,,,,,,-0.08,0.25
288,LLM_L2WVU70,28,Male,PE,1a,0,0.45,1,0.9,,,0.79,0.98,0.63,0.87,,,,,,,,-0.19,-0.24
289,LLM_L2WVU70,29,Male,PE,1a,1,5,1,90,,,0.6,0.8,0.75,0.9,,,,,,,,-0.2,-0.15
290,LLM_L2WVU70,29,Female,BM,2a,1,45,0,30,,,0.72,0.77,0.68,0.82,,,,,,,,-0.05,-0.14
291,LLM_L2WVU70,24,Male,PE,2b,0,0.65,1,0.9,,,0.8,0.85,0.4,0.7,,,,,,,,-0.05,-0.3
292,LLM_L2WVU70,42,Female,BM,2a,0,1,1,10,,,0.75,1,0.6,0.85,,,,,,,,-0.25,-0.25
293,LLM_L2WVU70,24,Male,PE,2b,0,60,1,90,,,1,0.75,0.8,0.9,,,,,,,,0.25,-0.1
294,LLM_L2WVU70,41,Female,BM,2a,0,35,1,10,,,0.8,0.7,0.6,0.6,,,,,,,,0.1,0
295,LLM_L2WVU70,21,Male,PE,2b,0,0.35,1,0.9,,,0.9,0.85,0.8,0.7,,,,,,,,0.05,0.1
296,LLM_L2WVU70,23,Female,BM,2a,0,1.4,1,0.1,,,0.8,1,0.75,0.9,,,,,,,,-0.2,-0.15
297,LLM_L2WVU70,21,Male,BM,2a,0,0.3,1,0.1,,,0.85,0.75,0.65,0.4,,,,,,,,0.1,0.25
298,LLM_L2WVU70,22,Male,PE,2b,0,60,1,90,,,0.75,0.75,0.3,0.8,,,,,,,,0,-0.5
299,LLM_L2WVU70,20,Female,BM,2a,0,0.3,1,0.1,,,0.8,0.6,0.75,0.4,,,,,,,,0.2,0.35
300,LLM_L2WVU70,26,Female,BM,1b,0,40,1,10,,,0.8,0.95,0.6,0.7,,,,,,,,-0.15,-0.1
301,LLM_L2WVU70,28,Female,BM,1b,0,0.9,1,10,,,0.6,1,0.4,0.95,,,,,,,,-0.4,-0.55
302,LLM_L2WVU70,29,Male,BM,2a,0,1.5,0,1,,,0.76,0.38,0.48,0.86,,,,,,,,0.38,-0.38
303,LLM_L2WVU70,23,Male,PE,2b,0,40,1,90,,,0.7,0.85,0.6,0.85,,,,,,,,-0.15,-0.25
304,LLM_L2WVU70,29,Male,BM,1b,0,0.5,1,0.1,,,0.75,0.8,0.5,0.6,,,,,,,,-0.05,-0.1
305,LLM_L2WVU70,27,Male,BM,2a,0,1,1,0.1,,,0.8,0.9,0.65,0.7,,,,,,,,-0.1,-0.05
306,LLM_L2WVU70,25,Male,BM,1b,0,0.3,1,0.1,,,0.6,0.9,0.54,0.87,,,,,,,,-0.3,-0.33
307,LLM_L2WVU70,22,Male,BM,1b,0,50,1,10,,,0.85,0.95,0.76,0.43,,,,,,,,-0.1,0.33
308,LLM_L2WVU70,24,Female,PE,1a,0,50,1,90,,,0.85,0.9,0.9,0.95,,,,,,,,-0.05,-0.05
309,LLM_L2WVU70,22,Male,PE,1a,1,5,0,7,,,0.98,0.93,0.65,0.49,,,,,,,,0.05,0.16
310,LLM_L2WVU70,24,Female,BM,2a,0,1.5,1,0.1,,,0.7,0.8,0.6,0.8,,,,,,,,-0.1,-0.2
311,LLM_L2WVU70,26,Male,PE,2b,0,30,1,90,,,0.8,0.75,0.6,0.4,,,,,,,,0.05,0.2
312,LLM_L2WVU70,25,Male,PE,1a,0,0.6,1,0.9,,,0.97,0.94,0.83,0.95,,,,,,,,0.03,-0.12
313,LLM_L2WVU70,23,Male,PE,1a,1,5,1,90,,,0.8,0.9,0.6,0.7,,,,,,,,-0.1,-0.1
314,LLM_L2WVU70,28,Male,BM,2a,0,1,1,0.1,,,0.67,0.63,0.52,0.48,,,,,,,,0.04,0.04
315,LLM_L2WVU70,24,Male,PE,2b,0,10,1,90,,,0.6,0.8,0.5,0.5,,,,,,,,-0.2,0
316,LLM_L2WVU70,35,Female,PE,2b,0,0.1,1,0.9,,,0.72,0.85,0.43,0.65,,,,,,,,-0.13,-0.22
317,LLM_L2WVU70,25,Male,PE,2b,0,30,1,0.9,,,0.8,0.7,0.4,0.6,,,,,,,,0.1,-0.2
318,LLM_L2WVU70,20,Male,BM,2a,0,1,1,0.1,,,0.5,0.7,0.8,0.4,,,,,,,,-0.2,0.4
319,LLM_L2WVU70,23,Male,BM,2a,0,0.5,1,0.1,,,0.8,1,0.5,0.8,,,,,,,,-0.2,-0.3
320,LLM_L2WVU70,39,Male,PE,2b,0,0.4,1,0.9,,,0.8,0.6,0.9,0.75,,,,,,,,0.2,0.15
321,LLM_L2WVU70,23,Male,BM,2a,0,1.5,1,0.1,,,0.86,0.9,0.74,0.73,,,,,,,,-0.04,0.01
322,LLM_L2WVU70,20,Male,PE,2b,0,90,1,90,,,0.8,0.75,0.6,0.3,,,,,,,,0.05,0.3
323,LLM_L2WVU70,21,Male,PE,1a,0,35,0,45,,,0.85,0.8,0.7,0.6,,,,,,,,0.05,0.1
324,LLM_L2WVU70,23,Male,BM,2a,0,50,1,10,,,0.6,0.8,0.84,0.79,,,,,,,,-0.2,0.05
325,LLM_L2WVU70,39,Female,PE,2b,0,0.1,1,0.9,,,0.7,0.85,0.6,0.4,,,,,,,,-0.15,0.2
326,LLM_L2WVU70,24,Male,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.6,,,,,,,,0.1,0
327,LLM_L2WVU70,46,Female,PE,2b,0,10,1,90,,,0.84,0.87,0.67,0.53,,,,,,,,-0.03,0.14
328,LLM_L2WVU70,24,Male,PE,1a,0,0.5,1,0.9,,,0.8,0.6,0.9,0.7,,,,,,,,0.2,0.2
329,LLM_L2WVU70,21,Female,PE,1a,0,9,1,90,,,0.95,0.86,0.37,0.45,,,,,,,,0.09,-0.08
330,LLM_L2WVU70,21,Male,PE,2b,0,50,1,90,,,0.6,0.8,0.4,0.7,,,,,,,,-0.2,-0.3
331,LLM_L2WVU70,32,Male,BM,1b,0,0.5,1,0.1,,,0.7,0.9,0.3,0.8,,,,,,,,-0.2,-0.5
332,LLM_L2WVU70,18,Male,BM,1b,0,1.4,1,10,,,0.8,0.95,0.6,0.3,,,,,,,,-0.15,0.3
333,LLM_L2WVU70,33,Male,PE,1a,1,5,1,90,,,0.8,0.9,0.45,0.6,,,,,,,,-0.1,-0.15
334,LLM_L2WVU70,24,Male,BM,1b,0,0.9,1,10,,,0.6,0.95,0.3,0.8,,,,,,,,-0.35,-0.5
335,LLM_L2WVU70,29,Female,BM,2a,0,1.5,1,0.1,,,0.4,0.25,0.7,0.6,,,,,,,,0.15,0.1
336,LLM_L2WVU70,24,Male,BM,2a,0,30,1,10,,,0.5,0.98,0.6,0.7,,,,,,,,-0.48,-0.1
337,LLM_L2WVU70,29,Male,BM,1b,0,1.5,1,10,,,0.87,0.85,0.36,0.64,,,,,,,,0.02,-0.28
338,LLM_L2WVU70,25,Male,BM,1b,0,0.9,1,0.1,,,0.6,0.9,0.7,0.85,,,,,,,,-0.3,-0.15
339,LLM_L2WVU70,22,Female,BM,1b,1,0.45,1,0.1,,,0.65,0.95,0.7,0.8,,,,,,,,-0.3,-0.1
340,LLM_L2WVU70,40,Female,BM,2a,0,,1,10,,,0.05,0.6,0.3,0.8,,,,,,,,-0.55,-0.5
341,LLM_L2WVU70,30,Female,BM,2a,0,1,1,0.1,,,0.5,0.6,0.8,0.7,,,,,,,,-0.1,0.1
342,LLM_L2WVU70,20,Male,BM,2a,0,1.5,1,0.1,,,0.75,0.85,0.6,0.75,,,,,,,,-0.1,-0.15
343,LLM_L2WVU70,33,Female,BM,1b,0,50,1,10,,,0.8,0.95,0.6,0.75,,,,,,,,-0.15,-0.15
344,LLM_L2WVU70,29,Female,PE,2b,0,0.5,1,0.9,,,0.65,0.8,0.3,0.7,,,,,,,,-0.15,-0.4
345,LLM_L2WVU70,21,Male,BM,2a,1,0.45,1,0.1,,,0.8,0.6,0.7,0.9,,,,,,,,0.2,-0.2
346,LLM_L2WVU70,22,Male,PE,2b,0,50,1,90,,,0.85,0.65,0.45,0.7,,,,,,,,0.2,-0.25
347,LLM_L2WVU70,22,Male,PE,2b,0,0.5,1,0.9,,,0.7,0.8,0.6,0.4,,,,,,,,-0.1,0.2
348,LLM_L2WVU70,49,Male,BM,2a,0,1.5,1,10,,,0.7,0.8,0.6,0.9,,,,,,,,-0.1,-0.3
349,LLM_L2WVU70,27,Female,BM,1b,0,0.4,1,10,,,0.6,0.8,0.3,0.5,,,,,,,,-0.2,-0.2
350,LLM_L2WVU70,19,Male,PE,2b,0,50,1,0.9,,,0.7,0.9,0.6,0.8,,,,,,,,-0.2,-0.2
351,LLM_L2WVU70,22,Male,BM,2a,0,50,1,10,,,0.75,0.65,0.8,0.7,,,,,,,,0.1,0.1
352,LLM_L2WVU70,29,Male,BM,1b,0,40,1,10,,,0.6,0.8,0.7,0.5,,,,,,,,-0.2,0.2
353,LLM_L2WVU70,23,Male,PE,1a,0,0.5,1,0.9,,,0.78,0.86,0.69,0.74,,,,,,,,-0.08,-0.05
354,LLM_L2WVU70,22,Male,PE,1a,0,50,1,90,,,0.8,0.7,0.6,0.8,,,,,,,,0.1,-0.2
355,LLM_L2WVU70,27,Male,PE,2b,0,20,0,1.9,,,0.6,0.8,0.7,0.45,,,,,,,,-0.2,0.25
356,LLM_L2WVU70,19,Male,PE,1a,1,5,1,90,,,0.68,0.73,0.42,0.54,,,,,,,,-0.05,-0.12
357,LLM_L2WVU70,24,Female,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.5,,,,,,,,0.1,0.1
358,LLM_L2WVU70,21,Female,BM,2a,1,0.45,1,10,,,0.87,0.99,0.6,0.99,,,,,,,,-0.12,-0.39
359,LLM_L2WVU70,25,Male,PE,1a,0,90,1,90,,,0.74,0.76,0.8,0.55,,,,,,,,-0.02,0.25
360,LLM_L2WVU70,24,Male,BM,1b,0,,0,,,,0.8,0.65,0.8,0.75,,,,,,,,0.15,0.05
361,LLM_L2WVU70,23,Male,PE,1a,0,1.55,1,0.9,,,0.87,1,0.69,1,,,,,,,,-0.13,-0.31
362,LLM_L2WVU70,27,Male,BM,2a,0,1,1,10,,,0.8,0.8,0.5,0.7,,,,,,,,0,-0.2
363,LLM_L2WVU70,20,Female,PE,2b,0,0.1,0,1.9,,,0.6,0.75,0.75,0.85,,,,,,,,-0.15,-0.1
364,LLM_L2WVU70,25,Male,BM,1b,0,40,1,10,,,0.85,0.9,0.7,0.6,,,,,,,,-0.05,0.1
365,LLM_L2WVU70,36,Female,PE,1a,0,0.55,1,0.9,,,0.98,0.98,0.72,0.64,,,,,,,,0,0.08
366,LLM_L2WVU70,21,Female,PE,2b,1,0.05,1,0.9,,,0.87,0.65,0.6,0.43,,,,,,,,0.22,0.17
367,LLM_L2WVU70,39,Male,BM,1b,1,0.45,1,10,,,0.75,0.85,0.63,0.67,,,,,,,,-0.1,-0.04
368,LLM_L2WVU70,22,Male,PE,1a,0,,0,,,,0.78,0.86,0.94,0.85,,,,,,,,-0.08,0.09
369,LLM_L2WVU70,21,Female,PE,2b,0,0.1,1,0.9,,,0.7,0.5,0.3,0.8,,,,,,,,0.2,-0.5
370,LLM_L2WVU70,22,Female,PE,2b,0,30,1,90,,,0.42,0.56,0.64,0.87,,,,,,,,-0.14,-0.23
371,LLM_L2WVU70,26,Male,BM,2a,0,1.5,1,0.1,,,0.85,0.74,0.83,0.62,,,,,,,,0.11,0.21
372,LLM_L2WVU70,19,Female,PE,1a,1,5,1,90,,,0.3,0.7,0.4,0.8,,,,,,,,-0.4,-0.4
373,LLM_L2WVU70,24,Male,PE,2b,0,60,1,90,,,0.8,0.75,0.45,0.3,,,,,,,,0.05,0.15
374,LLM_L2WVU70,25,Female,PE,1a,0,6,1,90,,,0.8,0.8,0.7,0.75,,,,,,,,0,-0.05
375,LLM_L2WVU70,26,Male,BM,2a,0,1.5,1,0.1,,,0.4,0.8,0.7,0.6,,,,,,,,-0.4,0.1
376,LLM_L2WVU70,21,Female,BM,2a,0,0.5,1,0.1,,,1,0.8,0.75,0.6,,,,,,,,0.2,0.15
377,LLM_L2WVU70,20,Male,BM,1b,0,70,1,10,,,0.85,0.64,0.6,0.35,,,,,,,,0.21,0.25
378,LLM_L2WVU70,20,Male,PE,1a,0,0.5,1,0.9,,,1,0.98,0.7,0.8,,,,,,,,0.02,-0.1
379,LLM_L2WVU70,21,Female,PE,2b,0,30,1,90,,,0.8,0.5,0.6,0.75,,,,,,,,0.3,-0.15
380,LLM_L2WVU70,22,Male,PE,1a,1,0.05,1,0.9,,,0.8,0.75,0.4,0.6,,,,,,,,0.05,-0.2
381,LLM_L2WVU70,26,Male,BM,1b,0,0.8,0,,,,1,0.4,0.3,0.95,,,,,,,,0.6,-0.65
382,LLM_L2WVU70,21,Male,PE,2b,0,0.5,1,0.9,,,0.75,0.8,0.4,0.6,,,,,,,,-0.05,-0.2
