Subject,Group,Age,Gender,StandardProblem,CBType,StandardAcc,StandardResp,ControlAcc,ControlResp,StandardRT,ControlRT,StandardConfidence,ControlConfidence,StandardOpinion,ControlOpinion,StandardRecall,ControlRecall,StandardMC,ControlMC,LogStandardRT,LogControlRT,LogRTdiff,Confdiff,Opindiff
202,LLM_L2WVU70,25,Male,PE,1a,0,0.1,1,0.9,,,0.85,0.74,0.6,0.37,,,,,,,,0.11,0.23
203,LLM_L2WVU70,42,Male,PE,1a,0,50,1,90,,,0.9,0.75,0.8,0.6,,,,,,,,0.15,0.2
204,LLM_L2WVU70,33,Male,PE,1a,1,5,1,90,,,0.75,0.8,0.65,0.8,,,,,,,,-0.05,-0.15
205,LLM_L2WVU70,27,Male,PE,2b,0,30,0,1,,,0.6,1,0.7,0.85,,,,,,,,-0.4,-0.15
206,LLM_L2WVU70,26,Male,BM,1b,0,30,1,10,,,0.7,0.95,0.4,0.8,,,,,,,,-0.25,-0.4
207,LLM_L2WVU70,31,Female,BM,2a,0,90,1,10,,,0.8,0.75,0.6,0.8,,,,,,,,0.05,-0.2
208,LLM_L2WVU70,33,Male,BM,1b,0,0.4,1,0.1,,,0.75,0.95,0.62,0.82,,,,,,,,-0.2,-0.2
209,LLM_L2WVU70,38,Female,BM,2a,0,1.5,1,0.1,,,0.67,1,0.45,0.8,,,,,,,,-0.33,-0.35
210,LLM_L2WVU70,36,Female,BM,1b,1,45,1,10,,,0.8,0.95,0.65,0.75,,,,,,,,-0.15,-0.1
211,LLM_L2WVU70,28,Male,PE,2b,0,40,1,90,,,0.9,0.75,0.8,0.6,,,,,,,,0.15,0.2
212,LLM_L2WVU70,25,Male,PE,2b,0,10,1,90,,,0.8,0.6,0.75,0.8,,,,,,,,0.2,-0.05
213,LLM_L2WVU70,56,Male,BM,2a,0,0.8,1,0.1,,,0.4,0.7,0.4,0.5,,,,,,,,-0.3,-0.1
214,LLM_L2WVU70,37,Male,PE,2b,0,0.5,0,1.9,,,0.8,0.85,0.7,0.6,,,,,,,,-0.05,0.1
215,LLM_L2WVU70,34,Male,BM,2a,0,1,1,0.1,,,0.75,0.7,0.85,0.6,,,,,,,,0.05,0.25
216,LLM_L2WVU70,25,Male,BM,1b,0,0.8,0,0.05,,,0.8,0.6,0.3,0.4,,,,,,,,0.2,-0.1
217,LLM_L2WVU70,38,Male,PE,1a,1,0.05,1,0.9,,,1,1,0.7,0.9,,,,,,,,0,-0.2
218,LLM_L2WVU70,36,Female,BM,2a,1,0.45,1,0.1,,,0.8,0.6,0.7,0.3,,,,,,,,0.2,0.4
219,LLM_L2WVU70,39,Male,PE,2b,0,10,0,10,,,0.8,0.75,0.72,0.64,,,,,,,,0.05,0.08
220,LLM_L2WVU70,30,Male,BM,1b,0,85,0,20,,,0.58,0.64,0.32,0.74,,,,,,,,-0.06,-0.42
221,LLM_L2WVU70,41,Male,PE,1a,1,5,0,30,,,0.8,0.9,0.6,0.7,,,,,,,,-0.1,-0.1
222,LLM_L2WVU70,36,Male,BM,2a,0,1,1,10,,,0.75,0.6,0.85,0.75,,,,,,,,0.15,0.1
223,LLM_L2WVU70,34,Female,BM,1b,0,0.5,1,0.1,,,,,,,,,,,,,,,
224,LLM_L2WVU70,26,Female,BM,2a,0,1,1,0.1,,,0.8,0.85,0.6,0.8,,,,,,,,-0.05,-0.2
225,LLM_L2WVU70,36,Female,PE,1a,0,0.5,1,0.9,,,0.85,0.74,0.92,0.63,,,,,,,,0.11,0.29
226,LLM_L2WVU70,51,Male,PE,1a,1,0.05,0,0.7,,,0.96,0.94,0.83,0.95,,,,,,,,0.02,-0.12
227,LLM_L2WVU70,29,Male,PE,2b,0,10,1,90,,,0.8,0.75,0.6,0.3,,,,,,,,0.05,0.3
228,LLM_L2WVU70,29,Male,PE,2b,0,60,1,90,,,0.65,0.7,0.65,0.85,,,,,,,,-0.05,-0.2
229,LLM_L2WVU70,19,Male,PE,1a,0,50,1,90,,,0.7,0.8,0.6,0.9,,,,,,,,-0.1,-0.3
230,LLM_L2WVU70,29,Female,BM,2a,0,14,1,10,,,0.85,0.75,0.6,0.3,,,,,,,,0.1,0.3
231,LLM_L2WVU70,24,Male,PE,1a,0,,0,,,,0.75,0.95,0.8,0.75,,,,,,,,-0.2,0.05
232,LLM_L2WVU70,32,Female,BM,1b,1,0.45,1,10,,,0.75,0.95,0.6,0.8,,,,,,,,-0.2,-0.2
233,LLM_L2WVU70,28,Male,BM,1b,0,60,1,10,,,0.9,0.9,0.75,0.75,,,,,,,,0,0
234,LLM_L2WVU70,30,Female,BM,1b,0,40,1,10,,,0.8,0.95,0.6,0.7,,,,,,,,-0.15,-0.1
235,LLM_L2WVU70,37,Male,PE,2b,0,10,1,90,,,0.8,0.8,0.6,0.45,,,,,,,,0,0.15
236,LLM_L2WVU70,23,Male,PE,1a,1,5,0,40,,,0.78,0.91,0.69,0.83,,,,,,,,-0.13,-0.14
237,LLM_L2WVU70,32,Female,PE,2b,0,0.4,1,0.9,,,0.75,0.95,0.6,0.85,,,,,,,,-0.2,-0.25
238,LLM_L2WVU70,42,Male,BM,2a,0,1,1,0.1,,,0.7,0.85,0.8,0.7,,,,,,,,-0.15,0.1
239,LLM_L2WVU70,41,Male,BM,2a,0,0.5,1,0.1,,,0.8,0.7,0.6,0.8,,,,,,,,0.1,-0.2
240,LLM_L2WVU70,30,Male,PE,1a,0,50,0,60,,,0.8,0.4,0.75,0.3,,,,,,,,0.4,0.45
241,LLM_L2WVU70,34,Female,BM,1b,0,1,1,10,,,0.87,0.95,0.49,0.67,,,,,,,,-0.08,-0.18
242,LLM_L2WVU70,32,Female,BM,1b,0,1.4,1,10,,,0.75,0.8,0.65,0.85,,,,,,,,-0.05,-0.2
243,LLM_L2WVU70,39,Male,PE,1a,0,0.45,1,0.9,,,0.78,0.9,0.26,0.83,,,,,,,,-0.12,-0.57
244,LLM_L2WVU70,31,Male,BM,1b,0,0.85,0,,,,1,0.5,0.95,0.75,,,,,,,,0.5,0.2
245,LLM_L2WVU70,30,Male,BM,2a,0,1,1,10,,,0.65,0.85,0.74,0.93,,,,,,,,-0.2,-0.19
246,LLM_L2WVU70,30,Male,BM,2a,0,1,1,0.1,,,0.85,0.85,0.75,0.75,,,,,,,,0,0
247,LLM_L2WVU70,54,Female,PE,1a,0,0.3,1,0.9,,,0.85,0.8,0.62,0.75,,,,,,,,0.05,-0.13
248,LLM_L2WVU70,65,Male,BM,2a,0,1.8,0,0.05,,,0.73,0.67,0.42,0.61,,,,,,,,0.06,-0.19
249,LLM_L2WVU70,24,Male,BM,1b,0,1,1,10,,,0.8,0.95,0.7,0.6,,,,,,,,-0.15,0.1
250,LLM_L2WVU70,24,Male,PE,2b,0,0.6,1,0.9,,,0.95,0.75,0.9,0.8,,,,,,,,0.2,0.1
251,LLM_L2WVU70,32,Male,BM,2a,0,1,1,0.1,,,0.4,0.6,0.5,0.8,,,,,,,,-0.2,-0.3
252,LLM_L2WVU70,30,Male,PE,1a,1,5,0,45,,,0.75,0.8,0.6,0.7,,,,,,,,-0.05,-0.1
253,LLM_L2WVU70,28,Male,PE,1a,1,5,1,90,,,0.75,0.6,0.4,0.3,,,,,,,,0.15,0.1
254,LLM_L2WVU70,40,Male,PE,2b,0,50,1,90,,,0.65,0.75,0.4,0.8,,,,,,,,-0.1,-0.4
255,LLM_L2WVU70,47,Female,BM,1b,0,1,1,10,,,0.8,0.95,0.4,0.2,,,,,,,,-0.15,0.2
256,LLM_L2WVU70,35,Male,PE,1a,0,9,1,90,,,0.78,0.74,0.52,0.65,,,,,,,,0.04,-0.13
257,LLM_L2WVU70,18,Male,PE,2b,0,10,1,90,,,0.6,0.75,0.3,0.45,,,,,,,,-0.15,-0.15
258,LLM_L2WVU70,19,Female,PE,2b,0,10,1,90,,,0.8,0.6,0.7,0.5,,,,,,,,0.2,0.2
259,LLM_L2WVU70,19,Male,BM,2a,1,0.45,1,0.1,,,0.6,0.8,0.7,0.9,,,,,,,,-0.2,-0.2
260,LLM_L2WVU70,18,Male,BM,1b,0,1.4,0,0.95,,,0.76,0.64,0.83,0.72,,,,,,,,0.12,0.11
261,LLM_L2WVU70,20,Female,PE,1a,1,5,1,90,,,0.8,0.6,0.7,0.4,,,,,,,,0.2,0.3
262,LLM_L2WVU70,19,Female,PE,2b,0,0.1,1,0.9,,,0.44,0.87,0.6,0.35,,,,,,,,-0.43,0.25
263,LLM_L2WVU70,19,Male,PE,1a,0,25,0,45,,,0.75,0.6,0.8,0.7,,,,,,,,0.15,0.1
264,LLM_L2WVU70,20,Male,BM,2a,1,45,1,10,,,0.9,0.8,0.7,0.6,,,,,,,,0.1,0.1
265,LLM_L2WVU70,19,Female,PE,2b,0,10,1,90,,,0.3,0.85,0.47,0.67,,,,,,,,-0.55,-0.2
266,LLM_L2WVU70,18,Male,PE,1a,0,0.55,1,0.9,,,0.6,0.4,0.7,0.8,,,,,,,,0.2,-0.1
267,LLM_L2WVU70,19,Male,BM,1b,0,1.8,1,10,,,0.6,0.5,0.4,0.7,,,,,,,,0.1,-0.3
268,LLM_L2WVU70,19,Male,BM,1b,0,0.5,0,5,,,0.6,0.6,0.8,0.7,,,,,,,,0,0.1
269,LLM_L2WVU70,19,Male,BM,1b,0,60,0,20,,,0.5,0.8,0.3,0.7,,,,,,,,-0.3,-0.4
270,LLM_L2WVU70,19,Female,BM,2a,0,,0,,,,0.5,0.6,0.8,0.7,,,,,,,,-0.1,0.1
271,LLM_L2WVU70,19,Female,PE,1a,0,50,0,2,,,0.87,0.63,0.24,0.55,,,,,,,,0.24,-0.31
272,LLM_L2WVU70,19,Female,BM,1b,0,35,1,10,,,0.65,0.75,0.4,0.8,,,,,,,,-0.1,-0.4
273,LLM_L2WVU70,20,Male,BM,2a,0,1.4,1,0.1,,,0.65,0.85,0.7,0.83,,,,,,,,-0.2,-0.13
274,LLM_L2WVU70,18,Female,PE,2b,0,,0,,,,0.8,0.75,0.6,0.4,,,,,,,,0.05,0.2
275,LLM_L2WVU70,19,Male,BM,1b,0,0.5,0,,,,0.87,0.25,0.6,0.4,,,,,,,,0.62,0.2
276,LLM_L2WVU70,21,Male,BM,1b,0,60,0,,,,0.7,0.95,0.6,0.8,,,,,,,,-0.25,-0.2
277,LLM_L2WVU70,20,Female,BM,1b,0,0.8,1,0.1,,,0.9,0.95,0.6,0.7,,,,,,,,-0.05,-0.1
278,LLM_L2WVU70,20,Male,BM,1b,0,2.9,0,0.05,,,1,0.8,0.75,0.95,,,,,,,,0.2,-0.2
279,LLM_L2WVU70,19,Male,BM,1b,0,70,0,20,,,0.8,0.6,0.4,0.5,,,,,,,,0.2,-0.1
280,LLM_L2WVU70,21,Female,BM,2a,1,45,1,10,,,0.6,0.7,0.83,0.92,,,,,,,,-0.1,-0.09
281,LLM_L2WVU70,19,Female,PE,1a,0,50,1,90,,,0.8,0.7,0.7,0.6,,,,,,,,0.1,0.1
282,LLM_L2WVU70,21,Male,PE,1a,0,3,0,40,,,0.95,0.65,0.8,0.75,,,,,,,,0.3,0.05
283,LLM_L2WVU70,29,Male,BM,1b,0,0.9,1,0.1,,,0.8,0.75,0.8,0.6,,,,,,,,0.05,0.2
284,LLM_L2WVU70,24,Male,BM,1b,0,30,1,10,,,0.6,0.8,0.4,0.75,,,,,,,,-0.2,-0.35
285,LLM_L2WVU70,30,Male,PE,2b,0,0.6,1,0.9,,,0.5,0.5,0.5,0.5,,,,,,,,0,0
286,LLM_L2WVU70,40,Female,PE,1a,0,0.5,1,0.9,,,0.98,0.96,0.75,0.85,,,,,,,,0.02,-0.1
287,LLM_L2WVU70,37,Male,PE,2b,0,,0,,,,0.5,0.5,0.7,0.8,,,,,,,,0,-0.1
288,LLM_L2WVU70,28,Male,PE,1a,0,0.55,1,0.9,,,0.9,0.9,0.6,0.8,,,,,,,,0,-0.2
289,LLM_L2WVU70,29,Male,PE,1a,1,5,1,90,,,0.75,0.8,0.6,0.8,,,,,,,,-0.05,-0.2
290,LLM_L2WVU70,29,Female,BM,2a,0,50,1,10,,,0.8,0.7,0.6,0.6,,,,,,,,0.1,0
291,LLM_L2WVU70,24,Male,PE,2b,0,0.6,1,0.9,,,0.85,0.75,0.83,0.8,,,,,,,,0.1,0.03
292,LLM_L2WVU70,42,Female,BM,2a,0,85,1,10,,,0.75,0.85,0.65,0.75,,,,,,,,-0.1,-0.1
293,LLM_L2WVU70,24,Male,PE,2b,0,50,1,90,,,0.7,0.8,0.4,0.6,,,,,,,,-0.1,-0.2
294,LLM_L2WVU70,41,Female,BM,2a,0,65,1,10,,,0.8,1,0.7,0.98,,,,,,,,-0.2,-0.28
295,LLM_L2WVU70,21,Male,PE,2b,0,0.1,1,0.9,,,0.93,0.85,0.84,0.75,,,,,,,,0.08,0.09
296,LLM_L2WVU70,23,Female,BM,2a,0,1.5,1,0.1,,,0.75,0.8,0.45,0.6,,,,,,,,-0.05,-0.15
297,LLM_L2WVU70,21,Male,BM,2a,0,50,1,10,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2
298,LLM_L2WVU70,22,Male,PE,2b,0,0.5,0,0.5,,,0.6,0.7,0.3,0.8,,,,,,,,-0.1,-0.5
299,LLM_L2WVU70,20,Female,BM,2a,0,1.5,1,0.1,,,0.87,0.94,0.6,0.8,,,,,,,,-0.07,-0.2
300,LLM_L2WVU70,26,Female,BM,1b,1,0.45,1,10,,,0.8,1,0.7,0.5,,,,,,,,-0.2,0.2
301,LLM_L2WVU70,28,Female,BM,1b,0,1,0,5,,,0.9,0.9,0.3,0.4,,,,,,,,0,-0.1
302,LLM_L2WVU70,29,Male,BM,2a,0,15,1,10,,,0.65,0.9,0.3,0.8,,,,,,,,-0.25,-0.5
303,LLM_L2WVU70,23,Male,PE,2b,0,0.5,0,1,,,0.74,0.85,0.63,0.55,,,,,,,,-0.11,0.08
304,LLM_L2WVU70,29,Male,BM,1b,0,1.5,1,0.1,,,0.4,0.5,0.7,0.8,,,,,,,,-0.1,-0.1
305,LLM_L2WVU70,27,Male,BM,2a,0,0.5,1,0.1,,,0.8,0.9,0.6,0.7,,,,,,,,-0.1,-0.1
306,LLM_L2WVU70,25,Male,BM,1b,0,90,1,10,,,0.6,0.9,0.4,0.7,,,,,,,,-0.3,-0.3
307,LLM_L2WVU70,22,Male,BM,1b,1,0.45,0,0.05,,,0.6,0.8,0.6,0.7,,,,,,,,-0.2,-0.1
308,LLM_L2WVU70,24,Female,PE,1a,0,0.5,1,0.9,,,0.8,0.7,0.6,0.35,,,,,,,,0.1,0.25
309,LLM_L2WVU70,22,Male,PE,1a,1,5,0,35,,,0.8,0.75,0.6,0.4,,,,,,,,0.05,0.2
310,LLM_L2WVU70,24,Female,BM,2a,0,1,1,0.1,,,0.75,0.8,0.6,0.85,,,,,,,,-0.05,-0.25
311,LLM_L2WVU70,26,Male,PE,2b,0,0.4,1,0.9,,,0.83,0.75,0.62,0.8,,,,,,,,0.08,-0.18
312,LLM_L2WVU70,25,Male,PE,1a,0,0.6,1,0.9,,,0.95,0.7,0.3,0.4,,,,,,,,0.25,-0.1
313,LLM_L2WVU70,23,Male,PE,1a,1,5,1,90,,,0.9,0.8,0.85,0.94,,,,,,,,0.1,-0.09
314,LLM_L2WVU70,28,Male,BM,2a,0,50,1,10,,,0.65,0.7,0.3,0.55,,,,,,,,-0.05,-0.25
315,LLM_L2WVU70,24,Male,PE,2b,0,0.15,0,0.6,,,0.75,0.85,0.4,0.35,,,,,,,,-0.1,0.05
316,LLM_L2WVU70,35,Female,PE,2b,0,70,1,90,,,0.8,0.6,0.7,0.45,,,,,,,,0.2,0.25
317,LLM_L2WVU70,25,Male,PE,2b,0,0.4,1,0.9,,,0.6,0.8,0.5,0.7,,,,,,,,-0.2,-0.2
318,LLM_L2WVU70,20,Male,BM,2a,0,0.9,1,0.1,,,1,0.76,0.35,0.85,,,,,,,,0.24,-0.5
319,LLM_L2WVU70,23,Male,BM,2a,0,1,1,0.1,,,0.85,0.9,0.75,0.8,,,,,,,,-0.05,-0.05
320,LLM_L2WVU70,39,Male,PE,2b,0,0,1,0.9,,,0.7,0.5,0.65,0.45,,,,,,,,0.2,0.2
321,LLM_L2WVU70,23,Male,BM,2a,0,1,1,0.1,,,0.87,1,0.85,1,,,,,,,,-0.13,-0.15
322,LLM_L2WVU70,20,Male,PE,2b,0,0.3,1,0.9,,,0.4,0.6,0.7,0.85,,,,,,,,-0.2,-0.15
323,LLM_L2WVU70,21,Male,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2
324,LLM_L2WVU70,23,Male,BM,2a,0,1,1,0.1,,,0.8,0.6,0.75,0.3,,,,,,,,0.2,0.45
325,LLM_L2WVU70,39,Female,PE,2b,0,0.2,1,0.9,,,0.8,0.75,0.8,0.6,,,,,,,,0.05,0.2
326,LLM_L2WVU70,24,Male,PE,1a,0,90,0,1.1,,,0.5,0.6,0.8,0.75,,,,,,,,-0.1,0.05
327,LLM_L2WVU70,46,Female,PE,2b,0,50,1,90,,,0.95,0.85,0.45,0.7,,,,,,,,0.1,-0.25
328,LLM_L2WVU70,24,Male,PE,1a,0,0.5,1,0.9,,,0.8,0.63,0.79,0.48,,,,,,,,0.17,0.31
329,LLM_L2WVU70,21,Female,PE,1a,1,5,1,90,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2
330,LLM_L2WVU70,21,Male,PE,2b,0,40,1,90,,,0.82,0.85,0.73,0.76,,,,,,,,-0.03,-0.03
331,LLM_L2WVU70,32,Male,BM,1b,0,1.4,1,10,,,0.7,0.85,0.3,0.65,,,,,,,,-0.15,-0.35
332,LLM_L2WVU70,18,Male,BM,1b,0,1.4,1,10,,,0.8,0.75,0.55,0.6,,,,,,,,0.05,-0.05
333,LLM_L2WVU70,33,Male,PE,1a,0,0.1,1,0.9,,,0.5,0.7,0.8,0.6,,,,,,,,-0.2,0.2
334,LLM_L2WVU70,24,Male,BM,1b,0,50,1,10,,,0.75,0.95,0.6,0.8,,,,,,,,-0.2,-0.2
335,LLM_L2WVU70,29,Female,BM,2a,0,0.5,1,0.1,,,0.8,0.6,0.4,0.7,,,,,,,,0.2,-0.3
336,LLM_L2WVU70,24,Male,BM,2a,0,1.5,1,0.1,,,0.8,1,0.7,0.9,,,,,,,,-0.2,-0.2
337,LLM_L2WVU70,29,Male,BM,1b,1,45,1,10,,,0.85,0.75,0.6,0.6,,,,,,,,0.1,0
338,LLM_L2WVU70,25,Male,BM,1b,1,0.45,1,10,,,0.73,0.76,0.92,0.89,,,,,,,,-0.03,0.03
339,LLM_L2WVU70,22,Female,BM,1b,1,0.45,1,0.1,,,0.7,0.8,0.4,0.6,,,,,,,,-0.1,-0.2
340,LLM_L2WVU70,40,Female,BM,2a,0,1.5,1,0.1,,,0.8,0.6,0.37,0.45,,,,,,,,0.2,-0.08
341,LLM_L2WVU70,30,Female,BM,2a,0,,1,10,,,0.5,0.8,0.4,0.7,,,,,,,,-0.3,-0.3
342,LLM_L2WVU70,20,Male,BM,2a,0,50,1,10,,,0.8,0.7,0.6,0.4,,,,,,,,0.1,0.2
343,LLM_L2WVU70,33,Female,BM,1b,1,0.45,1,0.1,,,0.6,0.5,0.7,0.8,,,,,,,,0.1,-0.1
344,LLM_L2WVU70,29,Female,PE,2b,0,10,1,90,,,0.4,0.75,0.3,0.6,,,,,,,,-0.35,-0.3
345,LLM_L2WVU70,21,Male,BM,2a,0,0.5,0,0.05,,,0.8,1,0.67,0.44,,,,,,,,-0.2,0.23
346,LLM_L2WVU70,22,Male,PE,2b,0,0.1,1,0.9,,,0.8,0.8,0.6,0.65,,,,,,,,0,-0.05
347,LLM_L2WVU70,22,Male,PE,2b,0,10,1,90,,,0.7,0.85,0.4,0.6,,,,,,,,-0.15,-0.2
348,LLM_L2WVU70,49,Male,BM,2a,0,,1,10,,,0.8,1,0.56,0.97,,,,,,,,-0.2,-0.41
349,LLM_L2WVU70,27,Female,BM,1b,0,0.95,0,5,,,0.74,0.68,0.7,0.63,,,,,,,,0.06,0.07
350,LLM_L2WVU70,19,Male,PE,2b,0,50,1,90,,,0.65,0.85,0.4,0.75,,,,,,,,-0.2,-0.35
351,LLM_L2WVU70,22,Male,BM,2a,0,1.5,1,0.1,,,0.85,0.85,0.75,0.75,,,,,,,,0,0
352,LLM_L2WVU70,29,Male,BM,1b,0,40,1,10,,,0.9,0.95,0.75,0.8,,,,,,,,-0.05,-0.05
353,LLM_L2WVU70,23,Male,PE,1a,1,5,1,90,,,0.98,0.96,0.75,0.8,,,,,,,,0.02,-0.05
354,LLM_L2WVU70,22,Male,PE,1a,0,50,1,90,,,0.8,0.7,0.6,0.6,,,,,,,,0.1,0
355,LLM_L2WVU70,27,Male,PE,2b,0,0.2,0,1,,,0.65,0.65,0.43,0.85,,,,,,,,0,-0.42
356,LLM_L2WVU70,19,Male,PE,1a,0,0.5,1,0.9,,,0.75,0.85,0.4,0.6,,,,,,,,-0.1,-0.2
357,LLM_L2WVU70,24,Female,PE,1a,1,5,1,90,,,0.8,0.9,0.7,0.9,,,,,,,,-0.1,-0.2
358,LLM_L2WVU70,21,Female,BM,2a,0,50,1,10,,,0.7,0.9,0.8,0.9,,,,,,,,-0.2,-0.1
359,LLM_L2WVU70,25,Male,PE,1a,0,9,1,90,,,0.75,0.85,0.35,0.6,,,,,,,,-0.1,-0.25
360,LLM_L2WVU70,24,Male,BM,1b,0,50,1,10,,,0.9,0.95,0.75,0.85,,,,,,,,-0.05,-0.1
361,LLM_L2WVU70,23,Male,PE,1a,0,0.15,1,0.9,,,0.67,1,0.89,0.73,,,,,,,,-0.33,0.16
362,LLM_L2WVU70,27,Male,BM,2a,0,5.4,0,1.1,,,0.6,0.9,0.8,0.95,,,,,,,,-0.3,-0.15
363,LLM_L2WVU70,20,Female,PE,2b,0,0.4,0,1.5,,,0.7,0.8,0.35,0.4,,,,,,,,-0.1,-0.05
364,LLM_L2WVU70,25,Male,BM,1b,0,60,1,10,,,0.84,0.87,0.56,0.43,,,,,,,,-0.03,0.13
365,LLM_L2WVU70,36,Female,PE,1a,0,1.5,1,0.9,,,0.8,0.6,0.74,0.36,,,,,,,,0.2,0.38
366,LLM_L2WVU70,21,Female,PE,2b,0,0.4,1,0.9,,,0.7,0.65,0.7,0.8,,,,,,,,0.05,-0.1
367,LLM_L2WVU70,39,Male,BM,1b,0,60,1,10,,,0.9,0.85,0.4,0.7,,,,,,,,0.05,-0.3
368,LLM_L2WVU70,22,Male,PE,1a,0,10,1,90,,,0.95,0.89,0.74,0.62,,,,,,,,0.06,0.12
369,LLM_L2WVU70,21,Female,PE,2b,0,60,1,90,,,0.85,0.8,0.8,0.75,,,,,,,,0.05,0.05
370,LLM_L2WVU70,22,Female,PE,2b,0,45,1,90,,,0.83,0.75,0.85,0.6,,,,,,,,0.08,0.25
371,LLM_L2WVU70,26,Male,BM,2a,0,1.5,1,0.1,,,0.8,0.9,0.4,0.75,,,,,,,,-0.1,-0.35
372,LLM_L2WVU70,19,Female,PE,1a,1,5,0,40,,,0.8,0.6,0.7,0.3,,,,,,,,0.2,0.4
373,LLM_L2WVU70,24,Male,PE,2b,0,60,1,90,,,0.8,0.85,0.75,0.75,,,,,,,,-0.05,0
374,LLM_L2WVU70,25,Female,PE,1a,0,0.5,1,0.9,,,0.7,0.8,0.6,0.3,,,,,,,,-0.1,0.3
375,LLM_L2WVU70,26,Male,BM,2a,0,15,0,20,,,0.7,0.9,0.85,0.99,,,,,,,,-0.2,-0.14
376,LLM_L2WVU70,21,Female,BM,2a,0,1,1,0.1,,,0.75,0.9,0.68,0.93,,,,,,,,-0.15,-0.25
377,LLM_L2WVU70,20,Male,BM,1b,0,0.5,1,10,,,0.6,0.75,0.3,0.85,,,,,,,,-0.15,-0.55
378,LLM_L2WVU70,20,Male,PE,1a,0,,0,0.8,,,0.05,1,0.7,1,,,,,,,,-0.95,-0.3
379,LLM_L2WVU70,21,Female,PE,2b,0,0.1,1,0.9,,,0.86,0.63,0.71,0.45,,,,,,,,0.23,0.26
380,LLM_L2WVU70,22,Male,PE,1a,0,10,1,90,,,0.85,0.68,0.7,0.45,,,,,,,,0.17,0.25
381,LLM_L2WVU70,26,Male,BM,1b,0,40,1,10,,,0.8,0.9,0.6,0.55,,,,,,,,-0.1,0.05
382,LLM_L2WVU70,21,Male,PE,2b,0,0.5,1,0.9,,,0.7,0.8,0.4,0.6,,,,,,,,-0.1,-0.2
