Subject,Subject.1,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
72,,2a,BM,0,2.9,0,90,"Firstly, we have to find the cost of the Magazine by subtracting Banana’s price from the total amount (i.e., $2.90-$X). Given that the difference between Magazine’s cost and Banana’s cost is $2, it can be represented as follows: ($2.90-$X)=$2 => $X= $0.90. Hence, the Banana costs 90 cents.",0,,0,,"Firstly, there seems to be an error with the problem statement since the combined cost should be greater than or equal to the price of either of them individually. Nevertheless, if we assume it to be true then it implies that the Eraser’s cost is negative which is impossible. Therefore, no solution exists for this problem as stated.",1,"I am totally sure, so 100%.",1,"As explained earlier, the problem statement appears flawed. However, based on traditional mathematical principles, I am 100% certain that no valid solution exists for this problem.",0.6,"I believe more than half the participants would solve it correctly. So, approximately 60%.",-0.1,"Given the inherent error in the question, I doubt many people could arrive at a correct answer. Hence, I would estimate only about 5-10%."
73,,2a,BM,1,0.45,0,2.45,The banana cost $0.45 and the magazine costs $2.45.,1,0.1,0,1,The eraser costs $0.10 and the pencil costs $1.,1,I am 100% confident.,1,I am 100% confident.,0.6,60%.,0.9,At least 90%.
74,,1b,BM,1,0.45,1,0.45,The Banana costs $.45 cents!,1,0.1,1,0.1,$.10,0.9,I am 90 percent confident that my answer is correct.,1,I am %100 percent sure.,0.87,87 percent,1,%100
75,,2b,PE,0,0.1,0,0.1,$.10.,1,90,1,90,"90 cents, I guess.",0.95,95%,0.85,85%,0.85,85%,0.9,90%
76,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90%,1,100%,0.4,40%,0.8,80%
77,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.75,75%,0.95,95%,0.6,60%,0.8,80%
78,,2a,BM,0,0.9,0,2,"I believe that the banana cost $0.90 because if we add the prices together it equals to $2.90. Additionally, since the magazine costs $2 more than the banana it would make sense for the banana to be less than $2.",1,0.1,0,1,$.10. This price makes sense considering the cost for both items total to $1.10 and the pencil costed $1 by itself.,0.95,95%,0.98,98%,0.6,At least 60%.,0.75,At least 75%.
79,,1a,PE,0,0.95,0,0.1,".95 or $0.95, not .10 cents",1,0.9,1,90,$.90 or 90 cents,1,"100%, I am very confident",1,"100%, I am very confident",0.4762,47.62%,0.7341,73.41%
80,,1b,BM,1,0.45,1,0.45,.45 cents,1,0.1,1,0.1,.10 cents,0.8,80%,0.75,75%,0.35,35%,0.5,50%
81,,1a,PE,1,0.05,1,0.05,$.05 (the most common response),1,0.9,1,0.9,$.90 (the correct response),0.95,95%,0.75,75%,0.25,25%,0.65,65%
82,,2a,BM,0,1.9,0,1.9,"I believe it would be a dollar, if so then that means the magazine would be priced at $1.90",0,1,0,1.1,"If the price of the pencil is $1 as stated, then the eraser costs ten cents because there must be an extra ten cents added for them both to amount to $1.10",0.65,"65%, because I could be mistaken with the logic used when answering this question",1,"100%, as far as my basic math skills go i'm pretty sure that the correct answer is ten cents",0.8,I would say 80%. Although it may seem complicated some might already know the answer before they think through the scenario,-0.9,"About 75-90% I suppose, there could always be those who simply overlook the wording or have trouble with their addition or subtraction."
83,,2b,PE,1,0.05,1,0.05,$0.05,1,0.9,1,0.9,$0.90,0.65,65%,0.85,85%,0.4,40%,0.75,75%
84,,1a,PE,1,5,0,1.05,"5 cents. If you subtract the eraser from the total, it leaves you with the cost of the pen: 1.10 - .05 = $1.05",1,90,1,90,90 cents,1,100%,1,100%,0.3,30%,0.85,85%
85,,1b,BM,1,0.45,0,3.45,"The banana costs $.45, while the magazine costs $3.45",1,0.1,1,0.1,$.10 (dime),1,100% (totally sure),1,100% (totally sure),,"Perhaps only around half of them solved it right. I remember being surprised by a lot of my friends' responses, but maybe they just weren't thinking it through as deeply or as mathematically as me.",0.75,75%. It seems like this would be a fairly easy question for most people who were paying attention during basic arithmetic lessons.
86,,2b,PE,0,10,0,90,The eraser costs 10 cents (correct); I'm about 90% confident,1,90,1,90,90 cents (correct),0.9,About 90%,0.9,I'm 85% certain it's 90 cents,0.75,"At least 50%, probably close to 75%",0.75,"Probably more than half, maybe 75%"
87,,2a,BM,1,0.45,0,0.5,$0.45 (0.5 minus decimal point),1,0.1,0,100,"$.10 cents, this one was easy so I am 100% certain of answer",0.95,95% (or higher because I used my calculator on phone),1,100%,0.3,"70%, if they had enough time to think about it or 30%, if rushed through",0.85,"85%, this is very common question in psychology classes"
88,,2a,BM,0,15,0,2.9,"15 cents. If magazine was 1$ more than banana then banana would be .90-.85=.05 or 5 cents which means that it’s actually a dime but since there was a mistake in question, we need to calculate how much would the banana be if it was 15 cents. So 2.75+.15 = 2.90.",1,10,1,10,This is just free points for me because I know these trick questions! 10 cents.,1,100%. I don't like being wrong so I always double check my answers before submitting them.,1,"100%. Again, I checked my work twice.",0.4,"40%. Since there is an error in the question, many might get confused by the phrasing.",0.1,70%. Most should be able to figure out that the eraser is 10 cents based on the information provided.
89,,1b,BM,0,0.9,0,0.9,$.90,1,0.1,1,0.1,.10,0.85,85,1,100,0.95,95,0.9,90
90,,2b,PE,1,5,1,5,5 cents,1,0.9,1,0.9,$0.90,0.9,90%,1,100%,0.5,50%,0.5,50%
91,,1a,PE,0,0.1,0,0.1,.10 cents,1,90,1,90,90 cents,0.95,95%,0.95,95%,0.75,75%,0.85,85%
92,,1b,BM,1,0.45,0,2.9,"$.45 for the banana. If the magazine costs $2 more, then if you add their costs together, the sum should be equivalent to the cost of the magazine plus $2. This works out to $3.35, but since they cost $2.90 instead, there must be a mistake. But if we use this reasoning, the total would come out as expected, so there probably was no mistake.",1,0.1,1,0.1,"$.10, because that is the only difference left.",0.7,"70%. My initial calculations led me to believe that my answer was wrong, however subsequent thinking suggests otherwise.",0.95,I am 95% sure my answer is correct.,0.35,"About 35%, judging by my own previous calculation which is commonly used.",0.7,Around 70%.
93,,1a,PE,1,0.05,0,1.05,"Eraser - $.05, Pencil - $1.05",1,0.9,1,0.9,Banana - $.90,0.99,99%,1,100%,0.85,85%,0.98,98%
94,,2a,BM,1,0.45,0,2,"$.45, because I subtracted $2 from $2.90 to find out how much the banana was and then divided that by half since the magazine cost $2 more.",1,0.1,0,1.1,"$0.10, just like before I found the cost of the eraser by subtracting the cost of the pencil ($1.00) from the total price ($1.10)",1,100,0.95,"95% - my first answer is probably right, but I did second guess myself on the last one",0.5,"50 or less, because math isn't everyone's strong suit, so not as many will figure out how much the banana costs",0.85,"85%, it seems pretty straightforward if they got the first question wrong. It is also a similar problem."
95,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,0.75,75%,0.6,60%,0.35,35%
96,,2a,BM,0,35,0,3,35 cents. Banana = 2.9 - 2 = .90 / 3 (the magazine was said to be 2 dollars more so it's 3 times the difference),1,10,1,10,10 cents. The price of an eraser alone was never stated before. It doesn't matter how much the pencil or anything else costs because we need only find out about the cost of an eraser now.,0.75,75%. I know I got it right but am hesitant because I doubted myself at first.,1,100%,0.6,60%,0.95,"95%, even if they solve the previous problem wrongly."
97,,2b,PE,1,5,0,105,5 cents for the eraser; 105 cents for the pencil.,1,90,1,90,90 cents,0.85,85%. My confidence is less than before because I had to reason out my answer. But my answer seems right.,0.85,85%. I remembered the answer from when it was asked in class.,,Around half,0.9,At least 70%. Maybe as high as 90%
98,,1a,PE,1,0.05,0,1.05,"$.05, because if the pencil is one dollar more expensive than the eraser and they total $1.10, then subtracting the erasers price from that would make the pencil $1.05 and meet the criteria in the prompt",1,0.9,1,0.9,"$.90, again, subtraction was involved",1,100%,1,100%,0.01,"50%, I assume since people often jump to conclusions with math and may add .05+1 instead of calculating outwardly as i did",0.8,"80%, it seems like less would make sense but more could be argued because of the commonality of the question or the way its presented, so i picked 80%"
99,,1b,BM,0,2.7,0,0.3,Well I guess the magazine would be $2.70 and the banana $0.30 but that can’t be right because that wouldn’t make sense with the information given...  The way the question is phrased leads me to believe that they don't want a nonsensical answer so I suppose there could have been a printing error or something along those lines... So my official answer will be I am unsure.,0,1,1,0.1,The pencil is $1 so the eraser must be $.10.,0,"0%, no clue!",0.95,95%.,0.65,"Maybe 25% if everyone is getting confused by the question like myself, or possibly as high as 65%.",0.95,"At least 80%, maybe closer to 95%?"
100,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.7,70%,0.95,95%
101,,2a,BM,0,0.9,0,0.9,$.90,1,0.1,1,0.1,$.10,1,100,1,100,0.95,95,0.75,75
102,,1b,BM,1,0.45,0,2,"The banana costs $.45 because if the magazine costs $2 more, then the difference between the total price and the magazine cost must be equal to the cost of the banana.",1,0.1,0,1,"The eraser costs $.10 since if the pencil costs $1, the difference between $1.10 and $1 would be what the eraser costs.",0.75,"75%, as I am positive I made no errors but there's always that possibility that my calculations were off.",0.8,80%.,0.75,"At least 75% but possibly even higher since this seems like an easier question than the first one, if that many solved the first.",0.75,I think that over half or three quarters would get it right; so around 75%.
103,,2b,PE,0,0.1,0,0.1,0.10,1,0.9,1,0.9,.90,0.1,10,0.5,50,0.15,15,0.25,25
104,,1a,PE,1,5,0,1.1,"5 cents because if it’s $1 more, then 95cents plus 5cents equals $1.10",1,90,0,93,"The banana must be 90 cents.  It is obvious that if it were any lower price, like 89 cents or 93 cents, the total would go above two dollars ninety cents.",1,100 percent sure.,1,Totally certain; 100%.,0.4,"I believe 60% will be able to solve it, and maybe 40% can’t do simple math.",0.95,Probably all of them know their simple addition facts so maybe 95% or higher.
105,,1b,BM,1,0.45,0,3.45,Bananas cost $.45 and magazines cost $3.45,1,0.1,1,0.1,The eraser costs $.10 because that's what they said the total cost of the items were minus the cost of the pencil.,0.9,90%.,0.9,90%.,0.65,65%,0.75,75%.
106,,2a,BM,1,0.45,0,2.45,"$0.45 (cost of the banana), $2.45 (total)",1,0.1,1,0.1,$0.10,1,I am 100 percent sure.,1,I am 100 percent sure.,0.5,Maybe about 50%,0.98,Probably around 98%.
107,,1a,PE,1,5,1,5,"5 cents, because then the pencil would cost $1.05 (1+.05=1.05) making it a dollar more expensive than the eraser which costs 5 cents.",1,90,1,90,The banana costs 90 cents.,1,I am completely certain that my answer to Question #4 was correct. So I put a “100%” here.,,Completely certain! It is a basic math question and I believe everyone will get this one right.,,"I have no idea what most people think about this, but if they were just adding numbers together they might be wrong. Maybe only half or so got it right.",0.95,"Since I feel like this is straightforward question for everybody to figure out easily, I guess around 95%."
108,,2b,PE,1,0.05,0,1.05,Eraser - 0.05 cents; Pencil - 1.05 dollars,1,0.9,1,0.9,$0.90,0.9,I am 90% sure about my answer.,0.75,75%,0.4,I think that about 40% will be able to solve this problem.,0.98,98%
109,,1b,BM,1,45,1,45,45 cents,1,10,1,10,10 cents,0.75,75%,0.95,95%,0.6,60%,0.75,75%
110,,1a,PE,1,0.05,1,0.05,Eraser costs $.05,1,0.9,1,0.9,Banana costs $.90,1,100%,1,100%,0.8,80%,0.85,85%
111,,2a,BM,1,0.45,0,2.45,The banana would be $0.45 and the magazine would then cost $2.45,1,0.1,0,3,$.10. There must have been a typo in question #3,0.87,87,0.95,95,0.6,"I'm assuming around 90%, but honestly maybe lower since there may be a lot of uncertainty in regards to this problem. Maybe 60%.",0.9,At least 80%. Maybe more like 90% given that they didn't encounter an obvious typo.
112,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.95,95,1,100,0.85,85,0.75,75
113,,2b,PE,1,0.05,1,0.05,Eraser Costs $.05,1,0.9,1,0.9,The Banana Costs $.90,1,100% Sure,1,100% Sure,0.5,50% Sure,0.95,95% Sure
114,,1b,BM,0,2,0,1.8,To find the cost of the banana subtract the price of the magazine from the total cost and then account for the fact that the banana is cheaper by $2.  So $.90 - $2 = -$1.10 which means the banana is $1.10 less than the $2 dollar magazine. Answer: the banana costs $1.80.,1,0.1,1,0.1,".10 or ten cents. The question asks for the eraser cost, not how much extra the two items cost together.",0.95,95%. Once I realized I had misread the first part I was pretty sure about it.,0.011,"95%. I had to think about it for a few seconds, but that was more because of my initial confusion at reading ""together cost"" rather than ""$1.10"". It's an easy problem when properly worded.",0.02,"Maybe 65% because the initial confusion over ""more"" rather than ""$2 difference"" might throw some people off. But if they catch it and think through it logically they should be able to solve it.",0.75,At least 75%. Even with the awkward wording I would expect most people to get it right.
115,,1a,PE,1,0.05,0,1.05,"Eraser cost $.05. Pencil cost $1.05. I figured this out by trying different values until one worked, since a difference in prices did not have to be a whole number.",0,2.4,0,0.5,"Bananas usually cost about fifty cents; if so, then $2.40 for a magazine would be plausible. If not, we'd need to try other values, as the total must equal $2.90. Since there is no further information, though, my answer remains at $.50 for the banana.",0.011,100%. I feel extremely confident that .05 and 1.05 add up to 1.10.,0.75,"I am 75% confident, since prices for items may vary, and my answer depends on an assumption about banana cost.",0.8,"Maybe 80%, assuming most can figure this out with some time or thinking.",0.5,Maybe half (50%); many people will guess and also others may not know the typical price of bananas.
116,,2a,BM,0,0.4,0,0.4,.40 cents,1,10,1,10,10 cents,0.75,75%.,0.8,80%.,0.3,30%,0.6,60%
117,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$0.10,0.95,95,0.95,95,0.65,65,0.98,98
118,,1a,PE,1,5,0,95,"5 cents, if pencil was 95 cents",1,90,1,90,90 cents.,0.5,50%,0.99,99%,0.1,10 %,0.8,80 %.
119,,2b,PE,1,0.05,0,1.05,Eraser: $0.05 Pencil: $1.05,1,0.9,1,0.9,$0.90,1,100,1,100,0.6,60,0.7,70
120,,2a,BM,0,0.9,0,2.9,".90 cents because if the magazine is two dollars more than the banana then it must be 2.00 plus .90 equal 2.90, which is what the pair costs.",0,1.1,0,1.1,"This question seems wrong... I mean how can the pencil cost one dollar when the pencil and eraser together only cost one dollar ten cents? It doesn't make sense!  But, if we assume that there is some kind of mistake in stating the total cost then the eraser must be ten cents because that would add up to 1.10.",0.85,85%.  I'm pretty sure that my answer is correct.,0.6,"Only 60%. I don't believe the numbers are correct, so my answer is based on an assumption.",0.75,75%. Most people who answered this question thought about it for a few seconds before giving an answer.  If they didn't know the answer they would have had no way to figure out the right price for the banana.,0.25,"25%. Many people would probably give up trying to solve it after realizing that the stated total cost is too low, which means their answers will be arbitrary or nonexistent."
121,,1a,PE,0,0.1,0,10,"Eraser costs .10 cents! So, 10¢",1,90,1,90,"Well, that’s easy too, the banana costs 90¢.",0.95,95%,1,I am completely sure! My answer is 100%!,0.5,"50%, maybe less because I think lots of people would go by instinct",0.98,I bet nearly everyone got this one right! 98% or so
122,,2a,BM,1,0.45,1,0.45,Banana cost $.45,1,0.1,1,0.1,Eraser cost $.10,0.97,97%,0.99,99%,0.8,"I think maybe only about 80% of the people answered it right, most get the wrong answer.",0.9,Maybe around 90%. This one is pretty straight-forward.
123,,1b,BM,1,45,1,45,45 cents,1,10,1,10,10 cents,1,100,1,100,0.65,65,0.85,85
124,,2b,PE,0,0.55,0,0.55,"Well, let me think...the eraser must cost $0.55. If the pencil was $0.70 more expensive then the pencil would have to be $1.25. This is incorrect since the pencil and eraser together only cost $1.10. However if we subtract $0.70 from the price of the pencil then the eraser would indeed be $0.55. Thus, I feel like my answer is correct.",1,0.9,1,0.9,$0.90,0.9,I would say that I am about 90% certain that it is right. You never know if you've overlooked something in these types of problems so I don't want to be completely sure.,0.99,I would say that I am about 99% sure.,0.65,It's kind of tricky. Some might just focus on adding or subtracting the same numbers when in reality they need to see the inverse relation here. So maybe about 65%.,0.8,"Around 80%. It is a simple question, but sometimes one can be caught off guard or do something incorrectly when distracted."
125,,1b,BM,1,0.45,0,2.45,"$.45 for banana, $2.45 for magaizine",1,0.1,1,0.1,$0.10,0.75,75%,0.85,85%,0.8,80%,0.9,90%
126,,2a,BM,0,90,0,90,90 cents (because that's what it says in the book),1,10,1,10,10 cents,1,100,1,100,0.75,75,0.85,85
127,,1a,PE,1,0.05,1,0.05,The eraser cost $.05. I thought that through solving equations and setting the variables E (eraser) and P (pencil). Then it was just a simple matter of substituting values until the equation balanced.,1,0.9,0,2,.90 cents. I arrived at this solution by subtracting the price of the magzine ($2) from the combined price ($2.90) then divided it by the price of the magazine ($2). Then I multiplied that decimal answer with the price of the magazine to arrive at the correct answer.,0.75,75%,0.85,85%,0.25,25%.,0.4,40%. This is due to some people using arithmetic without first understanding the math involved which led me to this conclusion.
128,,1a,PE,1,5,1,5,"5 cents, because if you subtract the 5 cents from a dollar then it equals the price for the pencil.",1,90,1,90,90 cents. Easy!,0.92,"92%, I'm just wondering why someone would even think twice about this question.",0.98,"98%, the answer is quite simple, but my friend once solved such a question incorrectly so now I double-check these answers in my head.",0.7,70%. Although it seems like an easy question most people might give up too soon after solving the problem incorrectly at first.,0.65,"65%. Some people have problems with math and that’s normal; however, the answer is still very straightforward here."
129,,2a,BM,0,10,0,10,10cents,1,10,1,10,10cents,,I'm very sure,,I'm very sure,-0.7,around 65-70 percent,0.85,More then half. Maybe even about 85 percent.
130,,1a,PE,1,0.05,0,1.05,$.05 cents because the pencil then costs $1.05,1,0.9,1,0.9,$.90 cents,0.9,90% confident,0.8,80% confident,0.35,35%,0.6,60%
131,,1a,PE,0,0.1,0,0.1,.10,1,0.9,1,0.9,.90,1,100,1,100,0.5,50,0.8,80
132,,1a,PE,1,5,0,1.05,"Eraser cost: 5 cents, Pencil cost: $1.05 (or in other words: ""Answer this question correctly"" means that I need to apply a thought process not merely an algorithmic answer. It's also interesting that some people use rounding in their calculations.)",1,90,1,90,90 cents,0.8,80,1,100,0.04,Less than half but definitely more than 1/4,0.75,75
133,,1a,PE,1,5,1,5,"5 cents. (Pencil price = 1 dollar + Eraser Price; 1 = 5 cent eraser, so Pencil price = 1.05 + 5cents)",1,90,1,90,90 cents.,1,100%.,1,100%.,0.5,50%. (My guess that half of all participants get this question wrong.),0.75,75%.
134,,1b,BM,1,45,1,45,45 cents,1,10,1,10,10 cents,0.8,80,0.98,98,0.65,65,0.65,65
135,,1b,BM,0,2,0,2.9,"If the magazine costs $2 more than the banana, then the difference between their costs is $2. That means that if we add the cost of the banana to $2, we get $2.90, the total price for both items.",0,1.1,0,1,"The eraser would cost ten cents. The question says the pencil plus the eraser together cost $1.10. So if the pencil itself is $1, that leaves ten cents for the eraser.",1,100%.,1,100%.,0.7,"Maybe around 70%, considering how many students struggle with math problems involving variables.",0.95,"I would guess about 95%, but maybe less because some people have a hard time with addition and subtraction when it involves decimals."
136,,2b,PE,1,0.05,1,5,The eraser costs $.05 (5 cents).,1,0.9,1,90,The banana costs $.90 (90 cents),0.93,I have high confidence in this answer - say 93%.,0.85,I'm about 85% confident that I am correct.,0.25,"Because this seems like a fairly tricky question to most people, I expect that only about 25% would answer it correctly.",0.55,"Based on my personal experience, I would guess 55% might answer this question correctly."
137,,2b,PE,0,,0,,"This problem depends on whether you know the cost of the pencil before buying or if they tell you after. If they told me afterwards, I would think about how my dad bought these kind of school supplies all throughout middle and high school and never paid full price for them because he was friends with the store owners so they would sell things like pencils and erasers and notebooks for really cheap sometimes. That being said, if it is just one pencil then I guess the eraser would be ten cents. But what if it is two pencils instead of just one? It might make a difference depending on how many items are purchased together since we don’t actually have enough information to solve this problem. In conclusion, I would say that the eraser is most likely either five cents or ten cents, but it could potentially be more based on outside factors like sales and relationships with store owners.",1,90,1,90,"90 cents, because it was on sale.",0.4,"Only about 40%, since there were too many variables and uncertainties involved in solving this question.",0.53,"53%, but only for today’s prices.",,"Probably less than half of them got it right, especially those who did not consider whether they knew the price beforehand or after purchasing the items.",0.01,"I would guess that 98.7% will answer it wrong and think that the banana is $1, when really it is just cheaper at some stores or because there was a sale today."
138,,1b,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$.10,0.95,95%,1,100%,-0.8,75%-80%,0.95,95% or higher
139,,1b,BM,1,0.45,1,0.45,"$0.45 for banana. Subtract $2.00 from $2.90, and you get $.90. Divide the remainder ($0.90) in half because the magazine is twice as expensive, which gives us $0.45 for the banana and $0.45 for half the difference.",1,0.1,1,0.1,"$.10. I took away the $1 for the pencil from $1.10, leaving $.10 as the cost for the eraser.",0.7,"70%. Although I arrived at the correct answer, it took me quite a while to figure this problem out. Also, my math might be wrong if I made any errors in subtraction or division.",0.001,"85%. I am very sure that the eraser costs $.10; however, it’s possible that there might have been another error or an exception.",0.0095,"30%. Most will incorrectly assume that the difference between the total price and magazine cost must be split equally by both the magazine and the banana. Thus, their solution will have two parts of $0.95 each, with one going toward the banana and the other to the magazine. However, if they carefully consider what has been stated in the question, then some might realize that only half the difference actually goes to the banana’s cost. Due to most assuming incorrectly, I set my confidence level lower than usual.",0.85,"90%. It seems straightforward, but maybe someone will try to do something clever, like divide $.10 by two items instead of just one, thus coming up with an incorrect answer of $.05. However, the question asked “how much does the eraser cost,” so each individual person can only make a single item purchase for $.10. This is why my confidence level is at 85%; though most will arrive at the correct answer, there is room for error among some."
140,,1a,PE,0,0.1,0,0.1,.10 cents,1,0.9,1,0.9,$.90 cents,0.95,95 %,0.8,80 %,0.95,I don't know - around 95%,-0.5,"Not sure, but definitely less than half, maybe around 40-50%"
141,,1a,PE,1,0.05,0,0.1,"$.05 (this was the right answer, most people enter .10 because they think in terms of splitting the difference)",1,0.9,1,0.9,$.90,0.0005,"I am very confident.  If this were an interview for a job in math, then I might have second guessed myself and come up with $0.10 cents as my final answer instead of the $0.05 cents that I knew was the right answer!",,"I feel confident in my response, but not completely certain because I did hesitate for a moment while trying to remember if I had any change or small bills left on me to purchase the magazine and a banana if I were shopping at the check out counter in a store!  If I did not have enough money to buy both items then there would be no reason to add them up to know the price total of these two things!",0.011,"I believe that less than half of the participants answered this question correctly because when people first hear of this type of scenario, their mind immediately goes to divide or split the $1.10 amount evenly which results in incorrect thinking!",0.75,"Over 50%, but less than 75%."
142,,2b,PE,1,0.05,0,1.05,Eraser costs $.05 Pencil costs $1.05,1,0.9,1,0.9,0.90,0.6,60%,1,100%,0.75,I am not sure but perhaps 75%. It seems simple enough but may stump many if they don't read carefully or think about both objects at once.,0.95,95%
143,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.8,80,0.9,90
144,,1a,PE,0,10,0,0.1,"I believe this question has a trick in it. The difference between a dollar (the price of the pencil) and 10 cents (the cost of the eraser) would total 90 cents, not the one dollar indicated in the first sentence. But if I follow the rules given, then the pencil costs $1 more than the eraser ($1 + $.10). Thus, the eraser must cost $.10.",0,2.9,0,100,"Well, $2.90 minus $2 leaves $.90 as the cost for the banana. This question seems straightforward, so perhaps my confidence should be at 100%.",1,100%. My answer reflects exactly what was asked.,1,100%. That answer follows directly from the information given.,,"I have no way of knowing what other people will do. Some might solve it as I did, but many may fall into the trap. It's hard to guess percentages with any confidence.",-0.8,"Again, I have no idea what others would do or think. This one appears easier than the first, though. If I had to guess, I would say around 75-80%."
145,,1b,BM,1,45,1,45,This one is tricky because of the wording... Let me think. [After two minutes] Wait! I got it! It’s 45 cents for the banana.,1,10,1,10,10 cents,0.75,Oh gosh...I need to be careful here. Hmmm....I would say 75%. But please let me double-check my arithmetic.,0.98,"I'd say 95%, maybe even 98%!",0.05,"After my initial struggle with the question, now that I’ve figured out the answer, I would say around half of people may have solved this correctly, so maybe about 50% give or take 5%.",0.8,Around 80%
146,,2b,PE,1,0.05,0,1.05,"Eraser = $.05, Pencil = $1.05.",1,0.9,1,0.9,0.90,1,100%,1,100%,0.85,85%,0.95,95%
147,,2b,PE,1,0.05,0,1.05,The eraser is $0.05 and the pencil is $1.05,1,0.9,1,0.9,$0.90,1,100%,1,100,0.6,"Given its nature and the typical way one tends to analyze these problems, I wouldn't be surprised if only about 40% get the correct answer since most would intuitively assign equal or almost equal values to both objects in their minds due to common sense heuristics. However, given that we're dealing with a survey here where people have time to process things rationally and slowly, I might dare to estimate maybe around 60%, although I remain uncertain.",-0.9,"I think most would be correct since this answer can seem obvious or intuitive, but there might also be those who are misled by the $2.90 being divided into the two items so they end up thinking that the difference between the total amount and the price of the magazine represents half the value for each item; then some would think that half of that price represents the price of the banana... But still, I'd estimate at least around 85-90%."
148,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,1,100%,0.85,85%,0.6,60%,0.4,40%
149,,2b,PE,0,1,0,0.1,"Well the first question had an answer that was less intuitive because our currency works with cents and dollars instead of pure decimal values. This time though it seems pretty obvious that if the pencil costs $1 more, then there should be only $0.10 left for the eraser. So $1 - $1 + $0.10 = $0.10 is my answer.",1,0.9,1,0.9,0.90,1,100%,0.95,95%,0.95,If they didn't get this one right then they clearly don't understand basic algebra. There isn't any room for interpretation here. I think virtually every person will have this right at least on the first guess.  95%.,0.95,I think it's fairly safe to assume that the majority of adults would solve it correctly.  95%+
150,,1b,BM,1,0.45,1,0.45,Banana costs $0.45,1,0.1,1,0.1,$0.10 cents,1,100%,1,100 %,0.7,70%,0.8,80%
151,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.95,95%,0.99,99%,0.65,65%,0.75,75%
152,,1a,PE,1,0.05,0,1,"The eraser costs $.05. If a pencil is one dollar ($1) then that leaves fifty cents ($.50). If the eraser is five cents ($.05), then it makes sense because that's what the prompt says ""the pencil costs one dollar ($1) more than the eraser.""",0,2,1,0.9,"It sounds like there's an implied discount if you buy both items at once; otherwise the question doesn't make any sense. You need the price for each item individually before you can add them up to figure out the total combined amount, but here they're only giving us prices for when we buy them as a set. So I'd say, assuming a fair price was involved: magazine $2, banana $.90. But given the wording in the question, I could easily be off by twenty cents either way depending on whether there were hidden charges (like tax) included in one price but not the other.",0.97,97%,0.75,75% because my logic is sound even though I have no idea what kind of store these things are being purchased from so it could potentially alter the outcome.,0.3,30% or maybe less. I know some smart people who would answer wrong.,0.4,"Less than half, maybe around 40%. It's tricky and most people don't read carefully enough."
153,,1a,PE,0,0.1,0,0.1,$.10 cents,1,0.9,1,0.9,$.90 cents,0.95,95,0.95,95,0.5,50,0.75,75
154,,2a,BM,0,2.5,0,0.4,"I think this requires some calculations.  The Magazine would be $2.50 then and therefore, the banana must cost $.40.",1,0.1,1,0.1,I solved this one quite easily too. The Eraser here will cost $.10 as the Pencil has already taken up all the rest.,0.8,My confidence level in my response is around 80%.,0.9,I am quite confident about it with a level of 90%.,0.75,I believe around 75% of participants can solve it correctly.,-0.9,"Similar to the previous question, I think about 85-90 % might have got the right answer."
155,,1b,BM,1,0.45,0,2.95,"The banana costs $.45, I added two dollars to $.45, which equals $2.45 plus fifty cents for the magazine brings me to $2.95 and that is too much money, so I had to figure again.",1,0.1,0,1.1,"$.10 because if the pencil costs $1, then an additional dime for the eraser totals $1.10.",0.8,"80%.  After doing the math a second time, I am pretty sure.",1,100%,0.6,60%. It took some work but most people could get the right answer if they worked at it a bit.,0.7,70%
156,,2b,PE,0,,0,,The eraser is ten cents and the pencil costs one dollar and ten cents.,1,0.9,1,0.9,$.90,1,"100%, but less so than on the previous question since this answer took me an instant longer to compute.",1,100%.,0.9,"Again, I suspect over 90% get it right, although perhaps with somewhat greater difficulty.",0.9,I am sure that more than 90% get it right because it's actually a pretty straightforward question.
157,,1b,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.6,60%,0.9,90%,0.3,30%,0.7,70%
