Subject,Group,Age,Gender,StandardProblem,CBType,StandardAcc,StandardResp,ControlAcc,ControlResp,StandardRT,ControlRT,StandardConfidence,ControlConfidence,StandardOpinion,ControlOpinion,StandardRecall,ControlRecall,StandardMC,ControlMC,LogStandardRT,LogControlRT,LogRTdiff,Confdiff,Opindiff,temp
196,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.85,,,,,,,,0,-0.1,0.1
197,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.8,,,,,,,,0,-0.05,0.2
198,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.85,,,,,,,,0,-0.1,0.3
199,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.5,0.75,,,,,,,,0,-0.25,0.4
200,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.6,,,,,,,,0,0.15,0.5
201,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.6,0.8,,,,,,,,0,-0.2,0.6
202,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,0.7,0.95,0.5,0.6,,,,,,,,-0.25,-0.1,0.7
203,LLM_L2WVU70,18,Male,BM,2a,0,0.9,1,0.1,,,1,1,0.5,0.6,,,,,,,,0,-0.1,0.8
204,LLM_L2WVU70,18,Male,BM,2a,0,75,1,10,,,1,1,0.8,0.6,,,,,,,,0,0.2,0.9
205,LLM_L2WVU70,18,Male,BM,2a,0,50,1,10,,,1,1,0.35,0.8,,,,,,,,0,-0.45,1
206,LLM_L2WVU70,18,Male,BM,2a,0,70,1,10,,,1,1,0.9,0.85,,,,,,,,0,0.05,1.3
207,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.6,0.95,,,,,,,,0,-0.35,1.6
208,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,0.98,1,0.67,0.83,,,,,,,,-0.02,-0.16,2.4
209,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,0.8,0.85,0.7,,,,,,,,,-0.05,,3.2
210,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.6,0.75,,,,,,,,0,-0.15,0.05
211,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.6,0.75,,,,,,,,0,-0.15,0.1
212,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.8,0.75,,,,,,,,0,0.05,0.2
213,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.95,0.95,,,,,,,,0,0,0.3
214,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.8,0.75,,,,,,,,0,0.05,0.4
215,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,0.75,1,0.35,0.5,,,,,,,,-0.25,-0.15,0.5
216,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,0.95,0.95,0.65,0.75,,,,,,,,0,-0.1,0.6
217,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,0.0005,0.009,0.2,1,,,,,,,,-0.0085,-0.8,0.7
218,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.9,0.9,,,,,,,,0,0,0.8
219,LLM_L2WVU70,18,Female,PE,2b,1,5,1,0.9,,,0.9,0.95,0.55,0.75,,,,,,,,-0.05,-0.2,0.9
220,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.85,0.75,,,,,,,,0,0.1,1
221,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,0.5,1,0.35,0.75,,,,,,,,-0.5,-0.4,1.3
222,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,0.65,1,0.4,0.8,,,,,,,,-0.35,-0.4,1.6
223,LLM_L2WVU70,18,Female,PE,2b,1,5,1,90,,,0.05,1,0.4,0.7,,,,,,,,-0.95,-0.3,2.4
224,LLM_L2WVU70,18,Female,PE,2b,0,,1,0.9,,,0.5,0.75,0.3,0.65,,,,,,,,-0.25,-0.35,3.2
225,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.8,0.75,,,,,,,,0,0.05,0.05
226,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.8,0.75,,,,,,,,0,0.05,0.1
227,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.85,0.75,,,,,,,,0,0.1,0.2
228,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.7,0.9,,,,,,,,0,-0.2,0.3
229,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.8,0.5,,,,,,,,0,0.3,0.4
230,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.3,0.5,,,,,,,,0,-0.2,0.5
231,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,0.6,1,0.3,0.5,,,,,,,,-0.4,-0.2,0.6
232,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.8,0.9,,,,,,,,0,-0.1,0.7
233,LLM_L2WVU70,18,Male,PE,2b,1,5,1,90,,,0.7,1,0.45,0.85,,,,,,,,-0.3,-0.4,0.8
234,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.85,0.75,,,,,,,,0,0.1,0.9
235,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,0.7,0.95,0.3,0.7,,,,,,,,-0.25,-0.4,1
236,LLM_L2WVU70,18,Male,PE,2b,0,0.1,1,90,,,0.6,1,0.75,0.95,,,,,,,,-0.4,-0.2,1.3
237,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.65,0.95,,,,,,,,0,-0.3,1.6
238,LLM_L2WVU70,18,Male,PE,2b,0,0.5,1,0.9,,,1,1,0.67,,,,,,,,,0,,2.4
239,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,0.95,1,0.45,0.5,,,,,,,,-0.05,-0.05,3.2
240,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,1,0.7,0.8,,,,,,,,-0.1,-0.1,0.05
241,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,1,0.7,0.85,,,,,,,,-0.1,-0.15,0.1
242,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,1,0.6,0.8,,,,,,,,-0.1,-0.2,0.2
243,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,0.9,0.6,0.8,,,,,,,,0,-0.2,0.3
244,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,0.95,0.7,0.8,,,,,,,,-0.05,-0.1,0.4
245,LLM_L2WVU70,18,Female,PE,1a,0,0.1,1,0.9,,,0.95,1,0.75,0.8,,,,,,,,-0.05,-0.05,0.5
246,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,1,0.2,0.6,,,,,,,,-0.1,-0.4,0.6
247,LLM_L2WVU70,18,Female,PE,1a,1,5,1,90,,,1,1,0.5,0.75,,,,,,,,0,-0.25,0.7
248,LLM_L2WVU70,18,Female,PE,1a,0,0.5,1,0.9,,,0.9,0.95,0.5,0.75,,,,,,,,-0.05,-0.25,0.8
249,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.99,0.95,0.4,0.7,,,,,,,,0.04,-0.3,0.9
250,LLM_L2WVU70,18,Female,PE,1a,0,0.1,1,0.9,,,0.75,0.85,0.6,0.9,,,,,,,,-0.1,-0.3,1
251,LLM_L2WVU70,18,Female,PE,1a,0,0.1,1,0.9,,,0.95,0.95,0.2,0.8,,,,,,,,0,-0.6,1.3
252,LLM_L2WVU70,18,Female,PE,1a,1,5,1,90,,,0.63,0.75,0.25,0.4,,,,,,,,-0.12,-0.15,1.6
253,LLM_L2WVU70,18,Female,PE,1a,0,0.9,1,90,,,1,0.9,0.8,0.5,,,,,,,,0.1,0.3,2.4
254,LLM_L2WVU70,18,Female,PE,1a,0,0.1,1,0.9,,,0.99,0.99,0.51,0.55,,,,,,,,0,-0.04,3.2
255,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.9,1,0.7,0.8,,,,,,,,-0.1,-0.1,0.05
256,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.9,1,0.7,0.8,,,,,,,,-0.1,-0.1,0.1
257,LLM_L2WVU70,18,Male,PE,1a,0,0.1,1,90,,,0.95,0.9,0.75,0.6,,,,,,,,0.05,0.15,0.2
258,LLM_L2WVU70,18,Male,PE,1a,0,0.1,1,0.9,,,1,1,0.5,0.75,,,,,,,,0,-0.25,0.3
259,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,1,1,0.75,0.8,,,,,,,,0,-0.05,0.4
260,LLM_L2WVU70,18,Male,PE,1a,1,5,1,90,,,0.99,0.99,0.6,0.7,,,,,,,,0,-0.1,0.5
261,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.95,0.95,0.7,0.85,,,,,,,,0,-0.15,0.6
262,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.67,0.98,0.25,0.8,,,,,,,,-0.31,-0.55,0.7
263,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.9,0.7,0.9,0.6,,,,,,,,0.2,0.3,0.8
264,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.95,0.99,0.75,0.9,,,,,,,,-0.04,-0.15,0.9
265,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,1,1,0.95,1,,,,,,,,0,-0.05,1
266,LLM_L2WVU70,18,Male,PE,1a,1,5,1,90,,,0.9,0.85,0.9,0.9,,,,,,,,0.05,0,1.3
267,LLM_L2WVU70,18,Male,PE,1a,0,0.95,1,0.9,,,1,0.98,0.35,0.95,,,,,,,,0.02,-0.6,1.6
268,LLM_L2WVU70,18,Male,PE,1a,0,0.95,1,0.9,,,1,0.9,0.7,0.4,,,,,,,,0.1,0.3,2.4
269,LLM_L2WVU70,18,Male,PE,1a,0,0.1,0,2,,,1,1,-0.95,0.05,,,,,,,,0,-1,3.2
270,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.8,0.95,,,,,,,,0,-0.15,0.05
271,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.8,0.95,,,,,,,,0,-0.15,0.1
272,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.85,0.95,,,,,,,,0,-0.1,0.2
273,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.8,0.95,,,,,,,,0,-0.15,0.3
274,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.8,0.95,,,,,,,,0,-0.15,0.4
275,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,0.95,0.95,0.65,0.7,,,,,,,,0,-0.05,0.5
276,LLM_L2WVU70,18,Female,BM,1b,0,2.9,0,,,,0.85,0.95,0.6,0.7,,,,,,,,-0.1,-0.1,0.6
277,LLM_L2WVU70,18,Female,BM,1b,0,,0,,,,0.85,0.5,0.6,0.3,,,,,,,,0.35,0.3,0.7
278,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.98,0.99,,,,,,,,0,-0.01,0.8
279,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.85,0.9,,,,,,,,0,-0.05,0.9
280,LLM_L2WVU70,18,Female,BM,1b,0,,0,,,,0.85,0.9,0.8,0.67,,,,,,,,-0.05,0.13,1
281,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,0.98,0.95,0.6,0.75,,,,,,,,0.03,-0.15,1.3
282,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,0.95,0.95,0.67,0.99,,,,,,,,0,-0.32,1.6
283,LLM_L2WVU70,18,Female,BM,1b,0,1,1,0.1,,,1,1,0.85,0.95,,,,,,,,0,-0.1,2.4
284,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,,,0.04,,,,,,,,,,,3.2
285,LLM_L2WVU70,18,Male,BM,1b,0,90,1,10,,,0.9,0.95,0.6,0.75,,,,,,,,-0.05,-0.15,0.05
286,LLM_L2WVU70,18,Male,BM,1b,0,90,1,10,,,0.95,0.95,0.6,0.75,,,,,,,,0,-0.15,0.1
287,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,1,1,0.75,0.95,,,,,,,,0,-0.2,0.2
288,LLM_L2WVU70,18,Male,BM,1b,0,90,1,10,,,0.9,0.95,0.6,0.75,,,,,,,,-0.05,-0.15,0.3
289,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,1,1,0.8,0.9,,,,,,,,0,-0.1,0.4
290,LLM_L2WVU70,18,Male,BM,1b,1,45,1,10,,,0.95,0.95,0.85,0.9,,,,,,,,0,-0.05,0.5
291,LLM_L2WVU70,18,Male,BM,1b,0,90,1,10,,,0.8,0.95,0.65,0.7,,,,,,,,-0.15,-0.05,0.6
292,LLM_L2WVU70,18,Male,BM,1b,0,90,1,10,,,0.99,1,0.85,0.95,,,,,,,,-0.01,-0.1,0.7
293,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,1,1,0.6,0.95,,,,,,,,0,-0.35,0.8
294,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,0.9,0.95,0.35,0.8,,,,,,,,-0.05,-0.45,0.9
295,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,0.8,0.95,0.6,0.75,,,,,,,,-0.15,-0.15,1
296,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,0.95,0.95,0.6,0.7,,,,,,,,0,-0.1,1.3
297,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,0.85,1,,0.75,,,,,,,,-0.15,,1.6
298,LLM_L2WVU70,18,Male,BM,1b,1,0.45,1,0.1,,,0.85,0.95,0.65,0.75,,,,,,,,-0.1,-0.1,2.4
299,LLM_L2WVU70,18,Male,BM,1b,0,35,1,0.1,,,0.87,0.95,0.62,0.67,,,,,,,,-0.08,-0.05,3.2
300,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.8,,,,,,,,0,-0.05,0.05
301,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.85,,,,,,,,0,-0.1,0.1
302,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.8,,,,,,,,0,-0.05,0.2
303,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.85,,,,,,,,0,-0.1,0.3
304,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.85,,,,,,,,0,-0.1,0.4
305,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,0.75,0.9,0.3,0.8,,,,,,,,-0.15,-0.5,0.5
306,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.7,0.95,,,,,,,,0,-0.25,0.6
307,LLM_L2WVU70,18,Female,BM,2a,0,50,1,10,,,1,1,0.3,0.6,,,,,,,,0,-0.3,0.7
308,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.6,,,,,,,,0,0.15,0.8
309,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,0.8,1,0.4,0.9,,,,,,,,-0.2,-0.5,0.9
310,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,0.75,1,0.6,0.85,,,,,,,,-0.25,-0.25,1
311,LLM_L2WVU70,18,Female,BM,2a,0,0.9,0,1.1,,,0.95,0.85,0.65,-0.7,,,,,,,,0.1,1.35,1.3
312,LLM_L2WVU70,18,Female,BM,2a,1,0.45,0,1,,,0.75,1,0.3,0.6,,,,,,,,-0.25,-0.3,1.6
313,LLM_L2WVU70,18,Female,BM,2a,1,0.45,1,0.1,,,0.75,0.95,0.6,0.85,,,,,,,,-0.2,-0.25,2.4
314,LLM_L2WVU70,18,Female,BM,2a,0,0.9,0,1,,,1,1,1,0.65,,,,,,,,0,0.35,3.2
315,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.85,,,,,,,,0,-0.1,0.05
316,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.8,,,,,,,,0,-0.05,0.1
317,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.85,,,,,,,,0,-0.1,0.2
318,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.6,0.8,,,,,,,,0,-0.2,0.3
319,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.75,0.95,,,,,,,,0,-0.2,0.4
320,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,0.75,0.99,0.5,0.8,,,,,,,,-0.24,-0.3,0.5
321,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,0.65,0.99,0.3,0.7,,,,,,,,-0.34,-0.4,0.6
322,LLM_L2WVU70,18,Male,BM,2a,0,0.9,1,0.1,,,1,1,0.5,0.8,,,,,,,,0,-0.3,0.7
323,LLM_L2WVU70,18,Male,BM,2a,0,0.7,1,0.1,,,1,1,0.5,0.5,,,,,,,,0,0,0.8
324,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,1,0.6,0.95,,,,,,,,0,-0.35,0.9
325,LLM_L2WVU70,18,Male,BM,2a,0,2,0,1.1,,,0.009,-0.9,-0.7,,,,,,,,,0.909,,1
326,LLM_L2WVU70,18,Male,BM,2a,0,65,1,10,,,0.75,0.5,0.33,0.28,,,,,,,,0.25,0.05,1.3
327,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,0.9,0.98,0.8,0.96,,,,,,,,-0.08,-0.16,1.6
328,LLM_L2WVU70,18,Male,BM,2a,1,0.45,1,0.1,,,1,0.9,0.33,0.88,,,,,,,,0.1,-0.55,2.4
329,LLM_L2WVU70,18,Male,BM,2a,1,0.45,0,0.05,,,-0.3,-0.5,0.45,0.65,,,,,,,,0.2,-0.2,3.2
330,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.6,0.75,,,,,,,,0,-0.15,0.05
331,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.8,0.75,,,,,,,,0,0.05,0.1
332,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.6,0.75,,,,,,,,0,-0.15,0.2
333,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.75,0.95,,,,,,,,0,-0.2,0.3
334,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.3,0.5,,,,,,,,0,-0.2,0.4
335,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.7,0.5,,,,,,,,0,0.2,0.5
336,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,1,1,,,,,,,,0,0,0.6
337,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.5,0.5,,,,,,,,0,0,0.7
338,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.6,0.75,,,,,,,,0,-0.15,0.8
339,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,0.9,1,0.2,0.5,,,,,,,,-0.1,-0.3,0.9
340,LLM_L2WVU70,18,Female,PE,2b,0,10,1,0.9,,,0.98,0.85,-0.65,0.75,,,,,,,,0.13,-1.4,1
341,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,0.85,0.75,0.95,0.75,,,,,,,,0.1,0.2,1.3
342,LLM_L2WVU70,18,Female,PE,2b,1,5,1,0.9,,,0.7,1,0.65,0.85,,,,,,,,-0.3,-0.2,1.6
343,LLM_L2WVU70,18,Female,PE,2b,1,0.05,1,0.9,,,1,1,0.98,0.75,,,,,,,,0,0.23,2.4
344,LLM_L2WVU70,18,Female,PE,2b,0,1,1,90,,,0.75,1,,0.33,,,,,,,,-0.25,,3.2
345,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.8,0.75,,,,,,,,0,0.05,0.05
346,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.8,0.75,,,,,,,,0,0.05,0.1
347,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.6,0.75,,,,,,,,0,-0.15,0.2
348,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.5,0.75,,,,,,,,0,-0.25,0.3
349,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.75,0.5,,,,,,,,0,0.25,0.4
350,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.75,0.5,,,,,,,,0,0.25,0.5
351,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,0.75,1,0.3,0.5,,,,,,,,-0.25,-0.2,0.6
352,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,0.95,0.95,0.4,0.6,,,,,,,,0,-0.2,0.7
353,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,1,1,0.75,0.95,,,,,,,,0,-0.2,0.8
354,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,0.99,0.95,0.6,0.75,,,,,,,,0.04,-0.15,0.9
355,LLM_L2WVU70,18,Male,PE,2b,0,0.1,1,0.9,,,0.5,1,0.75,0.5,,,,,,,,-0.5,0.25,1
356,LLM_L2WVU70,18,Male,PE,2b,0,1,1,0.9,,,,0.9,0.05,0.5,,,,,,,,,-0.45,1.3
357,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,0.95,0.009,0.35,0.5,,,,,,,,0.941,-0.15,1.6
358,LLM_L2WVU70,18,Male,PE,2b,1,0.05,1,0.9,,,,,0.85,0.9,,,,,,,,,-0.05,2.4
359,LLM_L2WVU70,18,Male,PE,2b,0,0.1,1,90,,,0.3,1,0.1,0.7,,,,,,,,-0.7,-0.6,3.2
360,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,1,0.6,0.8,,,,,,,,-0.1,-0.2,0.05
361,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,1,0.7,0.8,,,,,,,,-0.1,-0.1,0.1
362,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,1,0.6,0.8,,,,,,,,-0.1,-0.2,0.2
363,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,1,0.75,0.8,,,,,,,,-0.1,-0.05,0.3
364,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.95,0.95,0.6,0.8,,,,,,,,0,-0.2,0.4
365,LLM_L2WVU70,18,Female,PE,1a,0,0.1,1,0.9,,,1,1,0.75,0.85,,,,,,,,0,-0.1,0.5
366,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,1,0.3,0.7,,,,,,,,-0.1,-0.4,0.6
367,LLM_L2WVU70,18,Female,PE,1a,0,10,0,2.9,,,0.9,1,0.6,0.85,,,,,,,,-0.1,-0.25,0.7
368,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.9,0.95,0.2,0.7,,,,,,,,-0.05,-0.5,0.8
369,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,1,1,0.7,0.8,,,,,,,,0,-0.1,0.9
370,LLM_L2WVU70,18,Female,PE,1a,0,0.9,1,90,,,0.75,1,0.2,0.5,,,,,,,,-0.25,-0.3,1
371,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.4,0.75,0.2,0.45,,,,,,,,-0.35,-0.25,1.3
372,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,1,0.85,0.7,-0.6,,,,,,,,0.15,1.3,1.6
373,LLM_L2WVU70,18,Female,PE,1a,1,0.05,1,0.9,,,0.6,0.85,0.9,0.85,,,,,,,,-0.25,0.05,2.4
374,LLM_L2WVU70,18,Female,PE,1a,0,0.1,0,,,,1,0.3,0.98,0.4,,,,,,,,0.7,0.58,3.2
375,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.9,1,0.7,0.8,,,,,,,,-0.1,-0.1,0.05
376,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.9,1,0.6,0.8,,,,,,,,-0.1,-0.2,0.1
377,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.9,1,0.7,0.8,,,,,,,,-0.1,-0.1,0.2
378,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.9,1,0.75,0.85,,,,,,,,-0.1,-0.1,0.3
379,LLM_L2WVU70,18,Male,PE,1a,1,5,1,90,,,0.9,0.95,0.6,0.75,,,,,,,,-0.05,-0.15,0.4
380,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.95,1,0.7,0.85,,,,,,,,-0.05,-0.15,0.5
381,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.99,0.99,0.7,0.85,,,,,,,,0,-0.15,0.6
382,LLM_L2WVU70,18,Male,PE,1a,0,0.1,1,90,,,0.95,0.94,0.67,0.83,,,,,,,,0.01,-0.16,0.7
383,LLM_L2WVU70,18,Male,PE,1a,1,5,1,90,,,1,1,0.9,0.7,,,,,,,,0,0.2,0.8
384,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,1,1,0.9,0.99,,,,,,,,0,-0.09,0.9
385,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.9,0.85,0.75,0.6,,,,,,,,0.05,0.15,1
386,LLM_L2WVU70,18,Male,PE,1a,1,5,1,90,,,1,0.9,0.3,0.8,,,,,,,,0.1,-0.5,1.3
387,LLM_L2WVU70,18,Male,PE,1a,0,1.1,0,,,,1,1,0.85,0.6,,,,,,,,0,0.25,1.6
388,LLM_L2WVU70,18,Male,PE,1a,0,0.95,1,0.9,,,0.5,0.85,0.75,0.67,,,,,,,,-0.35,0.08,2.4
389,LLM_L2WVU70,18,Male,PE,1a,1,0.05,1,0.9,,,0.01,0.0249,0.0105,0.95,,,,,,,,-0.0149,-0.9395,3.2
390,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.85,0.95,,,,,,,,0,-0.1,0.05
391,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.8,0.95,,,,,,,,0,-0.15,0.1
392,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.8,0.95,,,,,,,,0,-0.15,0.2
393,LLM_L2WVU70,18,Female,BM,1b,1,0.45,1,0.1,,,1,1,0.6,0.95,,,,,,,,0,-0.35,0.3
